流水ID	遗物ID	等级	星级	升级类型	特殊属性库id(前端用)	消耗道具	消耗碎片	消耗任意品质碎片	模型NPCID	模型特效
2668	5031	32	5	2	5031032	item171002000003,2			npc_relic_531	5900531
2669	5031	33	5	2	5031033	item171002000003,2			npc_relic_531	5900531
2670	5031	34	5	2	5031034	item171002000003,2			npc_relic_531	5900531
2671	5031	35	5	2	5031035	item171002000003,2			npc_relic_531	5900531
2672	5031	36	6	3	5031036	item171002000003,5	9005031,30	3,600;4,300	npc_relic_531	5900531
2673	5031	37	6	4	5031037		9005031,50	3,800;4,400	npc_relic_531	5900531
2674	5032	1	1	1	5032001		9005032,40		npc_relic_532	5900532
2675	5032	2	1	2	5032002	item171002000001,5			npc_relic_532	5900532
2676	5032	3	1	2	5032003	item171002000001,5			npc_relic_532	5900532
2677	5032	4	1	2	5032004	item171002000001,5			npc_relic_532	5900532
2678	5032	5	1	2	5032005	item171002000001,5			npc_relic_532	5900532
2679	5032	6	1	2	5032006	item171002000001,5			npc_relic_532	5900532
2680	5032	7	1	2	5032007	item171002000001,5			npc_relic_532	5900532
2681	5032	8	2	3	5032008	item171002000001,50			npc_relic_532	5900532
2682	5032	9	2	2	5032009	item171002000001,10			npc_relic_532	5900532
2683	5032	10	2	2	5032010	item171002000001,10			npc_relic_532	5900532
2684	5032	11	2	2	5032011	item171002000001,10			npc_relic_532	5900532
2685	5032	12	2	2	5032012	item171002000001,10			npc_relic_532	5900532
2686	5032	13	2	2	5032013	item171002000001,10			npc_relic_532	5900532
2687	5032	14	2	2	5032014	item171002000001,10			npc_relic_532	5900532
2688	5032	15	3	3	5032015	item171002000001,100			npc_relic_532	5900532
2689	5032	16	3	2	5032016	item171002000001,15			npc_relic_532	5900532
2690	5032	17	3	2	5032017	item171002000001,15			npc_relic_532	5900532
2691	5032	18	3	2	5032018	item171002000001,15			npc_relic_532	5900532
2692	5032	19	3	2	5032019	item171002000001,15			npc_relic_532	5900532
2693	5032	20	3	2	5032020	item171002000001,15			npc_relic_532	5900532
2694	5032	21	3	2	5032021	item171002000001,15			npc_relic_532	5900532
2695	5032	22	4	3	5032022	item171002000002,15	9005032,10	3,200;4,100	npc_relic_532	5900532
2696	5032	23	4	2	5032023	item171002000002,5			npc_relic_532	5900532
2697	5032	24	4	2	5032024	item171002000002,5			npc_relic_532	5900532
2698	5032	25	4	2	5032025	item171002000002,5			npc_relic_532	5900532
2699	5032	26	4	2	5032026	item171002000002,5			npc_relic_532	5900532
2700	5032	27	4	2	5032027	item171002000002,5			npc_relic_532	5900532
2701	5032	28	4	2	5032028	item171002000002,5			npc_relic_532	5900532
2702	5032	29	5	3	5032029	item171002000002,20	9005032,20	3,400;4,200	npc_relic_532	5900532
2703	5032	30	5	2	5032030	item171002000003,2			npc_relic_532	5900532
2704	5032	31	5	2	5032031	item171002000003,2			npc_relic_532	5900532
2705	5032	32	5	2	5032032	item171002000003,2			npc_relic_532	5900532
2706	5032	33	5	2	5032033	item171002000003,2			npc_relic_532	5900532
2707	5032	34	5	2	5032034	item171002000003,2			npc_relic_532	5900532
2708	5032	35	5	2	5032035	item171002000003,2			npc_relic_532	5900532
2709	5032	36	6	3	5032036	item171002000003,5	9005032,30	3,600;4,300	npc_relic_532	5900532
2710	5032	37	6	4	5032037		9005032,50	3,800;4,400	npc_relic_532	5900532
2711	5033	1	1	1	5033001		9005033,40		npc_relic_533	5900533
2712	5033	2	1	2	5033002	item171002000001,5			npc_relic_533	5900533
2713	5033	3	1	2	5033003	item171002000001,5			npc_relic_533	5900533
2714	5033	4	1	2	5033004	item171002000001,5			npc_relic_533	5900533
2715	5033	5	1	2	5033005	item171002000001,5			npc_relic_533	5900533
2716	5033	6	1	2	5033006	item171002000001,5			npc_relic_533	5900533
2717	5033	7	1	2	5033007	item171002000001,5			npc_relic_533	5900533
2718	5033	8	2	3	5033008	item171002000001,50			npc_relic_533	5900533
2719	5033	9	2	2	5033009	item171002000001,10			npc_relic_533	5900533
2720	5033	10	2	2	5033010	item171002000001,10			npc_relic_533	5900533
2721	5033	11	2	2	5033011	item171002000001,10			npc_relic_533	5900533
2722	5033	12	2	2	5033012	item171002000001,10			npc_relic_533	5900533
2723	5033	13	2	2	5033013	item171002000001,10			npc_relic_533	5900533
2724	5033	14	2	2	5033014	item171002000001,10			npc_relic_533	5900533
2725	5033	15	3	3	5033015	item171002000001,100			npc_relic_533	5900533
2726	5033	16	3	2	5033016	item171002000001,15			npc_relic_533	5900533
2727	5033	17	3	2	5033017	item171002000001,15			npc_relic_533	5900533
2728	5033	18	3	2	5033018	item171002000001,15			npc_relic_533	5900533
2729	5033	19	3	2	5033019	item171002000001,15			npc_relic_533	5900533
2730	5033	20	3	2	5033020	item171002000001,15			npc_relic_533	5900533
2731	5033	21	3	2	5033021	item171002000001,15			npc_relic_533	5900533
2732	5033	22	4	3	5033022	item171002000002,15	9005033,10	3,200;4,100	npc_relic_533	5900533
2733	5033	23	4	2	5033023	item171002000002,5			npc_relic_533	5900533
2734	5033	24	4	2	5033024	item171002000002,5			npc_relic_533	5900533
2735	5033	25	4	2	5033025	item171002000002,5			npc_relic_533	5900533
2736	5033	26	4	2	5033026	item171002000002,5			npc_relic_533	5900533
2737	5033	27	4	2	5033027	item171002000002,5			npc_relic_533	5900533
2738	5033	28	4	2	5033028	item171002000002,5			npc_relic_533	5900533
2739	5033	29	5	3	5033029	item171002000002,20	9005033,20	3,400;4,200	npc_relic_533	5900533
2740	5033	30	5	2	5033030	item171002000003,2			npc_relic_533	5900533
2741	5033	31	5	2	5033031	item171002000003,2			npc_relic_533	5900533
2742	5033	32	5	2	5033032	item171002000003,2			npc_relic_533	5900533
2743	5033	33	5	2	5033033	item171002000003,2			npc_relic_533	5900533
2744	5033	34	5	2	5033034	item171002000003,2			npc_relic_533	5900533
2745	5033	35	5	2	5033035	item171002000003,2			npc_relic_533	5900533
2746	5033	36	6	3	5033036	item171002000003,5	9005033,30	3,600;4,300	npc_relic_533	5900533
2747	5033	37	6	4	5033037		9005033,50	3,800;4,400	npc_relic_533	5900533
2748	5034	1	1	1	5034001		9005034,40		npc_relic_534	5900534
2749	5034	2	1	2	5034002	item171002000001,5			npc_relic_534	5900534
2750	5034	3	1	2	5034003	item171002000001,5			npc_relic_534	5900534
2751	5034	4	1	2	5034004	item171002000001,5			npc_relic_534	5900534
2752	5034	5	1	2	5034005	item171002000001,5			npc_relic_534	5900534
2753	5034	6	1	2	5034006	item171002000001,5			npc_relic_534	5900534
2754	5034	7	1	2	5034007	item171002000001,5			npc_relic_534	5900534
2755	5034	8	2	3	5034008	item171002000001,50			npc_relic_534	5900534
2756	5034	9	2	2	5034009	item171002000001,10			npc_relic_534	5900534
2757	5034	10	2	2	5034010	item171002000001,10			npc_relic_534	5900534
2758	5034	11	2	2	5034011	item171002000001,10			npc_relic_534	5900534
2759	5034	12	2	2	5034012	item171002000001,10			npc_relic_534	5900534
2760	5034	13	2	2	5034013	item171002000001,10			npc_relic_534	5900534
2761	5034	14	2	2	5034014	item171002000001,10			npc_relic_534	5900534
2762	5034	15	3	3	5034015	item171002000001,100			npc_relic_534	5900534
2763	5034	16	3	2	5034016	item171002000001,15			npc_relic_534	5900534
2764	5034	17	3	2	5034017	item171002000001,15			npc_relic_534	5900534
2765	5034	18	3	2	5034018	item171002000001,15			npc_relic_534	5900534
2766	5034	19	3	2	5034019	item171002000001,15			npc_relic_534	5900534
2767	5034	20	3	2	5034020	item171002000001,15			npc_relic_534	5900534
2768	5034	21	3	2	5034021	item171002000001,15			npc_relic_534	5900534
2769	5034	22	4	3	5034022	item171002000002,15	9005034,10	3,200;4,100	npc_relic_534	5900534
2770	5034	23	4	2	5034023	item171002000002,5			npc_relic_534	5900534
2771	5034	24	4	2	5034024	item171002000002,5			npc_relic_534	5900534
2772	5034	25	4	2	5034025	item171002000002,5			npc_relic_534	5900534
2773	5034	26	4	2	5034026	item171002000002,5			npc_relic_534	5900534
2774	5034	27	4	2	5034027	item171002000002,5			npc_relic_534	5900534
2775	5034	28	4	2	5034028	item171002000002,5			npc_relic_534	5900534
2776	5034	29	5	3	5034029	item171002000002,20	9005034,20	3,400;4,200	npc_relic_534	5900534
2777	5034	30	5	2	5034030	item171002000003,2			npc_relic_534	5900534
2778	5034	31	5	2	5034031	item171002000003,2			npc_relic_534	5900534
2779	5034	32	5	2	5034032	item171002000003,2			npc_relic_534	5900534
2780	5034	33	5	2	5034033	item171002000003,2			npc_relic_534	5900534
2781	5034	34	5	2	5034034	item171002000003,2			npc_relic_534	5900534
2782	5034	35	5	2	5034035	item171002000003,2			npc_relic_534	5900534
2783	5034	36	6	3	5034036	item171002000003,5	9005034,30	3,600;4,300	npc_relic_534	5900534
2784	5034	37	6	4	5034037		9005034,50	3,800;4,400	npc_relic_534	5900534
2785	5035	1	1	1	5035001		9005035,40		npc_relic_535	5900535
2786	5035	2	1	2	5035002	item171002000001,5			npc_relic_535	5900535
2787	5035	3	1	2	5035003	item171002000001,5			npc_relic_535	5900535
2788	5035	4	1	2	5035004	item171002000001,5			npc_relic_535	5900535
2789	5035	5	1	2	5035005	item171002000001,5			npc_relic_535	5900535
2790	5035	6	1	2	5035006	item171002000001,5			npc_relic_535	5900535
2791	5035	7	1	2	5035007	item171002000001,5			npc_relic_535	5900535
2792	5035	8	2	3	5035008	item171002000001,50			npc_relic_535	5900535
2793	5035	9	2	2	5035009	item171002000001,10			npc_relic_535	5900535
2794	5035	10	2	2	5035010	item171002000001,10			npc_relic_535	5900535
2795	5035	11	2	2	5035011	item171002000001,10			npc_relic_535	5900535
2796	5035	12	2	2	5035012	item171002000001,10			npc_relic_535	5900535
2797	5035	13	2	2	5035013	item171002000001,10			npc_relic_535	5900535
2798	5035	14	2	2	5035014	item171002000001,10			npc_relic_535	5900535
2799	5035	15	3	3	5035015	item171002000001,100			npc_relic_535	5900535
2800	5035	16	3	2	5035016	item171002000001,15			npc_relic_535	5900535
2801	5035	17	3	2	5035017	item171002000001,15			npc_relic_535	5900535
2802	5035	18	3	2	5035018	item171002000001,15			npc_relic_535	5900535
2803	5035	19	3	2	5035019	item171002000001,15			npc_relic_535	5900535
2804	5035	20	3	2	5035020	item171002000001,15			npc_relic_535	5900535
2805	5035	21	3	2	5035021	item171002000001,15			npc_relic_535	5900535
2806	5035	22	4	3	5035022	item171002000002,15	9005035,10	3,200;4,100	npc_relic_535	5900535
2807	5035	23	4	2	5035023	item171002000002,5			npc_relic_535	5900535
2808	5035	24	4	2	5035024	item171002000002,5			npc_relic_535	5900535
2809	5035	25	4	2	5035025	item171002000002,5			npc_relic_535	5900535
2810	5035	26	4	2	5035026	item171002000002,5			npc_relic_535	5900535
2811	5035	27	4	2	5035027	item171002000002,5			npc_relic_535	5900535
2812	5035	28	4	2	5035028	item171002000002,5			npc_relic_535	5900535
2813	5035	29	5	3	5035029	item171002000002,20	9005035,20	3,400;4,200	npc_relic_535	5900535
2814	5035	30	5	2	5035030	item171002000003,2			npc_relic_535	5900535
2815	5035	31	5	2	5035031	item171002000003,2			npc_relic_535	5900535
2816	5035	32	5	2	5035032	item171002000003,2			npc_relic_535	5900535
2817	5035	33	5	2	5035033	item171002000003,2			npc_relic_535	5900535
2818	5035	34	5	2	5035034	item171002000003,2			npc_relic_535	5900535
2819	5035	35	5	2	5035035	item171002000003,2			npc_relic_535	5900535
2820	5035	36	6	3	5035036	item171002000003,5	9005035,30	3,600;4,300	npc_relic_535	5900535
2821	5035	37	6	4	5035037		9005035,50	3,800;4,400	npc_relic_535	5900535
2822	5036	1	1	1	5036001		9005036,40		npc_relic_536	5900536
2823	5036	2	1	2	5036002	item171002000001,5			npc_relic_536	5900536
2824	5036	3	1	2	5036003	item171002000001,5			npc_relic_536	5900536
2825	5036	4	1	2	5036004	item171002000001,5			npc_relic_536	5900536
2826	5036	5	1	2	5036005	item171002000001,5			npc_relic_536	5900536
2827	5036	6	1	2	5036006	item171002000001,5			npc_relic_536	5900536
2828	5036	7	1	2	5036007	item171002000001,5			npc_relic_536	5900536
2829	5036	8	2	3	5036008	item171002000001,50			npc_relic_536	5900536
2830	5036	9	2	2	5036009	item171002000001,10			npc_relic_536	5900536
2831	5036	10	2	2	5036010	item171002000001,10			npc_relic_536	5900536
2832	5036	11	2	2	5036011	item171002000001,10			npc_relic_536	5900536
2833	5036	12	2	2	5036012	item171002000001,10			npc_relic_536	5900536
2834	5036	13	2	2	5036013	item171002000001,10			npc_relic_536	5900536
2835	5036	14	2	2	5036014	item171002000001,10			npc_relic_536	5900536
2836	5036	15	3	3	5036015	item171002000001,100			npc_relic_536	5900536
2837	5036	16	3	2	5036016	item171002000001,15			npc_relic_536	5900536
2838	5036	17	3	2	5036017	item171002000001,15			npc_relic_536	5900536
2839	5036	18	3	2	5036018	item171002000001,15			npc_relic_536	5900536
2840	5036	19	3	2	5036019	item171002000001,15			npc_relic_536	5900536
2841	5036	20	3	2	5036020	item171002000001,15			npc_relic_536	5900536
2842	5036	21	3	2	5036021	item171002000001,15			npc_relic_536	5900536
2843	5036	22	4	3	5036022	item171002000002,15	9005036,10	3,200;4,100	npc_relic_536	5900536
2844	5036	23	4	2	5036023	item171002000002,5			npc_relic_536	5900536
2845	5036	24	4	2	5036024	item171002000002,5			npc_relic_536	5900536
2846	5036	25	4	2	5036025	item171002000002,5			npc_relic_536	5900536
2847	5036	26	4	2	5036026	item171002000002,5			npc_relic_536	5900536
2848	5036	27	4	2	5036027	item171002000002,5			npc_relic_536	5900536
2849	5036	28	4	2	5036028	item171002000002,5			npc_relic_536	5900536
2850	5036	29	5	3	5036029	item171002000002,20	9005036,20	3,400;4,200	npc_relic_536	5900536
2851	5036	30	5	2	5036030	item171002000003,2			npc_relic_536	5900536
2852	5036	31	5	2	5036031	item171002000003,2			npc_relic_536	5900536
2853	5036	32	5	2	5036032	item171002000003,2			npc_relic_536	5900536
2854	5036	33	5	2	5036033	item171002000003,2			npc_relic_536	5900536
2855	5036	34	5	2	5036034	item171002000003,2			npc_relic_536	5900536
2856	5036	35	5	2	5036035	item171002000003,2			npc_relic_536	5900536
2857	5036	36	6	3	5036036	item171002000003,5	9005036,30	3,600;4,300	npc_relic_536	5900536
2858	5036	37	6	4	5036037		9005036,50	3,800;4,400	npc_relic_536	5900536
2859	5037	1	1	1	5037001		9005037,40		npc_relic_537	5900537
2860	5037	2	1	2	5037002	item171002000001,5			npc_relic_537	5900537
2861	5037	3	1	2	5037003	item171002000001,5			npc_relic_537	5900537
2862	5037	4	1	2	5037004	item171002000001,5			npc_relic_537	5900537
2863	5037	5	1	2	5037005	item171002000001,5			npc_relic_537	5900537
2864	5037	6	1	2	5037006	item171002000001,5			npc_relic_537	5900537
2865	5037	7	1	2	5037007	item171002000001,5			npc_relic_537	5900537
2866	5037	8	2	3	5037008	item171002000001,50			npc_relic_537	5900537
2867	5037	9	2	2	5037009	item171002000001,10			npc_relic_537	5900537
2868	5037	10	2	2	5037010	item171002000001,10			npc_relic_537	5900537
2869	5037	11	2	2	5037011	item171002000001,10			npc_relic_537	5900537
2870	5037	12	2	2	5037012	item171002000001,10			npc_relic_537	5900537
2871	5037	13	2	2	5037013	item171002000001,10			npc_relic_537	5900537
2872	5037	14	2	2	5037014	item171002000001,10			npc_relic_537	5900537
2873	5037	15	3	3	5037015	item171002000001,100			npc_relic_537	5900537
2874	5037	16	3	2	5037016	item171002000001,15			npc_relic_537	5900537
2875	5037	17	3	2	5037017	item171002000001,15			npc_relic_537	5900537
2876	5037	18	3	2	5037018	item171002000001,15			npc_relic_537	5900537
2877	5037	19	3	2	5037019	item171002000001,15			npc_relic_537	5900537
2878	5037	20	3	2	5037020	item171002000001,15			npc_relic_537	5900537
2879	5037	21	3	2	5037021	item171002000001,15			npc_relic_537	5900537
2880	5037	22	4	3	5037022	item171002000002,15	9005037,10	3,200;4,100	npc_relic_537	5900537
2881	5037	23	4	2	5037023	item171002000002,5			npc_relic_537	5900537
2882	5037	24	4	2	5037024	item171002000002,5			npc_relic_537	5900537
2883	5037	25	4	2	5037025	item171002000002,5			npc_relic_537	5900537
2884	5037	26	4	2	5037026	item171002000002,5			npc_relic_537	5900537
2885	5037	27	4	2	5037027	item171002000002,5			npc_relic_537	5900537
2886	5037	28	4	2	5037028	item171002000002,5			npc_relic_537	5900537
2887	5037	29	5	3	5037029	item171002000002,20	9005037,20	3,400;4,200	npc_relic_537	5900537
2888	5037	30	5	2	5037030	item171002000003,2			npc_relic_537	5900537
2889	5037	31	5	2	5037031	item171002000003,2			npc_relic_537	5900537
2890	5037	32	5	2	5037032	item171002000003,2			npc_relic_537	5900537
2891	5037	33	5	2	5037033	item171002000003,2			npc_relic_537	5900537
2892	5037	34	5	2	5037034	item171002000003,2			npc_relic_537	5900537
2893	5037	35	5	2	5037035	item171002000003,2			npc_relic_537	5900537
2894	5037	36	6	3	5037036	item171002000003,5	9005037,30	3,600;4,300	npc_relic_537	5900537
2895	5037	37	6	4	5037037		9005037,50	3,800;4,400	npc_relic_537	5900537
2896	5038	1	1	1	5038001		9005038,40		npc_relic_538	5900538
2897	5038	2	1	2	5038002	item171002000001,5			npc_relic_538	5900538
2898	5038	3	1	2	5038003	item171002000001,5			npc_relic_538	5900538
2899	5038	4	1	2	5038004	item171002000001,5			npc_relic_538	5900538
2900	5038	5	1	2	5038005	item171002000001,5			npc_relic_538	5900538
2901	5038	6	1	2	5038006	item171002000001,5			npc_relic_538	5900538
2902	5038	7	1	2	5038007	item171002000001,5			npc_relic_538	5900538
2903	5038	8	2	3	5038008	item171002000001,50			npc_relic_538	5900538
2904	5038	9	2	2	5038009	item171002000001,10			npc_relic_538	5900538
2905	5038	10	2	2	5038010	item171002000001,10			npc_relic_538	5900538
2906	5038	11	2	2	5038011	item171002000001,10			npc_relic_538	5900538
2907	5038	12	2	2	5038012	item171002000001,10			npc_relic_538	5900538
2908	5038	13	2	2	5038013	item171002000001,10			npc_relic_538	5900538
2909	5038	14	2	2	5038014	item171002000001,10			npc_relic_538	5900538
2910	5038	15	3	3	5038015	item171002000001,100			npc_relic_538	5900538
2911	5038	16	3	2	5038016	item171002000001,15			npc_relic_538	5900538
2912	5038	17	3	2	5038017	item171002000001,15			npc_relic_538	5900538
2913	5038	18	3	2	5038018	item171002000001,15			npc_relic_538	5900538
2914	5038	19	3	2	5038019	item171002000001,15			npc_relic_538	5900538
2915	5038	20	3	2	5038020	item171002000001,15			npc_relic_538	5900538
2916	5038	21	3	2	5038021	item171002000001,15			npc_relic_538	5900538
2917	5038	22	4	3	5038022	item171002000002,15	9005038,10	3,200;4,100	npc_relic_538	5900538
2918	5038	23	4	2	5038023	item171002000002,5			npc_relic_538	5900538
2919	5038	24	4	2	5038024	item171002000002,5			npc_relic_538	5900538
2920	5038	25	4	2	5038025	item171002000002,5			npc_relic_538	5900538
2921	5038	26	4	2	5038026	item171002000002,5			npc_relic_538	5900538
2922	5038	27	4	2	5038027	item171002000002,5			npc_relic_538	5900538
2923	5038	28	4	2	5038028	item171002000002,5			npc_relic_538	5900538
2924	5038	29	5	3	5038029	item171002000002,20	9005038,20	3,400;4,200	npc_relic_538	5900538
2925	5038	30	5	2	5038030	item171002000003,2			npc_relic_538	5900538
2926	5038	31	5	2	5038031	item171002000003,2			npc_relic_538	5900538
2927	5038	32	5	2	5038032	item171002000003,2			npc_relic_538	5900538
2928	5038	33	5	2	5038033	item171002000003,2			npc_relic_538	5900538
2929	5038	34	5	2	5038034	item171002000003,2			npc_relic_538	5900538
2930	5038	35	5	2	5038035	item171002000003,2			npc_relic_538	5900538
2931	5038	36	6	3	5038036	item171002000003,5	9005038,30	3,600;4,300	npc_relic_538	5900538
2932	5038	37	6	4	5038037		9005038,50	3,800;4,400	npc_relic_538	5900538
2933	5039	1	1	1	5039001		9005039,40		npc_relic_539	5900539
2934	5039	2	1	2	5039002	item171002000001,5			npc_relic_539	5900539
2935	5039	3	1	2	5039003	item171002000001,5			npc_relic_539	5900539
2936	5039	4	1	2	5039004	item171002000001,5			npc_relic_539	5900539
2937	5039	5	1	2	5039005	item171002000001,5			npc_relic_539	5900539
2938	5039	6	1	2	5039006	item171002000001,5			npc_relic_539	5900539
2939	5039	7	1	2	5039007	item171002000001,5			npc_relic_539	5900539
