宝图id	道具类型	掉落预览	奖励展示类型	奖励展示模型id	模型展示缩放	模型展示位置偏移	模型初始展示角度	展示语言包
item94000000875	1	item106040110002;item106040110003;item106040110004;item106040110005	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000876	1	item101020507369;item101020507370	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000877	1	item8101020503048;item8101020514006;item8101020514012	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000878	1	item8101020505310;item8101020505348;item8101020505354	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000890	1	item140000011064;item140000011065	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000888	1	item8101020503097;item8101020514011;item8101020514013	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000889	1	item8101020505343;item8101020505353;item8101020505355	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000804	1	item171001040701;item171001040801;item99000000095;item18000000000007;item8102020060003;item162000330307	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000891	1	item8101020505348;item8101020505353;item8101020505345;item8101020505344;item8101020505317;item8101020505316;item8101020505315;item8101020505314;item8101020505313;item8101020505312;item8101020505309	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000809	1	item101020507384;item101020507387	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000811	1	item140000011064;item140000011065	0		0.000000		0	UI_TreasureMap_TipsTittle
item17908000000002	1	item817902040107001;item817902040108001;item817902040207001;item817902040208001;item817902040307001;item817902040308001;item817902040407001;item817902040408001;item817902040507001;item817902040508001;item817902040607001;item817902040608001	0		0.000000		0	UI_TreasureMap_TipsTittle
item17908000000003	1	item817902050101001;item817902050102001;item817902050201001;item817902050202001;item817902050301001;item817902050302001;item817902050401001;item817902050402001;item817902050501001;item817902050502001;item817902050601001;item817902050602001	0		0.000000		0	UI_TreasureMap_TipsTittle
item17908000000004	1	item8230000000205;item8230000000206;item8230000000207;item8230000000208;item8230000000209;item8230000000210	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000892	1	item101020507387;item99000000044;item99000000045;item99000000046	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000817	1	item101020514024;item8101020505366;item8101020505366;item8101020505366;item91000000058;item91000000022;item91000000043;item91000000042;item8119100000002;item1014;item1014;item1014	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000906	1	item130000001291;item130000001391;item130000001191;item130000002291;item130000002391;item130000002191;item130000003291;item130000003391;item130000003191;item130000004291;item130000004391;item130000004191;item130000005291;item130000005391;item130000005191;item130000006291;item130000006391;item130000006191;item130000007291;item130000007391;item130000007191;item130000008291;item130000008391;item130000008191	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000907	1	item130000101298;item130000101398;item130000101198;item130000102298;item130000102398;item130000102198;item130000103298;item130000103398;item130000103198;item130000104298;item130000104398;item130000104198;item130000105298;item130000105398;item130000105198;item130000106298;item130000106398;item130000106198;item130000107298;item130000107398;item130000107198;item130000108298;item130000108398;item130000108198	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002000	1	item8103010121005;item8103010121004;item8103010121003	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002003	1	item171002010002;item171002010001	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002004	1	item8101020505312;item8101020505313;item8101020505314;item8101020505315;item8101020505316;item8101020505317;item8101020505309	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002005	1	item8101020505253;item8101020505301;item8101020505302;item8101020505303;item8101020505304;item8101020505305;item8101020505306;item8101020505307;item8101020505308	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002006	1	item8105000000071;item8105000000070;item8105000000069;item8105000000068	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000825	1	item171001040701;item171001040801;item99000000095;item82130900100085;item8102020060003;item100500000128	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000826	1	item82131000100089;item82130500100080;item107100063102	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002009	1	item105000000029;item17908000000002;item8230000000111;item102000020251;item17909000000002	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002010	1	item105000000029;item91000002021;item17908000000002;item171000101021;item200000830001	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002011	1	item105000000029;item91000002021;item171000101021;item171000101001;item91000002020	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002012	1	item105000000029;item91000002021;item171002010002;item171002010001	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002013	1	item105000000029;item91000002021;item8103010132121;item91000002020;item100000000003	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002014	1	item105000000029;item91000002021;item8103010132121;item8103010111017	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002015	1	item105000000029;item91000002021;item8103010132121;item100500000001	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002016	1	item105000000062;item102000020233;item8101020504900;item161000000001	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002017	1	item105000000029;item1000;item105000000073;item100000000003	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002018	1	item105000000029;item1000;item107999900002;item8103010121003	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002019	1	item105000000029;item1000;item105000000030;item105000000072	0		0.000000		0	UI_TreasureMap_TipsTittle
item96000000051	1	item1014;item140000011006:1	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000126	1	item127000061102;item127000061112;item127000061122;item127000061132;item127000061142	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001750	1	item99000000126;item8102020061006;item18000000000016	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001651	1	item173000005015	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001652	1	item173000005017	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001653	1	item173000005015;item173000005016;item173000005017	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001654	1	item171001080701;item171001080801;item8102020060003;item91000001653;item91000001616;item82130500100080	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000835	1	item95000000833;item95000000832;item1001	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000931	1	item8119100000002;item105000000029;item8103010131003;item8200000800002;item1014;item100000000003;item8101020514006;item91000000022;item91000000042;item91000000043;item8101020503033;item8101020503056;item8119100000002	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000860	1	item173000005023	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000127	1	item1300001012103;item1300001022103;item1300001032103;item1300001042103;item1300001052103;item1300001062103;item1300001072103;item1300001082103	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000128	1	item1300001013103;item1300001023103;item1300001033103;item1300001043103;item1300001053103;item1300001063103;item1300001073103;item1300001083103	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000861	1	item173000005024	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000862	1	item171000103524	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000863	1	item171001080701;item171001080801;item99000000095;item82130600100040;item8102020060003;item100500000133	0		0.000000		0	UI_TreasureMap_TipsTittle
item17908000000006	1	item101031500701;item101031500801;item101031500901;item101031501001;item101031501101;item101031501201;item101031501301;item101031501401;item101031501501;item101031501601;item101031501701;item101031501801	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002023	1	item8102020060003;item8103015110406;item8107999900012;item8107999900013;item8102020061005	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000002024	1	item101020507457;item101020507453;item101020507476	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000129	1	item1300001012102;item1300001022102;item1300001032102;item1300001042102;item1300001052102;item1300001062102;item1300001072102;item1300001082102	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000130	1	item1300001013102;item1300001023102;item1300001033102;item1300001043102;item1300001053102;item1300001063102;item1300001073102;item1300001083102	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000131	1	item1300001011102;item1300001021102;item1300001031102;item1300001041102;item1300001051102;item1300001061102;item1300001071102;item1300001081102	0		0.000000		0	UI_TreasureMap_TipsTittle
item17908000000007	1	item17902050101001;item17902050102001;item17902050103001;item17902050104001;item17902050105001;item17902050106001;item17902050107001;item17902050108001;item17902050201001;item17902050202001;item17902050203001;item17902050204001;item17902050205001;item17902050206001;item17902050207001;item17902050208001;item17902050301001;item17902050302001;item17902050303001;item17902050304001;item17902050305001;item17902050306001;item17902050307001;item17902050308001;item17902050401001;item17902050402001;item17902050403001;item17902050404001;item17902050405001;item17902050406001;item17902050407001;item17902050408001;item17902050501001;item17902050502001;item17902050503001;item17902050504001;item17902050505001;item17902050506001;item17902050507001;item17902050508001;item17902050601001;item17902050602001;item17902050603001;item17902050604001;item17902050605001;item17902050606001;item17902050607001;item17902050608001;item17902040101001;item17902040102001;item17902040103001;item17902040104001;item17902040105001;item17902040106001;item17902040107001;item17902040108001;item17902040201001;item17902040202001;item17902040203001;item17902040204001;item17902040205001;item17902040206001;item17902040207001;item17902040208001;item17902040301001;item17902040302001;item17902040303001;item17902040304001;item17902040305001;item17902040306001;item17902040307001;item17902040308001;item17902040401001;item17902040402001;item17902040403001;item17902040404001;item17902040405001;item17902040406001;item17902040407001;item17902040408001;item17902040501001;item17902040502001;item17902040503001;item17902040504001;item17902040505001;item17902040506001;item17902040507001;item17902040508001;item17902040601001;item17902040602001;item17902040603001;item17902040604001;item17902040605001;item17902040606001;item17902040607001;item17902040608001;item17902030101001;item17902030102001;item17902030103001;item17902030104001;item17902030105001;item17902030106001;item17902030107001;item17902030108001;item17902030201001;item17902030202001;item17902030203001;item17902030204001;item17902030205001;item17902030206001;item17902030207001;item17902030208001;item17902030301001;item17902030302001;item17902030303001;item17902030304001;item17902030305001;item17902030306001;item17902030307001;item17902030308001;item17902030401001;item17902030402001;item17902030403001;item17902030404001;item17902030405001;item17902030406001;item17902030407001;item17902030408001;item17902030501001;item17902030502001;item17902030503001;item17902030504001;item17902030505001;item17902030506001;item17902030507001;item17902030508001;item17902030601001;item17902030602001;item17902030603001;item17902030604001;item17902030605001;item17902030606001;item17902030607001;item17902030608001	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000134	1	item1300001012104;item1300001022104;item1300001032104;item1300001042104;item1300001052104;item1300001062104;item1300001072104;item1300001082104	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000135	1	item1300001013104;item1300001023104;item1300001033104;item1300001043104;item1300001053104;item1300001063104;item1300001073104;item1300001083104	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000136	1	item1300001011104;item1300001021104;item1300001031104;item1300001041104;item1300001051104;item1300001061104;item1300001071104;item1300001081104	0		0.000000		0	UI_TreasureMap_TipsTittle
item2400000000012	1	item2400000000012;item2400000000013;item2400000000001	0		0.000000		0	UI_TreasureMap_TipsTittle
item2400000000008	2		9	envoy_5001	0.900000	0,-0.3	150	UI_TreasureMap_TipsTittle
item2400000000009	2		9	envoy_5002	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item99000000138	1	item1300001012105;item1300001022105;item1300001032105;item1300001042105;item1300001052105;item1300001062105;item1300001072105;item1300001082105	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000139	1	item1300001013105;item1300001023105;item1300001033105;item1300001043105;item1300001053105;item1300001063105;item1300001073105;item1300001083105	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000140	1	item1300001011105;item1300001021105;item1300001031105;item1300001041105;item1300001051105;item1300001061105;item1300001071105;item1300001081105	0		0.000000		0	UI_TreasureMap_TipsTittle
item2450000000001	1	item2440000000025;item2440000000026;item2440000000027;item2440000000028	0		0.000000		0	UI_TreasureMap_TipsTittle
item2450000000002	1	item2440000000021;item2440000000022;item2440000000023;item2440000000024	0		0.000000		0	UI_TreasureMap_TipsTittle
item2450000000003	1	item2440000000021;item2440000000022;item2440000000023;item2440000000017	0		0.000000		0	UI_TreasureMap_TipsTittle
