流水号	主任务ID	子任务序号	子任务类型	行为类型	替换bgm	目标对象	目标线索	行为目标	战力限制	目的地提示	是否显示Content	是否显示战斗标志	目标场景	行为场景	目标坐标	是否启用停止范围	寻路停止范围	触发类型	长、宽、旋转	触发范围	需求数量	提交NPC	提交场景	提交npc坐标	自动提交任务	自动继续	完成提示显示	完成特效提示	判断进度条显示	是否显示流光特效	任务栏显示奖励掉落包	奖励显示	任务道具奖励	世界任务灰色数值奖励	世界任务灰色道具奖励	世界任务超出数量奖励	是否可放弃	显示图片	失败条件类型	失败条件参数	进行中标题	进行中内容	进行中故事	提交时标题	提交时内容	提示时故事	触发引导ID	任务邮件	隔天任务邮件	是否为界面内的	是否记录任务进度
3857	591040	0	73	4	0	npc_10042;3		28.1,10.9,83.8	0		1		2	2	28.1,10.9,83.8	0	0	0		0.000000	1		0		0	0	0	1	0	0							0				ExecuteTaskName5910400	ExecuteTaskContent5910400	ExecuteTaskStory5910400	SubmitTaskName5910400	SubmitTaskContent5910400	SubmitTaskStory5910400					0
3858	591040	1	1	1	0	npc_10042		npc_10042	0		1		2	2		0	0	0		4.000000	1	npc_10042	2		0	0	0	1	0	0							0				ExecuteTaskName5910401	ExecuteTaskContent5910401	ExecuteTaskStory5910401	SubmitTaskName5910401	SubmitTaskContent5910401	SubmitTaskStory5910401					0
3859	591050	0	1	1	0	npc_10159		npc_10159	0		1		2	2		0	0	0		4.000000	1	npc_10159	2		0	0	0	1	0	0							0				ExecuteTaskName5910500	ExecuteTaskContent5910500	ExecuteTaskStory5910500	SubmitTaskName5910500	SubmitTaskContent5910500	SubmitTaskStory5910500					0
3860	591050	1	2	2	0	monster10007004	monster10007004	monster10007004	0		1	1	7	7	37.1,-0.7,-27.3	0	0	0		7.000000	20		0		0	0	0	1	0	0							0				ExecuteTaskName5910501	ExecuteTaskContent5910501	ExecuteTaskStory5910501	SubmitTaskName5910501	SubmitTaskContent5910501	SubmitTaskStory5910501					0
3861	591050	2	1	1	0	npc_10159		npc_10159	0		1		2	2		0	0	0		4.000000	1	npc_10159	2		0	0	0	1	0	0							0				ExecuteTaskName5910502	ExecuteTaskContent5910502	ExecuteTaskStory5910502	SubmitTaskName5910502	SubmitTaskContent5910502	SubmitTaskStory5910502					0
3862	591060	0	70	15	0				0		1		0	0		0	0	0		0.000000	1		0		0	0	0	1	0	0							0				ExecuteTaskName5910600	ExecuteTaskContent5910600	ExecuteTaskStory5910600	SubmitTaskName5910600	SubmitTaskContent5910600	SubmitTaskStory5910600					0
3863	591060	1	1	1	0	npc_10159	npc_10159	npc_10159	0		1		2	2		0	0	0		4.000000	1	npc_10159	2		0	0	0	1	0	0							0				ExecuteTaskName5910601	ExecuteTaskContent5910601	ExecuteTaskStory5910601	SubmitTaskName5910601	SubmitTaskContent5910601	SubmitTaskStory5910601					0
3864	591070	0	1	1	0	npc_10159	npc_10159	npc_10159	0		1		2	2		0	0	0		4.000000	1	npc_10159	2		0	0	0	1	0	0							0				ExecuteTaskName5910700	ExecuteTaskContent5910700	ExecuteTaskStory5910700	SubmitTaskName5910700	SubmitTaskContent5910700	SubmitTaskStory5910700					0
3865	591080	0	1	1	0	npc_018_zuoqi2		npc_018_zuoqi2	0		1		1	1		0	0	0		4.000000	1	npc_018_zuoqi2	1		0	0	0	1	0	0							0				ExecuteTaskName5910800	ExecuteTaskContent5910800	ExecuteTaskStory5910800	SubmitTaskName5910800	SubmitTaskContent5910800	SubmitTaskStory5910800					0
3866	591080	1	3	1	0	item106030101043		npc_collect_010	0		1		1	1	37.1, -0.5, 20.8	0	0	0		3.000000	3		1		0	0	0	1	0	0							0				ExecuteTaskName5910801	ExecuteTaskContent5910801	ExecuteTaskStory5910801	SubmitTaskName5910801	SubmitTaskContent5910801	SubmitTaskStory5910801					0
3867	591080	2	2	2	0	monster10002006	monster10002006	monster10002006	0		1	1	1	1	41.5, -0.5, 14.6	0	0	0		5.000000	5		1		0	0	0	1	0	0							0				ExecuteTaskName5910802	ExecuteTaskContent5910802	ExecuteTaskStory5910802	SubmitTaskName5910802	SubmitTaskContent5910802	SubmitTaskStory5910802					0
3868	591080	3	1	1	0	npc_10004		npc_10004	0		1		1	1	12.0, -0.5, -9.5	0	0	0		3.000000	1	npc_10004	1	12.0, -0.5, -9.5	0	0	0	1	0	0							0				ExecuteTaskName5910803	ExecuteTaskContent5910803	ExecuteTaskStory5910803	SubmitTaskName5910803	SubmitTaskContent5910803	SubmitTaskStory5910803					0
3869	591080	4	1	1	0	npc_101311		npc_101311	0		1		1	1		0	0	0		3.000000	1	npc_101311	1		0	0	0	1	0	0							0				ExecuteTaskName5910804	ExecuteTaskContent5910804	ExecuteTaskStory5910804	SubmitTaskName5910804	SubmitTaskContent5910804	SubmitTaskStory5910804					0
3870	591090	0	1	1	0	npc_10025		npc_10025	0		1		3	3		0	0	0		4.000000	1	npc_10025	3		0	0	0	1	0	0							0				ExecuteTaskName5910900	ExecuteTaskContent5910900	ExecuteTaskStory5910900	SubmitTaskName5910900	SubmitTaskContent5910900	SubmitTaskStory5910900					0
3871	591090	1	25	6	0	591090,1	-2.9,0.4,10.9,86,icon_caiji,InteractiveGather	-2.9,0.4,10.9,86,icon_caiji,InteractiveGather	0		1		3	3	-2.9,0.4,10.9	0	0	0		2.000000	1		0		0	0	0	1	0	0							0				ExecuteTaskName5910901	ExecuteTaskContent5910901	ExecuteTaskStory5910901	SubmitTaskName5910901	SubmitTaskContent5910901	SubmitTaskStory5910901					0
3872	591090	2	1	1	0	npc_10025		npc_10025	0		1		3	3		0	0	0		4.000000	1	npc_10025	3		0	0	0	1	0	0							0				ExecuteTaskName5910902	ExecuteTaskContent5910902	ExecuteTaskStory5910902	SubmitTaskName5910902	SubmitTaskContent5910902	SubmitTaskStory5910902					0
3873	591100	0	1	1	0	npc_101041		npc_101041	0		1		4	4		0	0	0		4.000000	1	npc_101041	4		0	0	0	1	0	0							0				ExecuteTaskName5911000	ExecuteTaskContent5911000	ExecuteTaskStory5911000	SubmitTaskName5911000	SubmitTaskContent5911000	SubmitTaskStory5911000					0
3874	591110	0	1	1	0	npc_101041		npc_101041	0		1		4	4		0	0	0		4.000000	1	npc_101041	4		0	0	0	1	0	0							0				ExecuteTaskName5911100	ExecuteTaskContent5911100	ExecuteTaskStory5911100	SubmitTaskName5911100	SubmitTaskContent5911100	SubmitTaskStory5911100					0
3875	591110	1	2	2	0	monster340015900		monster340015900	0		1	1	4	4	-59.4,2.6,7.0	0	0	0		4.000000	1		4		0	0	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName5911101	ExecuteTaskContent5911101	ExecuteTaskStory5911101	SubmitTaskName5911101	SubmitTaskContent5911101	SubmitTaskStory5911101					0
3876	591120	0	1	1	0	npc_101041		npc_101041	0		1		4	4		0	0	0		4.000000	1	npc_101041	4		0	0	0	1	0	0							0				ExecuteTaskName5911200	ExecuteTaskContent5911200	ExecuteTaskStory5911200	SubmitTaskName5911200	SubmitTaskContent5911200	SubmitTaskStory5911200					0
3877	591130	0	1	1	0	npc_10091		npc_10091	0		1		5	5	-5.7,1.2,-48.3	0	0	0		3.000000	1	npc_10091	5		0	0	0	1	0	0							0				ExecuteTaskName5911300	ExecuteTaskContent5911300	ExecuteTaskStory5911300	SubmitTaskName5911300	SubmitTaskContent5911300	SubmitTaskStory5911300					0
3878	591130	1	29	5	0	item108100102204		LinkUI:TradingPanel;1;0;item108100102204	0		1		0	0		0	0	0		0.000000	30	npc_10091	5		1	0	1	0	0	0							0				ExecuteTaskName5911301	ExecuteTaskContent5911301	ExecuteTaskStory5911301	SubmitTaskName5911301	SubmitTaskContent5911301	SubmitTaskStory5911301					0
3879	591140	0	1	1	0	npc_10025		npc_10025	0		1		3	3		0	0	0		4.000000	1	npc_10025	3		0	0	0	1	0	0							0				ExecuteTaskName5911400	ExecuteTaskContent5911400	ExecuteTaskStory5911400	SubmitTaskName5911400	SubmitTaskContent5911400	SubmitTaskStory5911400					0
3880	591150	0	1	1	0	npc_10159	npc_10159	npc_10159	0		1		2	2		0	0	0		4.000000	1	npc_10159	2		0	0	0	1	0	0							0				ExecuteTaskName5911500	ExecuteTaskContent5911500	ExecuteTaskStory5911500	SubmitTaskName5911500	SubmitTaskContent5911500	SubmitTaskStory5911500					0
3881	591160	0	48	5	0	591160point		LinkUI:InlayGamePanel;303	0		1		0	0		0	0	0		0.000000	1		0		0	0	1	1	0	0							0				ExecuteTaskName5911600	ExecuteTaskContent5911600	ExecuteTaskStory5911600	SubmitTaskName5911600	SubmitTaskContent5911600	SubmitTaskStory5911600					0
3882	591170	0	1	1	0	npc_10159	npc_10159	npc_10159	0		1		2	2		0	0	0		4.000000	1	npc_10159	2		0	0	0	1	0	0							0				ExecuteTaskName5911700	ExecuteTaskContent5911700	ExecuteTaskStory5911700	SubmitTaskName5911700	SubmitTaskContent5911700	SubmitTaskStory5911700					0
3883	591180	0	1	1	0	npc_10159	npc_10159	npc_10159	0		1		2	2		0	0	0		4.000000	1	npc_10159	2		0	0	0	1	0	0							0				ExecuteTaskName5911800	ExecuteTaskContent5911800	ExecuteTaskStory5911800	SubmitTaskName5911800	SubmitTaskContent5911800	SubmitTaskStory5911800					0
3884	591190	0	4	1	0	door_30061		door_30061	0		1		1038	7	-60.5,2.8,16.8	0	0	0		3.000000	1		0		1	0	0	1	0	0							0				ExecuteTaskName5911900	ExecuteTaskContent5911900	ExecuteTaskStory5911900	SubmitTaskName5911900	SubmitTaskContent5911900	SubmitTaskStory5911900					0
3885	591200	0	1	1	0	npc_starawake_10001	npc_starawake_10001	npc_starawake_10001	0		1		7	7		0	0	0		4.000000	1	npc_starawake_10001	7		0	0	0	1	0	0							0				ExecuteTaskName5912000	ExecuteTaskContent5912000	ExecuteTaskStory5912000	SubmitTaskName5912000	SubmitTaskContent5912000	SubmitTaskStory5912000					0
3886	591210	0	48	1	0	npc_starawake_10001		npc_starawake_10001	0		1		7	7		0	0	0		3.000000	1		7		0	0	1	1	0	0							0				ExecuteTaskName5912100	ExecuteTaskContent5912100	ExecuteTaskStory5912100	SubmitTaskName5912100	SubmitTaskContent5912100	SubmitTaskStory5912100					0
3887	591210	1	2	2	0	monster340001152	monster340001152	monster340001152	0		1	1	7	7	13.3, 6.7, 75.2	0	0	0		10.000000	1		7		0	0	1	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName5912101	ExecuteTaskContent5912101	ExecuteTaskStory5912101	SubmitTaskName5912101	SubmitTaskContent5912101	SubmitTaskStory5912101					0
3888	591220	0	1	1	0	npc_starawake_10001	npc_starawake_10001	npc_starawake_10001	0		1		7	7		0	0	0		4.000000	1	npc_starawake_10001	7		0	0	0	1	0	0							0				ExecuteTaskName5912200	ExecuteTaskContent5912200	ExecuteTaskStory5912200	SubmitTaskName5912200	SubmitTaskContent5912200	SubmitTaskStory5912200					0
3889	591230	0	1	1	0	npc_10159	npc_10159	npc_10159	0		1		2	2		0	0	0		4.000000	1	npc_10159	2		0	0	0	1	0	0							0				ExecuteTaskName5912300	ExecuteTaskContent5912300	ExecuteTaskStory5912300	SubmitTaskName5912300	SubmitTaskContent5912300	SubmitTaskStory5912300					0
3890	591230	1	1	1	0	npc_10159	npc_10159	npc_10159	0		1		2	2		0	0	0		4.000000	1	npc_10159	2		0	0	0	1	0	0							0				ExecuteTaskName5912301	ExecuteTaskContent5912301	ExecuteTaskStory5912301	SubmitTaskName5912301	SubmitTaskContent5912301	SubmitTaskStory5912301					0
3891	591240	0	70	15	0				0		1		0	0		0	0	0		0.000000	1		0		0	0	0	1	0	0							0				ExecuteTaskName5912400	ExecuteTaskContent5912400	ExecuteTaskStory5912400	SubmitTaskName5912400	SubmitTaskContent5912400	SubmitTaskStory5912400					0
3892	591250	0	1	1	0	npc_10159	npc_10159	npc_10159	0		1		2	2		0	0	0		4.000000	1	npc_10159	2		0	0	0	1	0	0							0				ExecuteTaskName5912500	ExecuteTaskContent5912500	ExecuteTaskStory5912500	SubmitTaskName5912500	SubmitTaskContent5912500	SubmitTaskStory5912500					0
3893	591260	0	29	5	0	item108100102104		LinkUI:TradingPanel;1;0;item108100102104	0		1		0	0		0	0	0		0.000000	30	npc_10159	2		1	0	1	0	0	0							0				ExecuteTaskName5912600	ExecuteTaskContent5912600	ExecuteTaskStory5912600	SubmitTaskName5912600	SubmitTaskContent5912600	SubmitTaskStory5912600					0
3894	591270	0	1	1	0	npc_10159	npc_10159	npc_10159	0		1		2	2		0	0	0		4.000000	1	npc_10159	2		0	0	0	1	0	0							0				ExecuteTaskName5912700	ExecuteTaskContent5912700	ExecuteTaskStory5912700	SubmitTaskName5912700	SubmitTaskContent5912700	SubmitTaskStory5912700					0
3895	591280	0	1	1	0	npc_101701	npc_101701	npc_101701	0		1		2	2		0	0	0		4.000000	1	npc_101701	2		0	0	0	1	0	0							0				ExecuteTaskName5912800	ExecuteTaskContent5912800	ExecuteTaskStory5912800	SubmitTaskName5912800	SubmitTaskContent5912800	SubmitTaskStory5912800					0
3896	591280	1	48	10	0	591310point		StartAutoFight	0		1		2	2		0	0	0		0.000000	3		0		0	0	1	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName5912801	ExecuteTaskContent5912801	ExecuteTaskStory5912801	SubmitTaskName5912801	SubmitTaskContent5912801	SubmitTaskStory5912801					0
3897	591290	0	1	1	0	npc_101701	npc_101701	npc_101701	0		1		2	2		0	0	0		4.000000	1	npc_101701	2		0	0	0	1	0	0							0				ExecuteTaskName5912900	ExecuteTaskContent5912900	ExecuteTaskStory5912900	SubmitTaskName5912900	SubmitTaskContent5912900	SubmitTaskStory5912900					0
3898	591290	1	1	1	0	npc_10159	npc_10159	npc_10159	0		1		2	2		0	0	0		4.000000	1	npc_10159	2		0	0	0	1	0	0							0				ExecuteTaskName5912901	ExecuteTaskContent5912901	ExecuteTaskStory5912901	SubmitTaskName5912901	SubmitTaskContent5912901	SubmitTaskStory5912901					0
3899	591300	0	1	1	0	npc_star002		npc_star002	0		1		2	2		0	0	0		3.000000	1	npc_star002	2		0	0	1	1	0	0							0				ExecuteTaskName5913000	ExecuteTaskContent5913000	ExecuteTaskStory5913000	SubmitTaskName5913000	SubmitTaskContent5913000	SubmitTaskStory5913000					0
3900	591300	1	1	1	0	npc_star001	npc_star001	npc_star001	0		1		47	47		0	0	0		4.000000	1	npc_star001	47		0	0	0	1	0	0							0				ExecuteTaskName5913001	ExecuteTaskContent5913001	ExecuteTaskStory5913001	SubmitTaskName5913001	SubmitTaskContent5913001	SubmitTaskStory5913001					0
3901	591310	0	1	1	0	npc_starawake_10002		npc_starawake_10002	0		1		47	47		0	0	0		4.000000	1	npc_starawake_10002	47		0	0	0	1	0	0							0				ExecuteTaskName5913100	ExecuteTaskContent5913100	ExecuteTaskStory5913100	SubmitTaskName5913100	SubmitTaskContent5913100	SubmitTaskStory5913100					0
3902	591310	1	48	10	0	591310point		StartAutoFight	0		1	1	47	47		0	0	0		0.000000	3		0		0	0	1	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName5913101	ExecuteTaskContent5913101	ExecuteTaskStory5913101	SubmitTaskName5913101	SubmitTaskContent5913101	SubmitTaskStory5913101					0
3903	591320	0	1	1	0	npc_101592		npc_star001	0		1		47	47		0	0	0		4.000000	1	npc_star001	47		0	0	0	1	0	0							0				ExecuteTaskName5913200	ExecuteTaskContent5913200	ExecuteTaskStory5913200	SubmitTaskName5913200	SubmitTaskContent5913200	SubmitTaskStory5913200					0
3904	591320	1	1	1	0	npc_starawake_10002		npc_starawake_10002	0		1		47	47		0	0	0		4.000000	1	npc_starawake_10002	47		0	0	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName5913201	ExecuteTaskContent5913201	ExecuteTaskStory5913201	SubmitTaskName5913201	SubmitTaskContent5913201	SubmitTaskStory5913201					0
3905	591320	2	48	10	0	591310point		StartAutoFight	0		1	1	47	47		0	0	0		0.000000	5		0		0	0	1	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName5913202	ExecuteTaskContent5913202	ExecuteTaskStory5913202	SubmitTaskName5913202	SubmitTaskContent5913202	SubmitTaskStory5913202					0
3906	591330	0	1	1	0	npc_101592	npc_101592	npc_101592	0		1		47	47		0	0	0		4.000000	1	npc_101592	47		0	0	0	1	0	0							0				ExecuteTaskName5913300	ExecuteTaskContent5913300	ExecuteTaskStory5913300	SubmitTaskName5913300	SubmitTaskContent5913300	SubmitTaskStory5913300					0
3907	591400	0	1	1	0	npc_10159	npc_10159	npc_10159	0		1		2	2		0	0	0		4.000000	1	npc_10159	2		0	0	0	1	0	0							0				ExecuteTaskName5914000	ExecuteTaskContent5914000	ExecuteTaskStory5914000	SubmitTaskName5914000	SubmitTaskContent5914000	SubmitTaskStory5914000					0
3908	450018	0	2	10	0	monster340001152		StartAutoFight	0		1	1	1152	0		0	0	0		8.000000	1		0		1	0	1	0	0	0											ExecuteTaskName450017	ExecuteTaskContent450017_4	ExecuteTaskStory450017_4								0
3909	450018	1	2	0	0			StartAutoFight	0		1	1	1152	0		0	0	0		8.000000	1		0		1	0	1	0	0	0											ExecuteTaskName450017	ExecuteTaskContent450017_5	ExecuteTaskStory450017_5								0
3910	1700110	0	1	1	0	npc_siro	npc_siro	npc_siro	0		1		2	2		0	0	0		4.000000	1	npc_siro	2		0	0	0	1	0	0							0				ExecuteTaskName17001100	ExecuteTaskContent17001100	ExecuteTaskStory17001100	SubmitTaskName17001100	SubmitTaskContent17001100	SubmitTaskStory17001100					0
3911	1700120	0	25	6	0	1700120,0		-15.9,0.0,-18.8,41,icon_yuantiao,sjactor_huishou01	0		1		2	2	-15.9,0.0,-18.8	0	0	0		4.000000	1		2		0	0	0	1	0	0							0				ExecuteTaskName17001200	ExecuteTaskContent17001200	ExecuteTaskStory17001200	SubmitTaskName17001200	SubmitTaskContent17001200	SubmitTaskStory17001200					0
3912	1700130	0	25	6	0	1700130,0		-15.9,0.0,-18.8,36,icon_tiaolou,InteractiveDance	0		1		2	2	-15.9,0.0,-18.8	0	0	0		4.000000	1		2		0	0	0	1	0	0							0				ExecuteTaskName17001300	ExecuteTaskContent17001300	ExecuteTaskStory17001300	SubmitTaskName17001300	SubmitTaskContent17001300	SubmitTaskStory17001300					0
3913	1700140	0	25	6	0	1700140,0		-15.9,0.0,-18.8,40,icon_caiji,InteractiveSendflowers,npc_siro	0		1		2	2	-15.9,0.0,-18.8	0	0	0		4.000000	1		2		0	0	0	1	0	0							0				ExecuteTaskName17001400	ExecuteTaskContent17001400	ExecuteTaskStory17001400	SubmitTaskName17001400	SubmitTaskContent17001400	SubmitTaskStory17001400					0
3914	1700200	0	1	1	0	npc_10002		npc_10002	0		1		2	2		0	0	0		4.000000	1	npc_10002	2		0	0	0	1	0	0							0				ExecuteTaskName1700200	ExecuteTaskContent1700200	ExecuteTaskStory1700200	SubmitTaskName1700200	SubmitTaskContent1700200	SubmitTaskStory1700200					0
3915	1700200	1	1	1	0	npc_rimuru		npc_rimuru	0		1		2	2		0	0	0		4.000000	1	npc_rimuru	2		0	0	0	1	0	0							0				ExecuteTaskName1700201	ExecuteTaskContent1700201	ExecuteTaskStory1700201	SubmitTaskName1700201	SubmitTaskContent1700201	SubmitTaskStory1700201					0
3916	1750201	0	8	5	0	Treasure		LinkUI:BagPanel	0		1		0	0		0	0	0		0.000000	5		0		1	0	0	0	0	0							0				ExecuteTaskName1750201	ExecuteTaskContent1750201	ExecuteTaskStory1750201	SubmitTaskName1750201	SubmitTaskContent1750201	SubmitTaskStory1750201					0
3917	1750202	0	8	5	0	Treasure		LinkUI:BagPanel	0		1		0	0		0	0	0		0.000000	20		0		1	0	0	0	0	0							0				ExecuteTaskName1750202	ExecuteTaskContent1750202	ExecuteTaskStory1750202	SubmitTaskName1750202	SubmitTaskContent1750202	SubmitTaskStory1750202					0
3918	1750203	0	8	5	0	Treasure		LinkUI:BagPanel	0		1		0	0		0	0	0		0.000000	75		0		1	0	0	0	0	0							0				ExecuteTaskName1750203	ExecuteTaskContent1750203	ExecuteTaskStory1750203	SubmitTaskName1750203	SubmitTaskContent1750203	SubmitTaskStory1750203					0
3919	1750204	0	8	1	0	AnyTreasureTask		npc_10077	0		1		2	2	-29.5, 3.9, 36.1	0	0	0		3.000000	10		-1		1	0	1	1	0	0							0				ExecuteTaskName1750204	ExecuteTaskContent1750204	ExecuteTaskStory1750204	SubmitTaskName1750204	SubmitTaskContent1750204	SubmitTaskStory1750204					0
3920	1750205	0	8	1	0	AnyTreasureTask		npc_10077	0		1		2	2	-29.5, 3.9, 36.1	0	0	0		3.000000	40		-1		1	0	1	1	0	0							0				ExecuteTaskName1750205	ExecuteTaskContent1750205	ExecuteTaskStory1750205	SubmitTaskName1750205	SubmitTaskContent1750205	SubmitTaskStory1750205					0
3921	1750206	0	8	1	0	AnyTreasureTask		npc_10077	0		1		2	2	-29.5, 3.9, 36.1	0	0	0		3.000000	80		-1		1	0	1	1	0	0							0				ExecuteTaskName1750206	ExecuteTaskContent1750206	ExecuteTaskStory1750206	SubmitTaskName1750206	SubmitTaskContent1750206	SubmitTaskStory1750206					0
3922	1750207	0	8	1	0	AnyTreasureTask		npc_10077	0		1		2	2	-29.5, 3.9, 36.1	0	0	0		3.000000	120		-1		1	0	1	1	0	0							0				ExecuteTaskName1750207	ExecuteTaskContent1750207	ExecuteTaskStory1750207	SubmitTaskName1750207	SubmitTaskContent1750207	SubmitTaskStory1750207					0
3923	1750208	0	8	5	0	MakeAnyWorldTask		LinkUI:AdventurePanel	0		1		0	0		0	0	0		0.000000	10		0		1	0	0	0	0	0							0				ExecuteTaskName1750208	ExecuteTaskContent1750208	ExecuteTaskStory1750208	SubmitTaskName1750208	SubmitTaskContent1750208	SubmitTaskStory1750208					0
3924	1750209	0	8	5	0	MakeAnyWorldTask		LinkUI:AdventurePanel	0		1		0	0		0	0	0		0.000000	50		0		1	0	0	0	0	0							0				ExecuteTaskName1750209	ExecuteTaskContent1750209	ExecuteTaskStory1750209	SubmitTaskName1750209	SubmitTaskContent1750209	SubmitTaskStory1750209					0
3925	1750210	0	8	5	0	MakeAnyWorldTask		LinkUI:AdventurePanel	0		1		0	0		0	0	0		0.000000	100		0		1	0	0	0	0	0							0				ExecuteTaskName1750210	ExecuteTaskContent1750210	ExecuteTaskStory1750210	SubmitTaskName1750210	SubmitTaskContent1750210	SubmitTaskStory1750210					0
3926	1750211	0	8	5	0	MakeAnyWorldTask		LinkUI:AdventurePanel	0		1		0	0		0	0	0		0.000000	150		0		1	0	0	0	0	0							0				ExecuteTaskName1750211	ExecuteTaskContent1750211	ExecuteTaskStory1750211	SubmitTaskName1750211	SubmitTaskContent1750211	SubmitTaskStory1750211					0
3927	1750212	0	48	5	0	510010point		LinkUI:AdventurePanel	0		1		0	0		0	0	0		0.000000	10		0		1	0	0	0	0	0							0				ExecuteTaskName1750212	ExecuteTaskContent1750212	ExecuteTaskStory1750212	SubmitTaskName1750212	SubmitTaskContent1750212	SubmitTaskStory1750212					0
3928	1750213	0	48	5	0	510010point		LinkUI:AdventurePanel	0		1		0	0		0	0	0		0.000000	20		0		1	0	0	0	0	0							0				ExecuteTaskName1750213	ExecuteTaskContent1750213	ExecuteTaskStory1750213	SubmitTaskName1750213	SubmitTaskContent1750213	SubmitTaskStory1750213					0
3929	1750214	0	48	5	0	510010point		LinkUI:AdventurePanel	0		1		0	0		0	0	0		0.000000	40		0		1	0	0	0	0	0							0				ExecuteTaskName1750214	ExecuteTaskContent1750214	ExecuteTaskStory1750214	SubmitTaskName1750214	SubmitTaskContent1750214	SubmitTaskStory1750214					0
3930	1750215	0	48	5	0	510010point		LinkUI:AdventurePanel	0		1		0	0		0	0	0		0.000000	100		0		1	0	0	0	0	0							0				ExecuteTaskName1750215	ExecuteTaskContent1750215	ExecuteTaskStory1750215	SubmitTaskName1750215	SubmitTaskContent1750215	SubmitTaskStory1750215					0
3931	1750216	0	8	4	0	JoinGuildFeast		-17.3,-0.4,-27.0	0		1		40	40	-17.3,-0.4,-27.0	0	0	0		3.000000	3		0		0	0	0	0	0	0							0				ExecuteTaskName1750216	ExecuteTaskContent1750216	ExecuteTaskStory1750216	SubmitTaskName1750216	SubmitTaskContent1750216	SubmitTaskStory1750216					0
3932	1750217	0	8	1	0	CompleteGuildTask		npc_10080	0		1		40	40		0	0	0		3.000000	100		0		0	0	0	0	0	0							0				ExecuteTaskName1750217	ExecuteTaskContent1750217	ExecuteTaskStory1750217	SubmitTaskName1750217	SubmitTaskContent1750217	SubmitTaskStory1750217					0
3933	1750218	0	8	1	0	GuildDonation		npc_10117	0		1		40	40		0	0	0		3.000000	64		0		0	0	0	0	0	0							0				ExecuteTaskName1750218	ExecuteTaskContent1750218	ExecuteTaskStory1750218	SubmitTaskName1750218	SubmitTaskContent1750218	SubmitTaskStory1750218					0
3934	1750219	0	8	5	0	GuildHuntingKillBoss		LinkUI:GuildPKBossPanel	0		1		0	0		0	0	0		0.000000	1		0		0	0	0	0	0	0							0				ExecuteTaskName1750219	ExecuteTaskContent1750219	ExecuteTaskStory1750219	SubmitTaskName1750219	SubmitTaskContent1750219	SubmitTaskStory1750219					0
3935	1750220	0	8	5	0	GuildHuntingKillBoss		LinkUI:GuildPKBossPanel	0		1		0	0		0	0	0		0.000000	3		0		0	0	0	0	0	0							0				ExecuteTaskName1750220	ExecuteTaskContent1750220	ExecuteTaskStory1750220	SubmitTaskName1750220	SubmitTaskContent1750220	SubmitTaskStory1750220					0
3936	1750221	0	68	5	0	FinishStarTraceArea;3;1		LinkUI:AdventurePanel	0		1		0	0		0	0	0		0.000000	1		0		0	0	0	1	0	0							0				ExecuteTaskName1750221	ExecuteTaskContent1750221	ExecuteTaskStory1750221	SubmitTaskName1750221	SubmitTaskContent1750221	SubmitTaskStory1750221					0
