道具ID	开启奖励数量	开启获得道具
item92000000608	6	hero101:equip301100541001,1;equip302100541001,1;equip303100541001,1;equip304100541001,1;equip305100541001,1;equip306100541001,1|hero102:equip301100541002,1;equip302100541002,1;equip303100541002,1;equip304100541002,1;equip305100541002,1;equip306100541002,1|hero103:equip301100541003,1;equip302100541003,1;equip303100541003,1;equip304100541003,1;equip305100541003,1;equip306100541003,1|hero104:equip301100541004,1;equip302100541004,1;equip303100541004,1;equip304100541004,1;equip305100541004,1;equip306100541004,1|hero105:equip301100541005,1;equip302100541005,1;equip303100541005,1;equip304100541005,1;equip305100541005,1;equip306100541005,1|hero106:equip301100541006,1;equip302100541006,1;equip303100541006,1;equip304100541006,1;equip305100541006,1;equip306100541006,1|hero107:equip301100541003,1;equip302100541003,1;equip303100541003,1;equip304100541003,1;equip305100541003,1;equip306100541003,1|hero108:equip301100541004,1;equip302100541004,1;equip303100541004,1;equip304100541004,1;equip305100541004,1;equip306100541004,1
item92000000609	6	hero101:equip301110541001,1;equip302110541001,1;equip303110541001,1;equip304110541001,1;equip305110541001,1;equip306110541001,1|hero102:equip301110541002,1;equip302110541002,1;equip303110541002,1;equip304110541002,1;equip305110541002,1;equip306110541002,1|hero103:equip301110541003,1;equip302110541003,1;equip303110541003,1;equip304110541003,1;equip305110541003,1;equip306110541003,1|hero104:equip301110541004,1;equip302110541004,1;equip303110541004,1;equip304110541004,1;equip305110541004,1;equip306110541004,1|hero105:equip301110541005,1;equip302110541005,1;equip303110541005,1;equip304110541005,1;equip305110541005,1;equip306110541005,1|hero106:equip301110541006,1;equip302110541006,1;equip303110541006,1;equip304110541006,1;equip305110541006,1;equip306110541006,1|hero107:equip301110541003,1;equip302110541003,1;equip303110541003,1;equip304110541003,1;equip305110541003,1;equip306110541003,1|hero108:equip301110541004,1;equip302110541004,1;equip303110541004,1;equip304110541004,1;equip305110541004,1;equip306110541004,1
item92000000610	4	equip307040541999,1;equip308040541999,1;equip309040541999,1;equip310040541999,1;equip307040541998,1;equip308040541998,1;equip309040541998,1;equip310040541998,1
item92000000611	4	equip307050541999,1;equip308050541999,1;equip309050541999,1;equip310050541999,1;equip307050541998,1;equip308050541998,1;equip309050541998,1;equip310050541998,1
item92000000612	4	equip307060541999,1;equip308060541999,1;equip309060541999,1;equip310060541999,1;equip307060541998,1;equip308060541998,1;equip309060541998,1;equip310060541998,1
item92000000613	4	equip307070541999,1;equip308070541999,1;equip309070541999,1;equip310070541999,1;equip307070541998,1;equip308070541998,1;equip309070541998,1;equip310070541998,1
item92000000614	4	equip307080541999,1;equip308080541999,1;equip309080541999,1;equip310080541999,1;equip307080541998,1;equip308080541998,1;equip309080541998,1;equip310080541998,1
item92000000615	4	equip307090541999,1;equip308090541999,1;equip309090541999,1;equip310090541999,1;equip307090541998,1;equip308090541998,1;equip309090541998,1;equip310090541998,1
item92000000616	4	equip307100541999,1;equip308100541999,1;equip309100541999,1;equip310100541999,1;equip307100541998,1;equip308100541998,1;equip309100541998,1;equip310100541998,1
item92000000617	4	equip307110541999,1;equip308110541999,1;equip309110541999,1;equip310110541999,1;equip307110541998,1;equip308110541998,1;equip309110541998,1;equip310110541998,1
item119000000070	1	item119000000051,1;item119000000052,1;item119000000053,1;item119000000054,1;item119000000055,1;item119000000056,1;item119000000057,1;item119000000058,1;item119000000059,1
item119000000071	1	item119000000051,1;item119000000052,1;item119000000053,1;item119000000054,1;item119000000055,1;item119000000056,1;item119000000057,1;item119000000058,1;item119000000059,1
item119000000072	1	item119000000051,1;item119000000052,1;item119000000053,1;item119000000054,1;item119000000055,1;item119000000056,1;item119000000057,1;item119000000058,1;item119000000059,1
item119000000073	1	item119000000051,1;item119000000052,1;item119000000053,1;item119000000054,1;item119000000055,1;item119000000056,1;item119000000057,1;item119000000058,1;item119000000059,1
item119000000074	1	item119000000051,1;item119000000052,1;item119000000053,1;item119000000054,1;item119000000055,1;item119000000056,1;item119000000057,1;item119000000058,1;item119000000059,1
item119000000075	1	item119000000051,1;item119000000052,1;item119000000053,1;item119000000054,1;item119000000055,1;item119000000056,1;item119000000057,1;item119000000058,1;item119000000059,1
item119000000076	1	item119000000051,1;item119000000052,1;item119000000053,1;item119000000054,1;item119000000055,1;item119000000056,1;item119000000057,1;item119000000058,1;item119000000059,1
item119000000077	1	item119000000051,1;item119000000052,1;item119000000053,1;item119000000054,1;item119000000055,1;item119000000056,1;item119000000057,1;item119000000058,1;item119000000059,1
item119000000078	1	item119000000051,1;item119000000052,1;item119000000053,1;item119000000054,1;item119000000055,1;item119000000056,1;item119000000057,1;item119000000058,1;item119000000059,1
item99000000173	1	hero101:item1300001012115,1|hero102:item1300001022115,1|hero103:item1300001032115,1|hero104:item1300001042115,1|hero105:item1300001052115,1|hero106:item1300001062115,1|hero107:item1300001072115,1|hero108:item1300001082115,1
item99000000174	1	hero101:item1300001013115,1|hero102:item1300001023115,1|hero103:item1300001033115,1|hero104:item1300001043115,1|hero105:item1300001053115,1|hero106:item1300001063115,1|hero107:item1300001073115,1|hero108:item1300001083115,1
item99000000175	1	hero101:item1300001011115,1|hero102:item1300001021115,1|hero103:item1300001031115,1|hero104:item1300001041115,1|hero105:item1300001051115,1|hero106:item1300001061115,1|hero107:item1300001071115,1|hero108:item1300001081115,1
item99000000162	1	hero101:item1300001012111,1|hero102:item1300001022111,1|hero103:item1300001032111,1|hero104:item1300001042111,1|hero105:item1300001052111,1|hero106:item1300001062111,1|hero107:item1300001072111,1|hero108:item1300001082111,1
item99000000163	1	hero101:item1300001013111,1|hero102:item1300001023111,1|hero103:item1300001033111,1|hero104:item1300001043111,1|hero105:item1300001053111,1|hero106:item1300001063111,1|hero107:item1300001073111,1|hero108:item1300001083111,1
item92000000647	1	hero101:item1300001012111,1;item1300001013111,1;item130000940507|hero102:item1300001022111,1;item1300001023111,1;item130000940507|hero103:item1300001032111,1;item1300001033111,1;item130000940507|hero104:item1300001042111,1;item1300001043111,1;item130000940507|hero105:item1300001052111,1;item1300001053111,1;item130000940507|hero106:item1300001062111,1;item1300001063111,1;item130000940507|hero107:item1300001072111,1;item1300001073111,1;item130000940507|hero108:item1300001082111,1;item1300001083111,1;item130000940507
item92000000653	1	hero101:item130000101198,1;item130000101298,1;item130000101398,1|hero102:item130000102198,1;item130000102298,1;item130000102398,1|hero103:item130000103198,1;item130000103298,1;item130000103398,1|hero104:item130000104198,1;item130000104298,1;item130000104398,1|hero105:item130000105198,1;item130000105298,1;item130000105398,1|hero106:item130000106198,1;item130000106298,1;item130000106398,1|hero107:item130000107198,1;item130000107298,1;item130000107398,1|hero108:item130000108198,1;item130000108298,1;item130000108398,1|
item92000000654	1	item8103015110302,4;item8103015110303,6;item8103015110305,5
item92000000667	2	hero101:item130000101294,1;item130000101394,1|hero102:item130000102294,1;item130000102394,1|hero103:item130000103294,1;item130000103394,1|hero104:item130000104294,1;item130000104394,1|hero105:item130000105294,1;item130000105394,1|hero106:item130000106294,1;item130000106394,1|hero107:item130000107294,1;item130000107394,1|hero108:item130000108294,1;item130000108394,1
item99000000176	1	hero101:item1300001012116,1|hero102:item1300001022116,1|hero103:item1300001032116,1|hero104:item1300001042116,1|hero105:item1300001052116,1|hero106:item1300001062116,1|hero107:item1300001072116,1|hero108:item1300001082116,1
item99000000177	1	hero101:item1300001013116,1|hero102:item1300001023116,1|hero103:item1300001033116,1|hero104:item1300001043116,1|hero105:item1300001053116,1|hero106:item1300001063116,1|hero107:item1300001073116,1|hero108:item1300001083116,1
item17908000000201	1	item23000000001002,1;item23000000002002,1;item23000000003002,1;item23000000004002,1;item23000000005002,1;item23000000006002,1
item99000000183	1	hero101:item1300001012117,1|hero102:item1300001022117,1|hero103:item1300001032117,1|hero104:item1300001042117,1|hero105:item1300001052117,1|hero106:item1300001062117,1|hero107:item1300001072117,1|hero108:item1300001082117,1
item99000000184	1	hero101:item1300001013117,1|hero102:item1300001023117,1|hero103:item1300001033117,1|hero104:item1300001043117,1|hero105:item1300001053117,1|hero106:item1300001063117,1|hero107:item1300001073117,1|hero108:item1300001083117,1
item99000000185	1	hero101:item1300001011117,1|hero102:item1300001021117,1|hero103:item1300001031117,1|hero104:item1300001041117,1|hero105:item1300001051117,1|hero106:item1300001061117,1|hero107:item1300001071117,1|hero108:item1300001081117,1
item99000000186	1	hero101:item1300001012118,1|hero102:item1300001022118,1|hero103:item1300001032118,1|hero104:item1300001042118,1|hero105:item1300001052118,1|hero106:item1300001062118,1|hero107:item1300001072118,1|hero108:item1300001082118,1
item99000000187	1	hero101:item1300001013118,1|hero102:item1300001023118,1|hero103:item1300001033118,1|hero104:item1300001043118,1|hero105:item1300001053118,1|hero106:item1300001063118,1|hero107:item1300001073118,1|hero108:item1300001083118,1
item99000000188	1	hero101:item1300001011118,1|hero102:item1300001021118,1|hero103:item1300001031118,1|hero104:item1300001041118,1|hero105:item1300001051118,1|hero106:item1300001061118,1|hero107:item1300001071118,1|hero108:item1300001081118,1
item99000000189	1	hero101:item130000301317,1|hero102:item130000302317,1|hero103:item130000303317,1|hero104:item130000304317,1|hero105:item130000305317,1|hero106:item130000306317,1|hero107:item130000307317,1|hero108:item130000308317,1
item92000000704	1	item127000064007,1;item127000064008,1
item91000000506	1	item230000000117,1;item230000000118,1;item230000000119,1;item230000000120,1
item91000000507	1	item230000000105,1;item230000000106,1;item230000000107,1;item230000000108,1;item230000000109,1;item230000000110,1;item230000000111,1;item230000000112,1;item230000000113,1;item230000000114,1;item230000000115,1;item230000000116,1
item91000001717	1	item140000011064,1;item140000011065,1
item91000001718	1	item101020507384,1;item101020507387,1
item92000000392	1	item171000113521,1;item171000113522,1;item171000113523,1
item99000000190	1	hero101:item130000001262,1|hero102:item130000002262,1|hero103:item130000003262,1|hero104:item130000004262,1|hero105:item130000005262,1|hero106:item130000006262,1|hero107:item130000007262,1|hero108:item130000008262,1
item99000000191	1	hero101:item130000001362,1|hero102:item130000002362,1|hero103:item130000003362,1|hero104:item130000004362,1|hero105:item130000005362,1|hero106:item130000006362,1|hero107:item130000007362,1|hero108:item130000008362,1
item99000000192	1	hero101:item130000001162,1|hero102:item130000002162,1|hero103:item130000003162,1|hero104:item130000004162,1|hero105:item130000005162,1|hero106:item130000006162,1|hero107:item130000007162,1|hero108:item130000008162,1
item99000000193	1	hero101:item1300001012119,1|hero102:item1300001022119,1|hero103:item1300001032119,1|hero104:item1300001042119,1|hero105:item1300001052119,1|hero106:item1300001062119,1|hero107:item1300001072119,1|hero108:item1300001082119,1
item99000000194	1	hero101:item1300001013119,1|hero102:item1300001023119,1|hero103:item1300001033119,1|hero104:item1300001043119,1|hero105:item1300001053119,1|hero106:item1300001063119,1|hero107:item1300001073119,1|hero108:item1300001083119,1
item99000000195	1	hero101:item1300001011119,1|hero102:item1300001021119,1|hero103:item1300001031119,1|hero104:item1300001041119,1|hero105:item1300001051119,1|hero106:item1300001061119,1|hero107:item1300001071119,1|hero108:item1300001081119,1
item127000063025	1	item127000063005,1;item127000063006,1;item127000063007,1;item127000063008,1;item127000063009,1;item127000063010,1;item127000063011,1;item127000063012,1;item127000063013,1;item127000063014,1;item127000063015,1;item127000063016,1;item127000063017,1;item127000063018,1;item127000063019,1
item92000000730	2	hero101:item130000001263,1;item130000001363,1|hero102:item130000002263,1;item130000002363,1|hero103:item130000003263,1;item130000003363,1|hero104:item130000004263,1;item130000004363,1|hero105:item130000005263,1;item130000005363,1|hero106:item130000006263,1;item130000006363,1|hero107:item130000007263,1;item130000007363,1|hero108:item130000008263,1;item130000008363,1
item92000000731	2	hero101:item1300001012111,1;item1300001013111,1|hero102:item1300001022111,1;item1300001023111,1|hero103:item1300001032111,1;item1300001033111,1|hero104:item1300001042111,1;item1300001043111,1|hero105:item1300001052111,1;item1300001053111,1|hero106:item1300001062111,1;item1300001063111,1|hero107:item1300001072111,1;item1300001073111,1|hero108:item1300001082111,1;item1300001083111,1
item127000068163	1	item127000068132,1;item127000068136,1;item127000068140,1;item127000068144,1;item127000068148,1;item127000068152,1;item127000068156,1;item127000068160,1
item127000062007	1	item127000060103,1;item127000060113,1;item127000060123,1;item127000060133,1;item127000060143,1
item99000000196	1	hero101:item130000701209,1|hero102:item130000702209,1|hero103:item130000703209,1|hero104:item130000704209,1|hero105:item130000705209,1|hero106:item130000706209,1|hero107:item130000707209,1|hero108:item130000708209,1
