时装id	英雄ID	SDKAreaType	低模长相	高模长相	类型	衣服配色	缩放比例	展示icon	激活道具	展示文本	转换性别时装id	穿戴属性	收藏属性	套装id	展示类型
fashion_1073114	hero107		c007|face|c007_face001_t1|head|c007_head532_t1	c007h|face|c007h_face001_t1|head|c007h_head532_t1	3			item1300001073114	item1300001073114,-1	FashionDes_1300001073114	fashion_1033114	1,150	1,50;35,25	40071464	0
fashion_1081114	hero108		c008|weapon|c008_weapon532_t1	c008h|weapon|c008h_weapon532_t1	1			item1300001081114	item1300001081114,-1	FashionDes_1300001081114	fashion_1041114	3,15	3,5;30,25	40081464	0
fashion_1082114	hero108		c008|bottoms||clothes|c008_clothes532_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes532_t1|shoulder||	2			item1300001082114	item1300001082114,-1	FashionDes_1300001082114	fashion_1042114	4,15	4,5;33,25	40081464	0
fashion_1083114	hero108		c008|face|c008_face001_t1|head|c008_head532_t1	c008h|face|c008h_face001_t1|head|c008h_head532_t1	3			item1300001083114	item1300001083114,-1	FashionDes_1300001083114	fashion_1043114	1,150	1,50;35,25	40081464	0
fashion_701201	hero101	4	c001|bottoms||clothes|c001_clothes524_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes524_t1|shoulder||	2			item130000701201	item130000701201,-1	FashionDes_130000701201		4,15	4,5;33,25	40011701	0
fashion_701301	hero101	4	c001|face|c001_face001_t1|head|c001_head524_t1	c001h|face|c001h_face001_t1|head|c001h_head524_t1	3			item130000701301	item130000701301,-1	FashionDes_130000701301		1,150	1,50;35,25	40011701	0
fashion_702201	hero102	4	c002|bottoms||clothes|c002_clothes524_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes524_t1|shoulder||	2			item130000702201	item130000702201,-1	FashionDes_130000702201		4,15	4,5;33,25	40021701	0
fashion_702301	hero102	4	c002|face|c002_face001_t1|head|c002_head524_t1	c002h|face|c002h_face001_t1|head|c002h_head524_t1	3			item130000702301	item130000702301,-1	FashionDes_130000702301		1,150	1,50;35,25	40021701	0
fashion_703201	hero103	4	c003|bottoms||clothes|c003_clothes524_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes524_t1|shoulder||	2			item130000703201	item130000703201,-1	FashionDes_130000703201	fashion_707201	4,15	4,5;33,25	40031701	0
fashion_703301	hero103	4	c003|face|c003_face001_t1|head|c003_head524_t1	c003h|face|c003h_face001_t1|head|c003h_head524_t1	3			item130000703301	item130000703301,-1	FashionDes_130000703301	fashion_707301	1,150	1,50;35,25	40031701	0
fashion_704201	hero104	4	c004|bottoms||clothes|c004_clothes524_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes524_t1|shoulder||	2			item130000704201	item130000704201,-1	FashionDes_130000704201	fashion_708201	4,15	4,5;33,25	40041701	0
fashion_704301	hero104	4	c004|face|c004_face001_t1|head|c004_head524_t1	c004h|face|c004h_face001_t1|head|c004h_head524_t1	3			item130000704301	item130000704301,-1	FashionDes_130000704301	fashion_708301	1,150	1,50;35,25	40041701	0
fashion_705201	hero105	4	c005|bottoms||clothes|c005_clothes524_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes524_t1|shoulder||	2			item130000705201	item130000705201,-1	FashionDes_130000705201		4,15	4,5;33,25	40051701	0
fashion_705301	hero105	4	c005|face|c005_face001_t1|head|c005_head524_t1|parta|c005_parta524_t1	c005h|face|c005h_face001_t1|head|c005h_head524_t1|parta|c005h_parta524_t1	3			item130000705301	item130000705301,-1	FashionDes_130000705301		1,150	1,50;35,25	40051701	0
fashion_706201	hero106	4	c006|bottoms||clothes|c006_clothes524_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes524_t1|shoulder||	2			item130000706201	item130000706201,-1	FashionDes_130000706201		4,15	4,5;33,25	40061701	0
fashion_706301	hero106	4	c006|face|c006_face001_t1|head|c006_head524_t1	c006h|face|c006h_face001_t1|head|c006h_head524_t1	3			item130000706301	item130000706301,-1	FashionDes_130000706301		1,150	1,50;35,25	40061701	0
fashion_707201	hero107	4	c007|bottoms||clothes|c007_clothes524_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes524_t1|shoulder||	2			item130000707201	item130000707201,-1	FashionDes_130000707201	fashion_703201	4,15	4,5;33,25	40071701	0
fashion_707301	hero107	4	c007|face|c007_face001_t1|head|c007_head524_t1	c007h|face|c007h_face001_t1|head|c007h_head524_t1	3			item130000707301	item130000707301,-1	FashionDes_130000707301	fashion_703301	1,150	1,50;35,25	40071701	0
fashion_708201	hero108	4	c008|bottoms||clothes|c008_clothes524_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes524_t1|shoulder||	2			item130000708201	item130000708201,-1	FashionDes_130000708201	fashion_704201	4,15	4,5;33,25	40081701	0
fashion_708301	hero108	4	c008|face|c008_face001_t1|head|c008_head524_t1	c008h|face|c008h_face001_t1|head|c008h_head524_t1	3			item130000708301	item130000708301,-1	FashionDes_130000708301	fashion_704301	1,150	1,50;35,25	40081701	0
fashion_701202	hero101	1	c001|bottoms||clothes|c001_clothes528_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes528_t1|shoulder||	2			item130000701202	item130000701202,-1	FashionDes_130000701202		4,15	4,5;33,25	40011702	0
fashion_701302	hero101	1	c001|face|c001_face001_t1|head|c001_head528_t1	c001h|face|c001h_face001_t1|head|c001h_head528_t1	3			item130000701302	item130000701302,-1	FashionDes_130000701302		1,150	1,50;35,25	40011702	0
fashion_702202	hero102	1	c002|bottoms||clothes|c002_clothes528_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes528_t1|shoulder||	2			item130000702202	item130000702202,-1	FashionDes_130000702202		4,15	4,5;33,25	40021702	0
fashion_702302	hero102	1	c002|face|c002_face001_t1|head|c002_head528_t1	c002h|face|c002h_face001_t1|head|c002h_head528_t1	3			item130000702302	item130000702302,-1	FashionDes_130000702302		1,150	1,50;35,25	40021702	0
fashion_703202	hero103	1	c003|bottoms||clothes|c003_clothes528_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes528_t1|shoulder||	2			item130000703202	item130000703202,-1	FashionDes_130000703202	fashion_707202	4,15	4,5;33,25	40031702	0
fashion_703302	hero103	1	c003|face|c003_face001_t1|head|c003_head528_t1	c003h|face|c003h_face001_t1|head|c003h_head528_t1	3			item130000703302	item130000703302,-1	FashionDes_130000703302	fashion_707302	1,150	1,50;35,25	40031702	0
fashion_704202	hero104	1	c004|bottoms||clothes|c004_clothes528_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes528_t1|shoulder||	2			item130000704202	item130000704202,-1	FashionDes_130000704202	fashion_708202	4,15	4,5;33,25	40041702	0
fashion_704302	hero104	1	c004|face|c004_face001_t1|head|c004_head528_t1	c004h|face|c004h_face001_t1|head|c004h_head528_t1	3			item130000704302	item130000704302,-1	FashionDes_130000704302	fashion_708302	1,150	1,50;35,25	40041702	0
fashion_705202	hero105	1	c005|bottoms||clothes|c005_clothes528_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes528_t1|shoulder||	2			item130000705202	item130000705202,-1	FashionDes_130000705202		4,15	4,5;33,25	40051702	0
fashion_705302	hero105	1	c005|face|c005_face001_t1|head|c005_head528_t1|parta|c005_parta001_t1	c005h|face|c005h_face001_t1|head|c005h_head528_t1|parta|c005h_parta001_t1	3			item130000705302	item130000705302,-1	FashionDes_130000705302		1,150	1,50;35,25	40051702	0
fashion_706202	hero106	1	c006|bottoms||clothes|c006_clothes528_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes528_t1|shoulder||	2			item130000706202	item130000706202,-1	FashionDes_130000706202		4,15	4,5;33,25	40061702	0
fashion_706302	hero106	1	c006|face|c006_face001_t1|head|c006_head528_t1	c006h|face|c006h_face001_t1|head|c006h_head528_t1	3			item130000706302	item130000706302,-1	FashionDes_130000706302		1,150	1,50;35,25	40061702	0
fashion_707202	hero107	1	c007|bottoms||clothes|c007_clothes528_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes528_t1|shoulder||	2			item130000707202	item130000707202,-1	FashionDes_130000707202	fashion_703202	4,15	4,5;33,25	40071702	0
fashion_707302	hero107	1	c007|face|c007_face001_t1|head|c007_head528_t1	c007h|face|c007h_face001_t1|head|c007h_head528_t1	3			item130000707302	item130000707302,-1	FashionDes_130000707302	fashion_703302	1,150	1,50;35,25	40071702	0
fashion_708202	hero108	1	c008|bottoms||clothes|c008_clothes528_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes528_t1|shoulder||	2			item130000708202	item130000708202,-1	FashionDes_130000708202	fashion_704202	4,15	4,5;33,25	40081702	0
fashion_708302	hero108	1	c008|face|c008_face001_t1|head|c008_head528_t1	c008h|face|c008h_face001_t1|head|c008h_head528_t1	3			item130000708302	item130000708302,-1	FashionDes_130000708302	fashion_704302	1,150	1,50;35,25	40081702	0
fashion_701203	hero101	1	c001|bottoms||clothes|c001_clothes533_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes533_t1|shoulder||	2			item130000701203	item130000701203,-1	FashionDes_130000701203		4,15	4,5;33,25	40011703	0
fashion_701303	hero101	1	c001|face|c001_face001_t1|head|c001_head533_t1	c001h|face|c001h_face001_t1|head|c001h_head533_t1	3			item130000701303	item130000701303,-1	FashionDes_130000701303		1,150	1,50;35,25	40011703	0
fashion_702203	hero102	1	c002|bottoms||clothes|c002_clothes533_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes533_t1|shoulder||	2			item130000702203	item130000702203,-1	FashionDes_130000702203		4,15	4,5;33,25	40021703	0
fashion_702303	hero102	1	c002|face|c002_face001_t1|head|c002_head533_t1	c002h|face|c002h_face001_t1|head|c002h_head533_t1	3			item130000702303	item130000702303,-1	FashionDes_130000702303		1,150	1,50;35,25	40021703	0
fashion_703203	hero103	1	c003|bottoms||clothes|c003_clothes533_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes533_t1|shoulder||	2			item130000703203	item130000703203,-1	FashionDes_130000703203	fashion_707203	4,15	4,5;33,25	40031703	0
fashion_703303	hero103	1	c003|face|c003_face001_t1|head|c003_head533_t1	c003h|face|c003h_face001_t1|head|c003h_head533_t1	3			item130000703303	item130000703303,-1	FashionDes_130000703303	fashion_707303	1,150	1,50;35,25	40031703	0
fashion_704203	hero104	1	c004|bottoms||clothes|c004_clothes533_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes533_t1|shoulder||	2			item130000704203	item130000704203,-1	FashionDes_130000704203	fashion_708203	4,15	4,5;33,25	40041703	0
fashion_704303	hero104	1	c004|face|c004_face001_t1|head|c004_head533_t1	c004h|face|c004h_face001_t1|head|c004h_head533_t1	3			item130000704303	item130000704303,-1	FashionDes_130000704303	fashion_708303	1,150	1,50;35,25	40041703	0
fashion_705203	hero105	1	c005|bottoms||clothes|c005_clothes533_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes533_t1|shoulder||	2			item130000705203	item130000705203,-1	FashionDes_130000705203		4,15	4,5;33,25	40051703	0
fashion_705303	hero105	1	c005|face|c005_face001_t1|head|c005_head533_t1|parta|c005_parta001_t1	c005h|face|c005h_face001_t1|head|c005h_head533_t1|parta|c005h_parta001_t1	3			item130000705303	item130000705303,-1	FashionDes_130000705303		1,150	1,50;35,25	40051703	0
fashion_706203	hero106	1	c006|bottoms||clothes|c006_clothes533_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes533_t1|shoulder||	2			item130000706203	item130000706203,-1	FashionDes_130000706203		4,15	4,5;33,25	40061703	0
fashion_706303	hero106	1	c006|face|c006_face001_t1|head|c006_head533_t1	c006h|face|c006h_face001_t1|head|c006h_head533_t1	3			item130000706303	item130000706303,-1	FashionDes_130000706303		1,150	1,50;35,25	40061703	0
fashion_707203	hero107	1	c007|bottoms||clothes|c007_clothes533_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes533_t1|shoulder||	2			item130000707203	item130000707203,-1	FashionDes_130000707203	fashion_703203	4,15	4,5;33,25	40071703	0
fashion_707303	hero107	1	c007|face|c007_face001_t1|head|c007_head533_t1	c007h|face|c007h_face001_t1|head|c007h_head533_t1	3			item130000707303	item130000707303,-1	FashionDes_130000707303	fashion_703303	1,150	1,50;35,25	40071703	0
fashion_708203	hero108	1	c008|bottoms||clothes|c008_clothes533_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes533_t1|shoulder||	2			item130000708203	item130000708203,-1	FashionDes_130000708203	fashion_704203	4,15	4,5;33,25	40081703	0
fashion_708303	hero108	1	c008|face|c008_face001_t1|head|c008_head533_t1	c008h|face|c008h_face001_t1|head|c008h_head533_t1	3			item130000708303	item130000708303,-1	FashionDes_130000708303	fashion_704303	1,150	1,50;35,25	40081703	0
fashion_701204	hero101	1	c001|bottoms||clothes|c001_clothes534_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes534_t1|shoulder||	2			item130000701204	item130000701204,-1	FashionDes_130000701204		4,15	4,5;33,25	40011704	0
fashion_701304	hero101	1	c001|face|c001_face001_t1|head|c001_head534_t1	c001h|face|c001h_face001_t1|head|c001h_head534_t1	3			item130000701304	item130000701304,-1	FashionDes_130000701304		1,150	1,50;35,25	40011704	0
fashion_702204	hero102	1	c002|bottoms||clothes|c002_clothes534_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes534_t1|shoulder||	2			item130000702204	item130000702204,-1	FashionDes_130000702204		4,15	4,5;33,25	40021704	0
fashion_702304	hero102	1	c002|face|c002_face001_t1|head|c002_head534_t1	c002h|face|c002h_face001_t1|head|c002h_head534_t1	3			item130000702304	item130000702304,-1	FashionDes_130000702304		1,150	1,50;35,25	40021704	0
fashion_703204	hero103	1	c003|bottoms||clothes|c003_clothes534_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes534_t1|shoulder||	2			item130000703204	item130000703204,-1	FashionDes_130000703204	fashion_707204	4,15	4,5;33,25	40031704	0
fashion_703304	hero103	1	c003|face|c003_face001_t1|head|c003_head534_t1	c003h|face|c003h_face001_t1|head|c003h_head534_t1	3			item130000703304	item130000703304,-1	FashionDes_130000703304	fashion_707304	1,150	1,50;35,25	40031704	0
fashion_704204	hero104	1	c004|bottoms||clothes|c004_clothes534_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes534_t1|shoulder||	2			item130000704204	item130000704204,-1	FashionDes_130000704204	fashion_708204	4,15	4,5;33,25	40041704	0
fashion_704304	hero104	1	c004|face|c004_face001_t1|head|c004_head534_t1	c004h|face|c004h_face001_t1|head|c004h_head534_t1	3			item130000704304	item130000704304,-1	FashionDes_130000704304	fashion_708304	1,150	1,50;35,25	40041704	0
fashion_705204	hero105	1	c005|bottoms||clothes|c005_clothes534_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes534_t1|shoulder||	2			item130000705204	item130000705204,-1	FashionDes_130000705204		4,15	4,5;33,25	40051704	0
fashion_705304	hero105	1	c005|face|c005_face001_t1|head|c005_head534_t1|parta|c005_parta001_t1	c005h|face|c005h_face001_t1|head|c005h_head534_t1|parta|c005h_parta001_t1	3			item130000705304	item130000705304,-1	FashionDes_130000705304		1,150	1,50;35,25	40051704	0
fashion_706204	hero106	1	c006|bottoms||clothes|c006_clothes534_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes534_t1|shoulder||	2			item130000706204	item130000706204,-1	FashionDes_130000706204		4,15	4,5;33,25	40061704	0
fashion_706304	hero106	1	c006|face|c006_face001_t1|head|c006_head534_t1	c006h|face|c006h_face001_t1|head|c006h_head534_t1	3			item130000706304	item130000706304,-1	FashionDes_130000706304		1,150	1,50;35,25	40061704	0
fashion_707204	hero107	1	c007|bottoms||clothes|c007_clothes534_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes534_t1|shoulder||	2			item130000707204	item130000707204,-1	FashionDes_130000707204	fashion_703204	4,15	4,5;33,25	40071704	0
fashion_707304	hero107	1	c007|face|c007_face001_t1|head|c007_head534_t1	c007h|face|c007h_face001_t1|head|c007h_head534_t1	3			item130000707304	item130000707304,-1	FashionDes_130000707304	fashion_703304	1,150	1,50;35,25	40071704	0
fashion_708204	hero108	1	c008|bottoms||clothes|c008_clothes534_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes534_t1|shoulder||	2			item130000708204	item130000708204,-1	FashionDes_130000708204	fashion_704204	4,15	4,5;33,25	40081704	0
fashion_708304	hero108	1	c008|face|c008_face001_t1|head|c008_head534_t1	c008h|face|c008h_face001_t1|head|c008h_head534_t1	3			item130000708304	item130000708304,-1	FashionDes_130000708304	fashion_704304	1,150	1,50;35,25	40081704	0
fashion_701205	hero101	1	c001|bottoms||clothes|c001_clothes541_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes541_t1|shoulder||	2			item130000701205	item130000701205,-1;item130001701205,86400	FashionDes_130000701205		4,15	4,5;33,25	40011705	0
fashion_701305	hero101	1	c001|face|c001_face001_t1|head|c001_head541_t1	c001h|face|c001h_face001_t1|head|c001h_head541_t1	3			item130000701305	item130000701305,-1;item130001701305,86400	FashionDes_130000701305		1,150	1,50;35,25	40011705	0
fashion_702205	hero102	1	c002|bottoms||clothes|c002_clothes541_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes541_t1|shoulder||	2			item130000702205	item130000702205,-1;item130001702205,86400	FashionDes_130000702205		4,15	4,5;33,25	40021705	0
fashion_702305	hero102	1	c002|face|c002_face001_t1|head|c002_head541_t1	c002h|face|c002h_face001_t1|head|c002h_head541_t1	3			item130000702305	item130000702305,-1;item130001702305,86400	FashionDes_130000702305		1,150	1,50;35,25	40021705	0
fashion_703205	hero103	1	c003|bottoms||clothes|c003_clothes541_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes541_t1|shoulder||	2			item130000703205	item130000703205,-1;item130001703205,86400	FashionDes_130000703205	fashion_707205	4,15	4,5;33,25	40031705	0
fashion_703305	hero103	1	c003|face|c003_face001_t1|head|c003_head541_t1	c003h|face|c003h_face001_t1|head|c003h_head541_t1	3			item130000703305	item130000703305,-1;item130001703305,86400	FashionDes_130000703305	fashion_707305	1,150	1,50;35,25	40031705	0
fashion_704205	hero104	1	c004|bottoms||clothes|c004_clothes541_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes541_t1|shoulder||	2			item130000704205	item130000704205,-1;item130001704205,86400	FashionDes_130000704205	fashion_708205	4,15	4,5;33,25	40041705	0
fashion_704305	hero104	1	c004|face|c004_face001_t1|head|c004_head541_t1	c004h|face|c004h_face001_t1|head|c004h_head541_t1	3			item130000704305	item130000704305,-1;item130001704305,86400	FashionDes_130000704305	fashion_708305	1,150	1,50;35,25	40041705	0
fashion_705205	hero105	1	c005|bottoms||clothes|c005_clothes541_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes541_t1|shoulder||	2			item130000705205	item130000705205,-1;item130001705205,86400	FashionDes_130000705205		4,15	4,5;33,25	40051705	0
fashion_705305	hero105	1	c005|face|c005_face001_t1|head|c005_head541_t1|parta|c005_parta001_t1	c005h|face|c005h_face001_t1|head|c005h_head541_t1|parta|c005h_parta001_t1	3			item130000705305	item130000705305,-1;item130001705305,86400	FashionDes_130000705305		1,150	1,50;35,25	40051705	0
fashion_706205	hero106	1	c006|bottoms||clothes|c006_clothes541_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes541_t1|shoulder||	2			item130000706205	item130000706205,-1;item130001706205,86400	FashionDes_130000706205		4,15	4,5;33,25	40061705	0
fashion_706305	hero106	1	c006|face|c006_face001_t1|head|c006_head541_t1	c006h|face|c006h_face001_t1|head|c006h_head541_t1	3			item130000706305	item130000706305,-1;item130001706305,86400	FashionDes_130000706305		1,150	1,50;35,25	40061705	0
fashion_707205	hero107	1	c007|bottoms||clothes|c007_clothes541_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes541_t1|shoulder||	2			item130000707205	item130000707205,-1;item130001707205,86400	FashionDes_130000707205	fashion_703205	4,15	4,5;33,25	40071705	0
fashion_707305	hero107	1	c007|face|c007_face001_t1|head|c007_head541_t1	c007h|face|c007h_face001_t1|head|c007h_head541_t1	3			item130000707305	item130000707305,-1;item130001707305,86400	FashionDes_130000707305	fashion_703305	1,150	1,50;35,25	40071705	0
