流水	活动id	第几周	任务组	任务id	能量	功能检测和自动关闭
5378	6233	4	248	184020	180	0,1
5379	6233	4	248	184030	250	0,1
5380	6233	4	249	184040	100	23,1
5381	6233	4	249	184050	200	23,1
5382	6233	4	249	184060	300	23,1
5383	6233	4	250	184070	100	0,1
5384	6233	4	250	184080	200	0,1
5385	6233	4	250	184090	300	0,1
5386	6233	4	251	184100	100	145,1
5387	6233	4	251	184110	160	145,1
5388	6233	4	251	184120	240	145,1
5389	6233	4	252	184130	120	51,1
5390	6233	4	252	184140	180	51,1
5391	6233	4	252	184150	250	51,1
5392	6233	4	253	185020	150	57,1
5393	6233	4	254	185030	100	160,1
5394	6233	4	255	185040	150	122,1
5395	6233	4	256	185050	150	106,1
5396	6233	4	257	185070	100	80,1
5397	6233	4	258	185080	50	1,1
5398	6233	4	259	185090	50	1,1
5399	6233	4	260	185110	50	0,1
