流水id	技能宝石升级属性类型	等级	镶嵌属性	升级至次级所需经验	重置所需材料
3802	507	22	3,12;1,118;25,40;22,40	800	item17908000000001,1
3803	507	23	3,13;1,127;25,43;22,43	800	item17908000000001,1
3804	507	24	3,14;1,136;25,46;22,46	800	item17908000000001,1
3805	507	25	3,15;1,145;25,49;22,49	2500	item17908000000001,1
3806	507	26	3,16;1,155;25,52;22,52	2500	item17908000000001,1
3807	507	27	3,17;1,165;25,55;22,55	2500	item17908000000001,1
3808	507	28	3,18;1,175;25,59;22,59	2500	item17908000000001,1
3809	507	29	3,19;1,185;25,62;22,62	2500	item17908000000001,1
3810	507	30	3,20;1,195;25,65;22,65	7000	item17908000000001,1
3811	507	31	3,21;1,207;25,69;22,69	7000	item17908000000001,1
3812	507	32	3,22;1,219;25,73;22,73	7000	item17908000000001,1
3813	507	33	3,24;1,231;25,77;22,77	7000	item17908000000001,1
3814	507	34	3,25;1,243;25,81;22,81	7000	item17908000000001,1
3815	507	35	3,26;1,255;25,85;22,85	15000	item17908000000001,1
3816	507	36	3,27;1,269;25,90;22,90	15000	item17908000000001,1
3817	507	37	3,29;1,283;25,95;22,95	15000	item17908000000001,1
3818	507	38	3,30;1,297;25,99;22,99	15000	item17908000000001,1
3819	507	39	3,32;1,311;25,104;22,104	15000	item17908000000001,1
3820	507	40	3,33;1,325;25,109;22,109	7500	item17908000000001,1
3821	507	41	3,34;1,339;25,113;22,113	7500	item17908000000001,1
3822	507	42	3,36;1,353;25,118;22,118	7500	item17908000000001,1
3823	507	43	3,37;1,367;25,123;22,123	7500	item17908000000001,1
3824	507	44	3,39;1,381;25,127;22,127	7500	item17908000000001,1
3825	507	45	3,40;1,395;25,132;22,132	16500	item17908000000001,1
3826	507	46	3,42;1,411;25,137;22,137	16500	item17908000000001,1
3827	507	47	3,43;1,427;25,143;22,143	16500	item17908000000001,1
3828	507	48	3,45;1,443;25,148;22,148	16500	item17908000000001,1
3829	507	49	3,46;1,459;25,153;22,153	16500	item17908000000001,1
3830	507	50	3,48;1,475;25,159;22,159	25500	item17908000000001,1
3831	507	51	3,50;1,493;25,165;22,165	25500	item17908000000001,1
3832	507	52	3,52;1,511;25,171;22,171	25500	item17908000000001,1
3833	507	53	3,53;1,529;25,177;22,177	25500	item17908000000001,1
3834	507	54	3,55;1,547;25,183;22,183	25500	item17908000000001,1
3835	507	55	3,57;1,565;25,189;22,189	34000	item17908000000001,1
3836	507	56	3,59;1,584;25,195;22,195	34000	item17908000000001,1
3837	507	57	3,61;1,603;25,201;22,201	34000	item17908000000001,1
3838	507	58	3,63;1,622;25,208;22,208	34000	item17908000000001,1
3839	507	59	3,65;1,641;25,214;22,214	34000	item17908000000001,1
3840	507	60	3,66;1,660;25,220;22,220	21000	item17908000000001,1
3841	507	61	3,69;1,681;25,227;22,227	21000	item17908000000001,1
3842	507	62	3,71;1,702;25,234;22,234	21000	item17908000000001,1
3843	507	63	3,73;1,723;25,241;22,241	21000	item17908000000001,1
3844	507	64	3,75;1,744;25,248;22,248	21000	item17908000000001,1
3845	507	65	3,77;1,765;25,255;22,255	38500	item17908000000001,1
3846	507	66	3,79;1,787;25,263;22,263	38500	item17908000000001,1
3847	507	67	3,81;1,809;25,270;22,270	38500	item17908000000001,1
3848	507	68	3,84;1,831;25,277;22,277	38500	item17908000000001,1
3849	507	69	3,86;1,853;25,285;22,285	38500	item17908000000001,1
3850	507	70	3,88;1,875;25,292;22,292	55500	item17908000000001,1
3851	507	71	3,90;1,899;25,300;22,300	55500	item17908000000001,1
3852	507	72	3,93;1,923;25,308;22,308	55500	item17908000000001,1
3853	507	73	3,95;1,947;25,316;22,316	55500	item17908000000001,1
3854	507	74	3,98;1,971;25,324;22,324	55500	item17908000000001,1
3855	507	75	3,100;1,995;25,332;22,332	72500	item17908000000001,1
3856	507	76	3,102;1,1020;25,340;22,340	72500	item17908000000001,1
3857	507	77	3,105;1,1045;25,349;22,349	72500	item17908000000001,1
3858	507	78	3,107;1,1070;25,357;22,357	72500	item17908000000001,1
3859	507	79	3,110;1,1095;25,365;22,365	72500	item17908000000001,1
3860	507	80	3,112;1,1120;25,374;22,374	45000	item17908000000001,1
3861	507	81	3,115;1,1147;25,383;22,383	45000	item17908000000001,1
3862	507	82	3,118;1,1174;25,392;22,392	45000	item17908000000001,1
3863	507	83	3,121;1,1201;25,401;22,401	45000	item17908000000001,1
3864	507	84	3,123;1,1228;25,410;22,410	45000	item17908000000001,1
3865	507	85	3,126;1,1255;25,419;22,419	82500	item17908000000001,1
3866	507	86	3,129;1,1284;25,428;22,428	82500	item17908000000001,1
3867	507	87	3,132;1,1313;25,438;22,438	82500	item17908000000001,1
3868	507	88	3,135;1,1342;25,448;22,448	82500	item17908000000001,1
3869	507	89	3,138;1,1371;25,457;22,457	82500	item17908000000001,1
3870	507	90	3,140;1,1400;25,467;22,467	120000	item17908000000001,1
3871	507	91	3,143;1,1429;25,477;22,477	120000	item17908000000001,1
3872	507	92	3,146;1,1458;25,486;22,486	120000	item17908000000001,1
3873	507	93	3,149;1,1487;25,496;22,496	120000	item17908000000001,1
3874	507	94	3,152;1,1516;25,506;22,506	120000	item17908000000001,1
3875	507	95	3,155;1,1545;25,515;22,515	157500	item17908000000001,1
3876	507	96	3,158;1,1576;25,526;22,526	157500	item17908000000001,1
3877	507	97	3,161;1,1607;25,536;22,536	157500	item17908000000001,1
3878	507	98	3,164;1,1638;25,546;22,546	157500	item17908000000001,1
3879	507	99	3,167;1,1669;25,557;22,557	157500	item17908000000001,1
3880	507	100	3,170;1,1700;25,567;22,567	97500	item17908000000001,1
3881	507	101	3,174;1,1733;25,578;22,578	97500	item17908000000001,1
3882	507	102	3,177;1,1766;25,589;22,589	97500	item17908000000001,1
3883	507	103	3,180;1,1799;25,600;22,600	97500	item17908000000001,1
3884	507	104	3,184;1,1832;25,611;22,611	97500	item17908000000001,1
3885	507	105	3,187;1,1865;25,622;22,622	163500	item17908000000001,1
3886	507	106	3,190;1,1899;25,633;22,633	163500	item17908000000001,1
3887	507	107	3,194;1,1933;25,645;22,645	163500	item17908000000001,1
3888	507	108	3,197;1,1967;25,656;22,656	163500	item17908000000001,1
3889	507	109	3,201;1,2001;25,667;22,667	163500	item17908000000001,1
3890	507	110	3,204;1,2035;25,679;22,679	229500	item17908000000001,1
3891	507	111	3,208;1,2071;25,691;22,691	229500	item17908000000001,1
3892	507	112	3,211;1,2107;25,703;22,703	229500	item17908000000001,1
3893	507	113	3,215;1,2143;25,715;22,715	229500	item17908000000001,1
3894	507	114	3,218;1,2179;25,727;22,727	229500	item17908000000001,1
3895	507	115	3,222;1,2215;25,739;22,739	295000	item17908000000001,1
3896	507	116	3,226;1,2252;25,751;22,751	295000	item17908000000001,1
3897	507	117	3,229;1,2289;25,763;22,763	295000	item17908000000001,1
3898	507	118	3,233;1,2326;25,776;22,776	295000	item17908000000001,1
3899	507	119	3,237;1,2363;25,788;22,788	295000	item17908000000001,1
3900	507	120	3,240;1,2400;25,800;22,800	180000	item17908000000001,1
3901	507	121	3,244;1,2439;25,813;22,813	180000	item17908000000001,1
3902	507	122	3,248;1,2478;25,826;22,826	180000	item17908000000001,1
3903	507	123	3,252;1,2517;25,839;22,839	180000	item17908000000001,1
3904	507	124	3,256;1,2556;25,852;22,852	180000	item17908000000001,1
3905	507	125	3,260;1,2595;25,865;22,865	280000	item17908000000001,1
3906	507	126	3,264;1,2635;25,879;22,879	280000	item17908000000001,1
3907	507	127	3,268;1,2675;25,892;22,892	280000	item17908000000001,1
3908	507	128	3,272;1,2715;25,905;22,905	280000	item17908000000001,1
3909	507	129	3,276;1,2755;25,919;22,919	280000	item17908000000001,1
3910	507	130	3,280;1,2795;25,932;22,932	380000	item17908000000001,1
3911	507	131	3,284;1,2837;25,946;22,946	380000	item17908000000001,1
3912	507	132	3,288;1,2879;25,960;22,960	380000	item17908000000001,1
3913	507	133	3,293;1,2921;25,974;22,974	380000	item17908000000001,1
3914	507	134	3,297;1,2963;25,988;22,988	380000	item17908000000001,1
3915	507	135	3,301;1,3005;25,1002;22,1002	480000	item17908000000001,1
3916	507	136	3,305;1,3049;25,1017;22,1017	480000	item17908000000001,1
3917	507	137	3,310;1,3093;25,1031;22,1031	480000	item17908000000001,1
3918	507	138	3,314;1,3137;25,1046;22,1046	480000	item17908000000001,1
3919	507	139	3,319;1,3181;25,1061;22,1061	480000	item17908000000001,1
3920	507	140	3,323;1,3225;25,1075;22,1075	0	item17908000000001,1
3921	208	1	3,1;1,2;25,1;22,1	200	item17908000000001,1
3922	208	2	3,1;1,4;25,2;22,2	200	item17908000000001,1
3923	208	3	3,1;1,6;25,2;22,2	200	item17908000000001,1
3924	208	4	3,1;1,8;25,3;22,3	200	item17908000000001,1
3925	208	5	3,1;1,10;25,4;22,4	600	item17908000000001,1
3926	208	6	3,2;1,13;25,5;22,5	600	item17908000000001,1
3927	208	7	3,2;1,16;25,6;22,6	600	item17908000000001,1
3928	208	8	3,2;1,19;25,7;22,7	600	item17908000000001,1
3929	208	9	3,3;1,22;25,8;22,8	600	item17908000000001,1
3930	208	10	3,3;1,25;25,9;22,9	1000	item17908000000001,1
3931	208	11	3,3;1,29;25,10;22,10	1000	item17908000000001,1
3932	208	12	3,4;1,33;25,11;22,11	1000	item17908000000001,1
3933	208	13	3,4;1,37;25,13;22,13	1000	item17908000000001,1
3934	208	14	3,5;1,41;25,14;22,14	1000	item17908000000001,1
3935	208	15	3,5;1,45;25,15;22,15	2000	item17908000000001,1
3936	208	16	3,5;1,49;25,17;22,17	2000	item17908000000001,1
3937	208	17	3,6;1,53;25,18;22,18	2000	item17908000000001,1
3938	208	18	3,6;1,57;25,19;22,19	2000	item17908000000001,1
3939	208	19	3,7;1,61;25,21;22,21	2000	item17908000000001,1
3940	208	20	3,7;1,65;25,22;22,22	800	item17908000000001,1
3941	208	21	3,7;1,70;25,24;22,24	800	item17908000000001,1
3942	208	22	3,8;1,75;25,25;22,25	800	item17908000000001,1
3943	208	23	3,8;1,80;25,27;22,27	800	item17908000000001,1
3944	208	24	3,9;1,85;25,29;22,29	800	item17908000000001,1
3945	208	25	3,9;1,90;25,30;22,30	2500	item17908000000001,1
3946	208	26	3,10;1,96;25,32;22,32	2500	item17908000000001,1
3947	208	27	3,11;1,102;25,34;22,34	2500	item17908000000001,1
3948	208	28	3,11;1,108;25,36;22,36	2500	item17908000000001,1
3949	208	29	3,12;1,114;25,38;22,38	2500	item17908000000001,1
3950	208	30	3,12;1,120;25,40;22,40	7000	item17908000000001,1
3951	208	31	3,13;1,127;25,43;22,43	7000	item17908000000001,1
3952	208	32	3,14;1,134;25,45;22,45	7000	item17908000000001,1
3953	208	33	3,15;1,141;25,47;22,47	7000	item17908000000001,1
3954	208	34	3,15;1,148;25,50;22,50	7000	item17908000000001,1
3955	208	35	3,16;1,155;25,52;22,52	15000	item17908000000001,1
3956	208	36	3,17;1,163;25,55;22,55	15000	item17908000000001,1
3957	208	37	3,18;1,171;25,57;22,57	15000	item17908000000001,1
3958	208	38	3,18;1,179;25,60;22,60	15000	item17908000000001,1
3959	208	39	3,19;1,187;25,63;22,63	15000	item17908000000001,1
3960	208	40	3,20;1,195;25,65;22,65	7500	item17908000000001,1
3961	208	41	3,21;1,204;25,68;22,68	7500	item17908000000001,1
3962	208	42	3,22;1,213;25,71;22,71	7500	item17908000000001,1
3963	208	43	3,23;1,222;25,74;22,74	7500	item17908000000001,1
3964	208	44	3,24;1,231;25,77;22,77	7500	item17908000000001,1
3965	208	45	3,24;1,240;25,80;22,80	16500	item17908000000001,1
3966	208	46	3,25;1,250;25,84;22,84	16500	item17908000000001,1
3967	208	47	3,26;1,260;25,87;22,87	16500	item17908000000001,1
3968	208	48	3,27;1,270;25,90;22,90	16500	item17908000000001,1
3969	208	49	3,28;1,280;25,94;22,94	16500	item17908000000001,1
3970	208	50	3,29;1,290;25,97;22,97	25500	item17908000000001,1
3971	208	51	3,31;1,301;25,101;22,101	25500	item17908000000001,1
3972	208	52	3,32;1,312;25,104;22,104	25500	item17908000000001,1
3973	208	53	3,33;1,323;25,108;22,108	25500	item17908000000001,1
3974	208	54	3,34;1,334;25,112;22,112	25500	item17908000000001,1
3975	208	55	3,35;1,345;25,115;22,115	34000	item17908000000001,1
3976	208	56	3,36;1,357;25,119;22,119	34000	item17908000000001,1
3977	208	57	3,37;1,369;25,123;22,123	34000	item17908000000001,1
3978	208	58	3,39;1,381;25,127;22,127	34000	item17908000000001,1
3979	208	59	3,40;1,393;25,131;22,131	34000	item17908000000001,1
3980	208	60	3,41;1,405;25,135;22,135	21000	item17908000000001,1
3981	208	61	3,42;1,418;25,140;22,140	21000	item17908000000001,1
3982	208	62	3,44;1,431;25,144;22,144	21000	item17908000000001,1
3983	208	63	3,45;1,444;25,148;22,148	21000	item17908000000001,1
3984	208	64	3,46;1,457;25,153;22,153	21000	item17908000000001,1
3985	208	65	3,47;1,470;25,157;22,157	38500	item17908000000001,1
3986	208	66	3,49;1,483;25,161;22,161	38500	item17908000000001,1
3987	208	67	3,50;1,496;25,166;22,166	38500	item17908000000001,1
3988	208	68	3,51;1,509;25,170;22,170	38500	item17908000000001,1
3989	208	69	3,53;1,522;25,174;22,174	38500	item17908000000001,1
3990	208	70	3,54;1,535;25,179;22,179	55500	item17908000000001,1
3991	208	71	3,55;1,549;25,183;22,183	55500	item17908000000001,1
3992	208	72	3,57;1,563;25,188;22,188	55500	item17908000000001,1
3993	208	73	3,58;1,577;25,193;22,193	55500	item17908000000001,1
3994	208	74	3,60;1,591;25,197;22,197	55500	item17908000000001,1
3995	208	75	3,61;1,605;25,202;22,202	72500	item17908000000001,1
3996	208	76	3,62;1,620;25,207;22,207	72500	item17908000000001,1
3997	208	77	3,64;1,635;25,212;22,212	72500	item17908000000001,1
3998	208	78	3,65;1,650;25,217;22,217	72500	item17908000000001,1
3999	208	79	3,67;1,665;25,222;22,222	72500	item17908000000001,1
4000	208	80	3,68;1,680;25,227;22,227	45000	item17908000000001,1
4001	208	81	3,70;1,696;25,232;22,232	45000	item17908000000001,1
4002	208	82	3,72;1,712;25,238;22,238	45000	item17908000000001,1
4003	208	83	3,73;1,728;25,243;22,243	45000	item17908000000001,1
4004	208	84	3,75;1,744;25,248;22,248	45000	item17908000000001,1
4005	208	85	3,76;1,760;25,254;22,254	82500	item17908000000001,1
4006	208	86	3,78;1,777;25,259;22,259	82500	item17908000000001,1
4007	208	87	3,80;1,794;25,265;22,265	82500	item17908000000001,1
4008	208	88	3,82;1,811;25,271;22,271	82500	item17908000000001,1
4009	208	89	3,83;1,828;25,276;22,276	82500	item17908000000001,1
4010	208	90	3,85;1,845;25,282;22,282	120000	item17908000000001,1
4011	208	91	3,87;1,863;25,288;22,288	120000	item17908000000001,1
4012	208	92	3,89;1,881;25,294;22,294	120000	item17908000000001,1
4013	208	93	3,90;1,899;25,300;22,300	120000	item17908000000001,1
4014	208	94	3,92;1,917;25,306;22,306	120000	item17908000000001,1
4015	208	95	3,94;1,935;25,312;22,312	157500	item17908000000001,1
4016	208	96	3,96;1,954;25,318;22,318	157500	item17908000000001,1
4017	208	97	3,98;1,973;25,325;22,325	157500	item17908000000001,1
4018	208	98	3,100;1,992;25,331;22,331	157500	item17908000000001,1
4019	208	99	3,102;1,1011;25,337;22,337	157500	item17908000000001,1
4020	208	100	3,103;1,1030;25,344;22,344	97500	item17908000000001,1
4021	208	101	3,105;1,1050;25,350;22,350	97500	item17908000000001,1
4022	208	102	3,107;1,1070;25,357;22,357	97500	item17908000000001,1
4023	208	103	3,109;1,1090;25,364;22,364	97500	item17908000000001,1
4024	208	104	3,111;1,1110;25,370;22,370	97500	item17908000000001,1
4025	208	105	3,113;1,1130;25,377;22,377	163500	item17908000000001,1
4026	208	106	3,116;1,1151;25,384;22,384	163500	item17908000000001,1
4027	208	107	3,118;1,1172;25,391;22,391	163500	item17908000000001,1
4028	208	108	3,120;1,1193;25,398;22,398	163500	item17908000000001,1
4029	208	109	3,122;1,1214;25,405;22,405	163500	item17908000000001,1
4030	208	110	3,124;1,1235;25,412;22,412	229500	item17908000000001,1
4031	208	111	3,126;1,1257;25,419;22,419	229500	item17908000000001,1
4032	208	112	3,128;1,1279;25,427;22,427	229500	item17908000000001,1
4033	208	113	3,131;1,1301;25,434;22,434	229500	item17908000000001,1
4034	208	114	3,133;1,1323;25,441;22,441	229500	item17908000000001,1
4035	208	115	3,135;1,1345;25,449;22,449	295000	item17908000000001,1
4036	208	116	3,137;1,1367;25,456;22,456	295000	item17908000000001,1
4037	208	117	3,139;1,1389;25,463;22,463	295000	item17908000000001,1
4038	208	118	3,142;1,1411;25,471;22,471	295000	item17908000000001,1
4039	208	119	3,144;1,1433;25,478;22,478	295000	item17908000000001,1
4040	208	120	3,146;1,1455;25,485;22,485	180000	item17908000000001,1
4041	208	121	3,148;1,1478;25,493;22,493	180000	item17908000000001,1
4042	208	122	3,151;1,1501;25,501;22,501	180000	item17908000000001,1
4043	208	123	3,153;1,1524;25,508;22,508	180000	item17908000000001,1
4044	208	124	3,155;1,1547;25,516;22,516	180000	item17908000000001,1
4045	208	125	3,157;1,1570;25,524;22,524	280000	item17908000000001,1
4046	208	126	3,160;1,1594;25,532;22,532	280000	item17908000000001,1
4047	208	127	3,162;1,1618;25,540;22,540	280000	item17908000000001,1
4048	208	128	3,165;1,1642;25,548;22,548	280000	item17908000000001,1
4049	208	129	3,167;1,1666;25,556;22,556	280000	item17908000000001,1
4050	208	130	3,169;1,1690;25,564;22,564	380000	item17908000000001,1
4051	208	131	3,172;1,1715;25,572;22,572	380000	item17908000000001,1
4052	208	132	3,174;1,1740;25,580;22,580	380000	item17908000000001,1
4053	208	133	3,177;1,1765;25,589;22,589	380000	item17908000000001,1
4054	208	134	3,179;1,1790;25,597;22,597	380000	item17908000000001,1
4055	208	135	3,182;1,1815;25,605;22,605	480000	item17908000000001,1
4056	208	136	3,185;1,1841;25,614;22,614	480000	item17908000000001,1
4057	208	137	3,187;1,1867;25,623;22,623	480000	item17908000000001,1
4058	208	138	3,190;1,1893;25,631;22,631	480000	item17908000000001,1
4059	208	139	3,192;1,1919;25,640;22,640	480000	item17908000000001,1
4060	208	140	3,195;1,1945;25,649;22,649	0	item17908000000001,1
4061	308	1	3,1;1,2;25,1;22,1	200	item17908000000001,1
4062	308	2	3,1;1,4;25,2;22,2	200	item17908000000001,1
4063	308	3	3,1;1,6;25,2;22,2	200	item17908000000001,1
4064	308	4	3,1;1,8;25,3;22,3	200	item17908000000001,1
4065	308	5	3,1;1,10;25,4;22,4	600	item17908000000001,1
4066	308	6	3,2;1,13;25,5;22,5	600	item17908000000001,1
4067	308	7	3,2;1,16;25,6;22,6	600	item17908000000001,1
4068	308	8	3,2;1,19;25,7;22,7	600	item17908000000001,1
4069	308	9	3,3;1,22;25,8;22,8	600	item17908000000001,1
4070	308	10	3,3;1,25;25,9;22,9	1000	item17908000000001,1
4071	308	11	3,3;1,30;25,10;22,10	1000	item17908000000001,1
4072	308	12	3,4;1,35;25,12;22,12	1000	item17908000000001,1
4073	308	13	3,4;1,40;25,14;22,14	1000	item17908000000001,1
4074	308	14	3,5;1,45;25,15;22,15	1000	item17908000000001,1
4075	308	15	3,5;1,50;25,17;22,17	2000	item17908000000001,1
4076	308	16	3,6;1,55;25,19;22,19	2000	item17908000000001,1
4077	308	17	3,6;1,60;25,20;22,20	2000	item17908000000001,1
4078	308	18	3,7;1,65;25,22;22,22	2000	item17908000000001,1
4079	308	19	3,7;1,70;25,24;22,24	2000	item17908000000001,1
4080	308	20	3,8;1,75;25,25;22,25	800	item17908000000001,1
4081	308	21	3,9;1,82;25,28;22,28	800	item17908000000001,1
4082	308	22	3,9;1,89;25,30;22,30	800	item17908000000001,1
4083	308	23	3,10;1,96;25,32;22,32	800	item17908000000001,1
4084	308	24	3,11;1,103;25,35;22,35	800	item17908000000001,1
4085	308	25	3,11;1,110;25,37;22,37	2500	item17908000000001,1
4086	308	26	3,12;1,118;25,40;22,40	2500	item17908000000001,1
4087	308	27	3,13;1,126;25,42;22,42	2500	item17908000000001,1
4088	308	28	3,14;1,134;25,45;22,45	2500	item17908000000001,1
4089	308	29	3,15;1,142;25,48;22,48	2500	item17908000000001,1
4090	308	30	3,15;1,150;25,50;22,50	7000	item17908000000001,1
4091	308	31	3,16;1,159;25,53;22,53	7000	item17908000000001,1
4092	308	32	3,17;1,168;25,56;22,56	7000	item17908000000001,1
4093	308	33	3,18;1,177;25,59;22,59	7000	item17908000000001,1
4094	308	34	3,19;1,186;25,62;22,62	7000	item17908000000001,1
4095	308	35	3,20;1,195;25,65;22,65	15000	item17908000000001,1
4096	308	36	3,21;1,205;25,69;22,69	15000	item17908000000001,1
4097	308	37	3,22;1,215;25,72;22,72	15000	item17908000000001,1
4098	308	38	3,23;1,225;25,75;22,75	15000	item17908000000001,1
4099	308	39	3,24;1,235;25,79;22,79	15000	item17908000000001,1
4100	308	40	3,25;1,245;25,82;22,82	7500	item17908000000001,1
4101	308	41	3,26;1,256;25,86;22,86	7500	item17908000000001,1
4102	308	42	3,27;1,267;25,89;22,89	7500	item17908000000001,1
4103	308	43	3,28;1,278;25,93;22,93	7500	item17908000000001,1
4104	308	44	3,29;1,289;25,97;22,97	7500	item17908000000001,1
4105	308	45	3,30;1,300;25,100;22,100	16500	item17908000000001,1
4106	308	46	3,32;1,312;25,104;22,104	16500	item17908000000001,1
4107	308	47	3,33;1,324;25,108;22,108	16500	item17908000000001,1
4108	308	48	3,34;1,336;25,112;22,112	16500	item17908000000001,1
4109	308	49	3,35;1,348;25,116;22,116	16500	item17908000000001,1
4110	308	50	3,36;1,360;25,120;22,120	25500	item17908000000001,1
4111	308	51	3,38;1,373;25,125;22,125	25500	item17908000000001,1
4112	308	52	3,39;1,386;25,129;22,129	25500	item17908000000001,1
