流水id	学徒id	学徒等级	武艺属性加成	升级属性加成范围	才艺属性加成	升级属性加成范围	升级所需经验	学徒称号等级	援护技能上限
1836	apprentic_6004	76	2,3	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	2,3	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	1347	4	5
1837	apprentic_6004	77	2,3	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	2,3	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	1407	4	5
1838	apprentic_6004	78	2,3	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	2,3	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	1467	4	5
1839	apprentic_6004	79	2,3	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	2,3	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	1527	4	5
1840	apprentic_6004	80	2,3	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	2,3	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	1587	4	5
1841	apprentic_6004	81	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	1647	5	6
1842	apprentic_6004	82	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	1727	5	6
1843	apprentic_6004	83	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	1807	5	6
1844	apprentic_6004	84	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	1887	5	6
1845	apprentic_6004	85	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	1967	5	6
1846	apprentic_6004	86	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	2047	5	6
1847	apprentic_6004	87	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	2127	5	6
1848	apprentic_6004	88	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	2207	5	6
1849	apprentic_6004	89	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	2287	5	6
1850	apprentic_6004	90	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	2367	5	6
1851	apprentic_6004	91	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	2447	5	6
1852	apprentic_6004	92	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	2547	5	6
1853	apprentic_6004	93	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	2647	5	6
1854	apprentic_6004	94	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	2747	5	6
1855	apprentic_6004	95	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	2847	5	6
1856	apprentic_6004	96	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	2947	5	6
1857	apprentic_6004	97	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	3047	5	6
1858	apprentic_6004	98	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	3147	5	6
1859	apprentic_6004	99	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	3247	5	6
1860	apprentic_6004	100	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;34,360,432,1666;35,288,360,1666;31,432,576,1666	3,4	1,48,96,1666;2,48,96,1666;3,40,80,1666;4,40,80,1666;5,38,76,1666;6,38,76,1666	0	5	6
1861	apprentic_7001	1	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	7	1	2
1862	apprentic_7001	2	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	9	1	2
1863	apprentic_7001	3	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	11	1	2
1864	apprentic_7001	4	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	13	1	2
1865	apprentic_7001	5	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	15	1	2
1866	apprentic_7001	6	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	17	1	2
1867	apprentic_7001	7	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	19	1	2
1868	apprentic_7001	8	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	21	1	2
1869	apprentic_7001	9	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	23	1	2
1870	apprentic_7001	10	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	25	1	2
1871	apprentic_7001	11	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	27	1	2
1872	apprentic_7001	12	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	29	1	2
1873	apprentic_7001	13	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	31	1	2
1874	apprentic_7001	14	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	33	1	2
1875	apprentic_7001	15	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	35	1	2
1876	apprentic_7001	16	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	37	1	2
1877	apprentic_7001	17	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	39	1	2
1878	apprentic_7001	18	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	41	1	2
1879	apprentic_7001	19	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	43	1	2
1880	apprentic_7001	20	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	45	1	2
1881	apprentic_7001	21	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	47	2	3
1882	apprentic_7001	22	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	57	2	3
1883	apprentic_7001	23	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	67	2	3
1884	apprentic_7001	24	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	77	2	3
1885	apprentic_7001	25	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	87	2	3
1886	apprentic_7001	26	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	97	2	3
1887	apprentic_7001	27	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	107	2	3
1888	apprentic_7001	28	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	117	2	3
1889	apprentic_7001	29	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	127	2	3
1890	apprentic_7001	30	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	137	2	3
1891	apprentic_7001	31	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	147	2	3
1892	apprentic_7001	32	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	157	2	3
1893	apprentic_7001	33	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	167	2	3
1894	apprentic_7001	34	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	177	2	3
1895	apprentic_7001	35	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	187	2	3
1896	apprentic_7001	36	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	197	2	3
1897	apprentic_7001	37	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	207	2	3
1898	apprentic_7001	38	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	217	2	3
1899	apprentic_7001	39	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	227	2	3
1900	apprentic_7001	40	1,2	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	1,2	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	237	2	3
1901	apprentic_7001	41	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	247	3	4
1902	apprentic_7001	42	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	267	3	4
1903	apprentic_7001	43	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	287	3	4
1904	apprentic_7001	44	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	307	3	4
1905	apprentic_7001	45	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	327	3	4
1906	apprentic_7001	46	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	347	3	4
1907	apprentic_7001	47	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	367	3	4
1908	apprentic_7001	48	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	387	3	4
1909	apprentic_7001	49	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	407	3	4
1910	apprentic_7001	50	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	427	3	4
1911	apprentic_7001	51	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	447	3	4
1912	apprentic_7001	52	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	467	3	4
1913	apprentic_7001	53	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	487	3	4
1914	apprentic_7001	54	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	507	3	4
1915	apprentic_7001	55	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	527	3	4
1916	apprentic_7001	56	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	547	3	4
1917	apprentic_7001	57	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	567	3	4
1918	apprentic_7001	58	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	587	3	4
1919	apprentic_7001	59	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	607	3	4
1920	apprentic_7001	60	2,3	1,320,384,1666;3,32,48,1666;4,48,64,1666;33,144,172,1666;35,115,144,1666;30,172,230,1666	2,3	1,16,32,1666;2,16,32,1666;3,19,38,1666;4,15,30,1666;5,15,30,1666;6,19,38,1666	0	3	4
1921	apprentic_7002	1	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	7	1	2
1922	apprentic_7002	2	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	9	1	2
1923	apprentic_7002	3	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	11	1	2
1924	apprentic_7002	4	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	13	1	2
1925	apprentic_7002	5	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	15	1	2
1926	apprentic_7002	6	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	17	1	2
1927	apprentic_7002	7	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	19	1	2
1928	apprentic_7002	8	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	21	1	2
1929	apprentic_7002	9	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	23	1	2
1930	apprentic_7002	10	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	25	1	2
1931	apprentic_7002	11	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	27	1	2
1932	apprentic_7002	12	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	29	1	2
1933	apprentic_7002	13	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	31	1	2
1934	apprentic_7002	14	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	33	1	2
1935	apprentic_7002	15	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	35	1	2
1936	apprentic_7002	16	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	37	1	2
1937	apprentic_7002	17	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	39	1	2
1938	apprentic_7002	18	1,2	1,480,576,1666;3,48,72,1666;4,72,96,1666;33,216,259,1666;35,172,216,1666;30,259,345,1666	1,2	1,24,48,1666;2,24,48,1666;3,28,57,1666;4,22,45,1666;5,22,45,1666;6,28,57,1666	41	1	2
