流水	专精ID	等级	升级所需角色等级	升级消耗	属性	评分类型	值/公式	参数1	参数2	参数3	参数4	参数5
8383	10417102	3			1,570	2	142					
8384	10417102	4			1,760	2	190					
8385	10417102	5			1,950	2	237					
8386	10417102	6			1,1140	2	285					
8387	10417102	7			1,1330	2	332					
8388	10417102	8			1,1520	2	380					
8389	10417102	9			1,1710	2	427					
8390	10417102	10			1,1900	2	475					
8391	104113	1				2	50					
8392	104113	2				2	100					
8393	104113	3				2	150					
8394	104113	4				2	200					
8395	104113	5				2	250					
8396	10417202	1			31,40	2	40					
8397	10417202	2			31,80	2	80					
8398	10417202	3			31,120	2	120					
8399	10417202	4			31,160	2	160					
8400	10417202	5			31,200	2	200					
8401	10417202	6			31,240	2	240					
8402	10417202	7			31,280	2	280					
8403	10417202	8			31,320	2	320					
8404	10417202	9			31,360	2	360					
8405	10417202	10			31,400	2	400					
8406	10417301	1			25,40	2	30					
8407	10417301	2			25,80	2	60					
8408	10417301	3			25,120	2	90					
8409	10417301	4			25,160	2	120					
8410	10417301	5			25,200	2	150					
8411	10417301	6			25,240	2	180					
8412	10417301	7			25,280	2	210					
8413	10417301	8			25,320	2	240					
8414	10417301	9			25,360	2	270					
8415	10417301	10			25,400	2	300					
8416	10417302	1			23,40	2	30					
8417	10417302	2			23,80	2	60					
8418	10417302	3			23,120	2	90					
8419	10417302	4			23,160	2	120					
8420	10417302	5			23,200	2	150					
8421	10417302	6			23,240	2	180					
8422	10417302	7			23,280	2	210					
8423	10417302	8			23,320	2	240					
8424	10417302	9			23,360	2	270					
8425	10417302	10			23,400	2	300					
8426	10417303	1			21,40	2	30					
8427	10417303	2			21,80	2	60					
8428	10417303	3			21,120	2	90					
8429	10417303	4			21,160	2	120					
8430	10417303	5			21,200	2	150					
8431	10417303	6			21,240	2	180					
8432	10417303	7			21,280	2	210					
8433	10417303	8			21,320	2	240					
8434	10417303	9			21,360	2	270					
8435	10417303	10			21,400	2	300					
8436	10417401	1			4,19	2	47					
8437	10417401	2			4,38	2	95					
8438	10417401	3			4,57	2	142					
8439	10417401	4			4,76	2	190					
8440	10417401	5			4,95	2	237					
8441	10417401	6			4,114	2	285					
8442	10417401	7			4,133	2	332					
8443	10417401	8			4,152	2	380					
8444	10417401	9			4,171	2	427					
8445	10417401	10			4,190	2	475					
8446	10417501	1			301,50;15,40	2	62					
8447	10417501	2			301,100;15,60	2	95					
8448	10417501	3			301,150;15,80	2	127					
8449	10417501	4			301,200;15,100	2	160					
8450	10417501	5			301,250;15,120	2	192					
8451	10417501	6			301,300;15,140	2	225					
8452	10417501	7			301,350;15,160	2	257					
8453	10417501	8			301,400;15,180	2	290					
8454	10417501	9			301,450;15,200	2	322					
8455	10417501	10			301,500;15,220	2	355					
8456	10417501	11			301,550;15,240	2	387					
8457	10417501	12			301,600;15,260	2	420					
8458	10417501	13			301,650;15,280	2	452					
8459	10417501	14			301,700;15,300	2	485					
8460	10417501	15			301,750;15,320	2	517					
8461	10417501	16			301,800;15,340	2	550					
8462	10417501	17			301,850;15,360	2	582					
8463	10417501	18			301,900;15,380	2	615					
8464	10417501	19			301,950;15,400	2	647					
8465	10417501	20			301,1000;15,420	2	680					
8466	10417502	1			313,100;187,60	2	235					
8467	10417502	2			313,200;187,90	2	402					
8468	10417502	3			313,300;187,120	2	570					
8469	10417502	4			313,400;187,150	2	737					
8470	10417502	5			313,500;187,180	2	905					
8471	10417502	6			313,600;187,210	2	1072					
8472	10417502	7			313,700;187,240	2	1240					
8473	10417502	8			313,800;187,270	2	1407					
8474	10417502	9			313,900;187,300	2	1575					
8475	10417502	10			313,1000;187,330	2	1742					
8476	10417502	11			313,1100;187,360	2	1910					
8477	10417502	12			313,1200;187,390	2	2077					
8478	10417502	13			313,1300;187,420	2	2245					
8479	10417502	14			313,1400;187,450	2	2412					
8480	10417502	15			313,1500;187,480	2	2580					
8481	10417502	16			313,1600;187,510	2	2747					
8482	10417502	17			313,1700;187,540	2	2915					
8483	10417502	18			313,1800;187,570	2	3082					
8484	10417502	19			313,1900;187,600	2	3250					
8485	10417502	20			313,2000;187,630	2	3417					
8486	10417503	1			331,150;186,120	2	345					
8487	10417503	2			331,300;186,140	2	465					
8488	10417503	3			331,450;186,160	2	585					
8489	10417503	4			331,600;186,180	2	705					
8490	10417503	5			331,750;186,200	2	825					
8491	10417503	6			331,900;186,220	2	945					
8492	10417503	7			331,1050;186,240	2	1065					
8493	10417503	8			331,1200;186,260	2	1185					
8494	10417503	9			331,1350;186,280	2	1305					
8495	10417503	10			331,1500;186,300	2	1425					
8496	10417503	11			331,1650;186,320	2	1545					
8497	10417503	12			331,1800;186,340	2	1665					
8498	10417503	13			331,1950;186,360	2	1785					
8499	10417503	14			331,2100;186,380	2	1905					
8500	10417503	15			331,2250;186,400	2	2025					
8501	10417503	16			331,2400;186,420	2	2145					
8502	10417503	17			331,2550;186,440	2	2265					
8503	10417503	18			331,2700;186,460	2	2385					
8504	10417503	19			331,2850;186,480	2	2505					
8505	10417503	20			331,3000;186,500	2	2625					
8506	10427101	1			3,16	2	40					
8507	10427101	2			3,32	2	80					
8508	10427101	3			3,48	2	120					
8509	10427101	4			3,64	2	160					
8510	10427101	5			3,80	2	200					
8511	10427101	6			3,96	2	240					
8512	10427101	7			3,112	2	280					
8513	10427101	8			3,128	2	320					
8514	10427101	9			3,144	2	360					
8515	10427101	10			3,160	2	400					
8516	10427102	1			1,190	2	47					
8517	10427102	2			1,380	2	95					
8518	10427102	3			1,570	2	142					
8519	10427102	4			1,760	2	190					
8520	10427102	5			1,950	2	237					
8521	10427102	6			1,1140	2	285					
8522	10427102	7			1,1330	2	332					
8523	10427102	8			1,1520	2	380					
8524	10427102	9			1,1710	2	427					
8525	10427102	10			1,1900	2	475					
8526	104213	1				2	50					
8527	104213	2				2	100					
8528	104213	3				2	150					
8529	104213	4				2	200					
8530	104213	5				2	250					
8531	10427202	1			31,40	2	40					
8532	10427202	2			31,80	2	80					
8533	10427202	3			31,120	2	120					
8534	10427202	4			31,160	2	160					
8535	10427202	5			31,200	2	200					
8536	10427202	6			31,240	2	240					
8537	10427202	7			31,280	2	280					
8538	10427202	8			31,320	2	320					
8539	10427202	9			31,360	2	360					
8540	10427202	10			31,400	2	400					
8541	10427301	1			25,40	2	30					
8542	10427301	2			25,80	2	60					
8543	10427301	3			25,120	2	90					
8544	10427301	4			25,160	2	120					
8545	10427301	5			25,200	2	150					
8546	10427301	6			25,240	2	180					
8547	10427301	7			25,280	2	210					
8548	10427301	8			25,320	2	240					
8549	10427301	9			25,360	2	270					
8550	10427301	10			25,400	2	300					
8551	10427302	1			23,40	2	30					
8552	10427302	2			23,80	2	60					
8553	10427302	3			23,120	2	90					
8554	10427302	4			23,160	2	120					
8555	10427302	5			23,200	2	150					
8556	10427302	6			23,240	2	180					
8557	10427302	7			23,280	2	210					
8558	10427302	8			23,320	2	240					
8559	10427302	9			23,360	2	270					
8560	10427302	10			23,400	2	300					
8561	10427303	1			21,40	2	30					
8562	10427303	2			21,80	2	60					
8563	10427303	3			21,120	2	90					
8564	10427303	4			21,160	2	120					
8565	10427303	5			21,200	2	150					
8566	10427303	6			21,240	2	180					
8567	10427303	7			21,280	2	210					
8568	10427303	8			21,320	2	240					
8569	10427303	9			21,360	2	270					
8570	10427303	10			21,400	2	300					
8571	10427401	1			4,19	2	47					
8572	10427401	2			4,38	2	95					
8573	10427401	3			4,57	2	142					
8574	10427401	4			4,76	2	190					
8575	10427401	5			4,95	2	237					
8576	10427401	6			4,114	2	285					
8577	10427401	7			4,133	2	332					
8578	10427401	8			4,152	2	380					
8579	10427401	9			4,171	2	427					
8580	10427401	10			4,190	2	475					
8581	10427501	1			301,50;15,40	2	62					
8582	10427501	2			301,100;15,60	2	95					
8583	10427501	3			301,150;15,80	2	127					
8584	10427501	4			301,200;15,100	2	160					
8585	10427501	5			301,250;15,120	2	192					
8586	10427501	6			301,300;15,140	2	225					
8587	10427501	7			301,350;15,160	2	257					
8588	10427501	8			301,400;15,180	2	290					
8589	10427501	9			301,450;15,200	2	322					
8590	10427501	10			301,500;15,220	2	355					
8591	10427501	11			301,550;15,240	2	387					
8592	10427501	12			301,600;15,260	2	420					
8593	10427501	13			301,650;15,280	2	452					
8594	10427501	14			301,700;15,300	2	485					
8595	10427501	15			301,750;15,320	2	517					
8596	10427501	16			301,800;15,340	2	550					
8597	10427501	17			301,850;15,360	2	582					
8598	10427501	18			301,900;15,380	2	615					
8599	10427501	19			301,950;15,400	2	647					
8600	10427501	20			301,1000;15,420	2	680					
8601	10427502	1			313,100;187,60	2	235					
8602	10427502	2			313,200;187,90	2	402					
8603	10427502	3			313,300;187,120	2	570					
8604	10427502	4			313,400;187,150	2	737					
8605	10427502	5			313,500;187,180	2	905					
8606	10427502	6			313,600;187,210	2	1072					
8607	10427502	7			313,700;187,240	2	1240					
8608	10427502	8			313,800;187,270	2	1407					
8609	10427502	9			313,900;187,300	2	1575					
8610	10427502	10			313,1000;187,330	2	1742					
8611	10427502	11			313,1100;187,360	2	1910					
8612	10427502	12			313,1200;187,390	2	2077					
8613	10427502	13			313,1300;187,420	2	2245					
8614	10427502	14			313,1400;187,450	2	2412					
8615	10427502	15			313,1500;187,480	2	2580					
8616	10427502	16			313,1600;187,510	2	2747					
8617	10427502	17			313,1700;187,540	2	2915					
8618	10427502	18			313,1800;187,570	2	3082					
8619	10427502	19			313,1900;187,600	2	3250					
8620	10427502	20			313,2000;187,630	2	3417					
8621	10427503	1			331,150;186,120	2	345					
8622	10427503	2			331,300;186,140	2	465					
8623	10427503	3			331,450;186,160	2	585					
8624	10427503	4			331,600;186,180	2	705					
8625	10427503	5			331,750;186,200	2	825					
8626	10427503	6			331,900;186,220	2	945					
8627	10427503	7			331,1050;186,240	2	1065					
8628	10427503	8			331,1200;186,260	2	1185					
8629	10427503	9			331,1350;186,280	2	1305					
8630	10427503	10			331,1500;186,300	2	1425					
8631	10427503	11			331,1650;186,320	2	1545					
8632	10427503	12			331,1800;186,340	2	1665					
8633	10427503	13			331,1950;186,360	2	1785					
8634	10427503	14			331,2100;186,380	2	1905					
8635	10427503	15			331,2250;186,400	2	2025					
8636	10427503	16			331,2400;186,420	2	2145					
8637	10427503	17			331,2550;186,440	2	2265					
8638	10427503	18			331,2700;186,460	2	2385					
8639	10427503	19			331,2850;186,480	2	2505					
8640	10427503	20			331,3000;186,500	2	2625					
8641	10517101	1			3,16	2	40					
8642	10517101	2			3,32	2	80					
8643	10517101	3			3,48	2	120					
8644	10517101	4			3,64	2	160					
8645	10517101	5			3,80	2	200					
8646	10517101	6			3,96	2	240					
8647	10517101	7			3,112	2	280					
8648	10517101	8			3,128	2	320					
8649	10517101	9			3,144	2	360					
8650	10517101	10			3,160	2	400					
8651	10517102	1			1,190	2	47					
8652	10517102	2			1,380	2	95					
8653	10517102	3			1,570	2	142					
8654	10517102	4			1,760	2	190					
8655	10517102	5			1,950	2	237					
8656	10517102	6			1,1140	2	285					
8657	10517102	7			1,1330	2	332					
8658	10517102	8			1,1520	2	380					
8659	10517102	9			1,1710	2	427					
8660	10517102	10			1,1900	2	475					
8661	105113	1				2	50					
8662	105113	2				2	100					
8663	105113	3				2	150					
8664	105113	4				2	200					
8665	105113	5				2	250					
8666	10517202	1			31,40	2	40					
8667	10517202	2			31,80	2	80					
8668	10517202	3			31,120	2	120					
8669	10517202	4			31,160	2	160					
8670	10517202	5			31,200	2	200					
8671	10517202	6			31,240	2	240					
8672	10517202	7			31,280	2	280					
8673	10517202	8			31,320	2	320					
8674	10517202	9			31,360	2	360					
8675	10517202	10			31,400	2	400					
8676	10517301	1			25,40	2	30					
8677	10517301	2			25,80	2	60					
8678	10517301	3			25,120	2	90					
8679	10517301	4			25,160	2	120					
8680	10517301	5			25,200	2	150					
8681	10517301	6			25,240	2	180					
8682	10517301	7			25,280	2	210					
8683	10517301	8			25,320	2	240					
8684	10517301	9			25,360	2	270					
8685	10517301	10			25,400	2	300					
8686	10517302	1			23,40	2	30					
8687	10517302	2			23,80	2	60					
8688	10517302	3			23,120	2	90					
8689	10517302	4			23,160	2	120					
8690	10517302	5			23,200	2	150					
8691	10517302	6			23,240	2	180					
8692	10517302	7			23,280	2	210					
8693	10517302	8			23,320	2	240					
8694	10517302	9			23,360	2	270					
8695	10517302	10			23,400	2	300					
8696	10517303	1			21,40	2	30					
8697	10517303	2			21,80	2	60					
8698	10517303	3			21,120	2	90					
8699	10517303	4			21,160	2	120					
8700	10517303	5			21,200	2	150					
8701	10517303	6			21,240	2	180					
8702	10517303	7			21,280	2	210					
8703	10517303	8			21,320	2	240					
8704	10517303	9			21,360	2	270					
8705	10517303	10			21,400	2	300					
8706	10517401	1			4,19	2	47					
8707	10517401	2			4,38	2	95					
8708	10517401	3			4,57	2	142					
8709	10517401	4			4,76	2	190					
8710	10517401	5			4,95	2	237					
8711	10517401	6			4,114	2	285					
8712	10517401	7			4,133	2	332					
8713	10517401	8			4,152	2	380					
8714	10517401	9			4,171	2	427					
8715	10517401	10			4,190	2	475					
8716	10517501	1			301,50;15,40	2	62					
8717	10517501	2			301,100;15,60	2	95					
8718	10517501	3			301,150;15,80	2	127					
8719	10517501	4			301,200;15,100	2	160					
8720	10517501	5			301,250;15,120	2	192					
8721	10517501	6			301,300;15,140	2	225					
8722	10517501	7			301,350;15,160	2	257					
8723	10517501	8			301,400;15,180	2	290					
8724	10517501	9			301,450;15,200	2	322					
8725	10517501	10			301,500;15,220	2	355					
8726	10517501	11			301,550;15,240	2	387					
8727	10517501	12			301,600;15,260	2	420					
8728	10517501	13			301,650;15,280	2	452					
8729	10517501	14			301,700;15,300	2	485					
8730	10517501	15			301,750;15,320	2	517					
8731	10517501	16			301,800;15,340	2	550					
8732	10517501	17			301,850;15,360	2	582					
8733	10517501	18			301,900;15,380	2	615					
8734	10517501	19			301,950;15,400	2	647					
8735	10517501	20			301,1000;15,420	2	680					
8736	10517502	1			313,100;187,60	2	235					
8737	10517502	2			313,200;187,90	2	402					
8738	10517502	3			313,300;187,120	2	570					
8739	10517502	4			313,400;187,150	2	737					
8740	10517502	5			313,500;187,180	2	905					
8741	10517502	6			313,600;187,210	2	1072					
8742	10517502	7			313,700;187,240	2	1240					
8743	10517502	8			313,800;187,270	2	1407					
8744	10517502	9			313,900;187,300	2	1575					
8745	10517502	10			313,1000;187,330	2	1742					
8746	10517502	11			313,1100;187,360	2	1910					
8747	10517502	12			313,1200;187,390	2	2077					
8748	10517502	13			313,1300;187,420	2	2245					
8749	10517502	14			313,1400;187,450	2	2412					
8750	10517502	15			313,1500;187,480	2	2580					
8751	10517502	16			313,1600;187,510	2	2747					
8752	10517502	17			313,1700;187,540	2	2915					
8753	10517502	18			313,1800;187,570	2	3082					
8754	10517502	19			313,1900;187,600	2	3250					
8755	10517502	20			313,2000;187,630	2	3417					
8756	10517503	1			331,150;186,120	2	345					
8757	10517503	2			331,300;186,140	2	465					
8758	10517503	3			331,450;186,160	2	585					
8759	10517503	4			331,600;186,180	2	705					
8760	10517503	5			331,750;186,200	2	825					
8761	10517503	6			331,900;186,220	2	945					
8762	10517503	7			331,1050;186,240	2	1065					
8763	10517503	8			331,1200;186,260	2	1185					
8764	10517503	9			331,1350;186,280	2	1305					
8765	10517503	10			331,1500;186,300	2	1425					
8766	10517503	11			331,1650;186,320	2	1545					
8767	10517503	12			331,1800;186,340	2	1665					
8768	10517503	13			331,1950;186,360	2	1785					
8769	10517503	14			331,2100;186,380	2	1905					
8770	10517503	15			331,2250;186,400	2	2025					
8771	10517503	16			331,2400;186,420	2	2145					
8772	10517503	17			331,2550;186,440	2	2265					
8773	10517503	18			331,2700;186,460	2	2385					
8774	10517503	19			331,2850;186,480	2	2505					
8775	10517503	20			331,3000;186,500	2	2625					
8776	10527101	1			3,16	2	40					
8777	10527101	2			3,32	2	80					
8778	10527101	3			3,48	2	120					
8779	10527101	4			3,64	2	160					
8780	10527101	5			3,80	2	200					
8781	10527101	6			3,96	2	240					
8782	10527101	7			3,112	2	280					
8783	10527101	8			3,128	2	320					
8784	10527101	9			3,144	2	360					
8785	10527101	10			3,160	2	400					
8786	10527102	1			1,190	2	47					
8787	10527102	2			1,380	2	95					
8788	10527102	3			1,570	2	142					
8789	10527102	4			1,760	2	190					
8790	10527102	5			1,950	2	237					
8791	10527102	6			1,1140	2	285					
8792	10527102	7			1,1330	2	332					
8793	10527102	8			1,1520	2	380					
8794	10527102	9			1,1710	2	427					
8795	10527102	10			1,1900	2	475					
8796	105213	1				2	50					
8797	105213	2				2	100					
8798	105213	3				2	150					
8799	105213	4				2	200					
8800	105213	5				2	250					
8801	10527202	1			31,40	2	40					
8802	10527202	2			31,80	2	80					
8803	10527202	3			31,120	2	120					
8804	10527202	4			31,160	2	160					
8805	10527202	5			31,200	2	200					
8806	10527202	6			31,240	2	240					
8807	10527202	7			31,280	2	280					
8808	10527202	8			31,320	2	320					
8809	10527202	9			31,360	2	360					
8810	10527202	10			31,400	2	400					
8811	10527301	1			25,40	2	30					
8812	10527301	2			25,80	2	60					
8813	10527301	3			25,120	2	90					
8814	10527301	4			25,160	2	120					
8815	10527301	5			25,200	2	150					
8816	10527301	6			25,240	2	180					
8817	10527301	7			25,280	2	210					
8818	10527301	8			25,320	2	240					
8819	10527301	9			25,360	2	270					
8820	10527301	10			25,400	2	300					
8821	10527302	1			23,40	2	30					
8822	10527302	2			23,80	2	60					
8823	10527302	3			23,120	2	90					
8824	10527302	4			23,160	2	120					
8825	10527302	5			23,200	2	150					
