流水号	星蕴ID	星蕴等级	星蕴名称	星蕴描述	星蕴类型	升级消耗	星蕴属性	觉醒星蕴属性	显示前置条件	前置星蕴	玩家所需等级	坐标	链接坐标	星蕴Icon	评分类型	值/公式
8524	170038096	5	starsoulcontent_name_4	talentdes1011038	1	1000000	1,200		170038095,1	170038095,1	80	1,2	1,1;1,2	skill_60561	1	6
8525	170038096	6	starsoulcontent_name_4	talentdes101204	1	1000000	1,230		170038095,1	170038095,1	80	1,2	1,1;1,2	skill_60561	1	6
8526	170038096	7	starsoulcontent_name_4	talentdes101208	1		1,260		170038095,1	170038095,1	80	1,2	1,1;1,2	skill_60561	1	6
8527	170038097	0	starsoulcontent_name_2	talentdes1012007	1	2000000	3,0		170038109,1	170038109,1	80	1,5	2,5;1,5	skill_60441	1	6
8528	170038097	1	starsoulcontent_name_2	talentdes1012008	1	1000000	3,8		170038109,1	170038109,1	80	1,5	2,5;1,5	skill_60441	1	6
8529	170038097	2	starsoulcontent_name_2	talentdes1012009	1	1000000	3,11		170038109,1	170038109,1	80	1,5	2,5;1,5	skill_60441	1	6
8530	170038097	3	starsoulcontent_name_2	talentdes1012801	1	1000000	3,14		170038109,1	170038109,1	80	1,5	2,5;1,5	skill_60441	1	6
8531	170038097	4	starsoulcontent_name_2	talentdes101202	1	1000000	3,17		170038109,1	170038109,1	80	1,5	2,5;1,5	skill_60441	1	6
8532	170038097	5	starsoulcontent_name_2	talentdes101206	1	1000000	3,20		170038109,1	170038109,1	80	1,5	2,5;1,5	skill_60441	1	6
8533	170038097	6	starsoulcontent_name_2	talentdes1012002	1	1000000	3,23		170038109,1	170038109,1	80	1,5	2,5;1,5	skill_60441	1	6
8534	170038097	7	starsoulcontent_name_2	talentdes1012005	1		3,26		170038109,1	170038109,1	80	1,5	2,5;1,5	skill_60441	1	6
8535	170038098	0	starsoulcontent_name_8	talentdes1012010	1	2000000	21,0		170038099,1	170038099,1	80	1,6	1,7;1,6	skill_400504	1	6
8536	170038098	1	starsoulcontent_name_8	talentdes1012012	1	1000000	21,27		170038099,1	170038099,1	80	1,6	1,7;1,6	skill_400504	1	6
8537	170038098	2	starsoulcontent_name_8	talentdes1012014	1	1000000	21,36		170038099,1	170038099,1	80	1,6	1,7;1,6	skill_400504	1	6
8538	170038098	3	starsoulcontent_name_8	talentdes101205	1	1000000	21,45		170038099,1	170038099,1	80	1,6	1,7;1,6	skill_400504	1	6
8539	170038098	4	starsoulcontent_name_8	talentdes1012004	1	1000000	21,54		170038099,1	170038099,1	80	1,6	1,7;1,6	skill_400504	1	6
8540	170038098	5	starsoulcontent_name_8	talentdes1012013	1	1000000	21,63		170038099,1	170038099,1	80	1,6	1,7;1,6	skill_400504	1	6
8541	170038098	6	starsoulcontent_name_8	talentdes1012011	1	1000000	21,72		170038099,1	170038099,1	80	1,6	1,7;1,6	skill_400504	1	6
8542	170038098	7	starsoulcontent_name_8	talentdes101207	1		21,81		170038099,1	170038099,1	80	1,6	1,7;1,6	skill_400504	1	6
8543	170038099	0	starsoulcontent_name_3	talentdes101209	1	2000000	4,0		170038094,1	170038094,1	80	1,7	0,0;1,7	skill_60521	1	6
8544	170038099	1	starsoulcontent_name_3	talentdes1012003	1	1000000	4,8		170038094,1	170038094,1	80	1,7	0,0;1,7	skill_60521	1	6
8545	170038099	2	starsoulcontent_name_3	talentdes1012802	1	1000000	4,11		170038094,1	170038094,1	80	1,7	0,0;1,7	skill_60521	1	6
8546	170038099	3	starsoulcontent_name_3	talentdes1012006	1	1000000	4,14		170038094,1	170038094,1	80	1,7	0,0;1,7	skill_60521	1	6
8547	170038099	4	starsoulcontent_name_3	talentdes1012015	1	1000000	4,17		170038094,1	170038094,1	80	1,7	0,0;1,7	skill_60521	1	6
8548	170038099	5	starsoulcontent_name_3	talentdes1012016	1	1000000	4,20		170038094,1	170038094,1	80	1,7	0,0;1,7	skill_60521	1	6
8549	170038099	6	starsoulcontent_name_3	talentdes101203	1	1000000	4,23		170038094,1	170038094,1	80	1,7	0,0;1,7	skill_60521	1	6
8550	170038099	7	starsoulcontent_name_3	talentdes1012017	1		4,26		170038094,1	170038094,1	80	1,7	0,0;1,7	skill_60521	1	6
8551	170038100	0	starsoulcontent_name_12	talentdes1012018	1	2000000	24,0		170038099,1	170038099,1	80	1,8	1,7;1,8	skill_400109	1	6
8552	170038100	1	starsoulcontent_name_12	talentdes1012019	1	1000000	24,27		170038099,1	170038099,1	80	1,8	1,7;1,8	skill_400109	1	6
8553	170038100	2	starsoulcontent_name_12	talentdes101210	1	1000000	24,36		170038099,1	170038099,1	80	1,8	1,7;1,8	skill_400109	1	6
8554	170038100	3	starsoulcontent_name_12	talentdes101201	1	1000000	24,45		170038099,1	170038099,1	80	1,8	1,7;1,8	skill_400109	1	6
8555	170038100	4	starsoulcontent_name_12	talentdes1012020	1	1000000	24,54		170038099,1	170038099,1	80	1,8	1,7;1,8	skill_400109	1	6
8556	170038100	5	starsoulcontent_name_12	talentdes1012803	1	1000000	24,63		170038099,1	170038099,1	80	1,8	1,7;1,8	skill_400109	1	6
8557	170038100	6	starsoulcontent_name_12	talentdes1012021	1	1000000	24,72		170038099,1	170038099,1	80	1,8	1,7;1,8	skill_400109	1	6
8558	170038100	7	starsoulcontent_name_12	talentdes1000022	1		24,81		170038099,1	170038099,1	80	1,8	1,7;1,8	skill_400109	1	6
8559	170038101	0	starsoulcontent_name_4	talentdes1000023	1	2000000	1,0		170038110,1	170038110,1	80	2,1	2,8;2,1	skill_60561	1	6
8560	170038101	1	starsoulcontent_name_4	talentdes101211	1	1000000	1,80		170038110,1	170038110,1	80	2,1	2,8;2,1	skill_60561	1	6
8561	170038101	2	starsoulcontent_name_4	talentdes1000024	1	1000000	1,110		170038110,1	170038110,1	80	2,1	2,8;2,1	skill_60561	1	6
8562	170038101	3	starsoulcontent_name_4	talentdes1000025	1	1000000	1,140		170038110,1	170038110,1	80	2,1	2,8;2,1	skill_60561	1	6
8563	170038101	4	starsoulcontent_name_4	talentdes10001001	1	1000000	1,170		170038110,1	170038110,1	80	2,1	2,8;2,1	skill_60561	1	6
8564	170038101	5	starsoulcontent_name_4	talentdes10001002	1	1000000	1,200		170038110,1	170038110,1	80	2,1	2,8;2,1	skill_60561	1	6
8565	170038101	6	starsoulcontent_name_4	talentdes10001003	1	1000000	1,230		170038110,1	170038110,1	80	2,1	2,8;2,1	skill_60561	1	6
8566	170038101	7	starsoulcontent_name_4	talentdes1000026	1		1,260		170038110,1	170038110,1	80	2,1	2,8;2,1	skill_60561	1	6
8567	170038102	0	starsoulcontent_name_13	talentdes1000804	1	2000000	26,0		170038103,1	170038103,1	80	2,6	2,7;2,6	skill_60721	1	6
8568	170038102	1	starsoulcontent_name_13	talentdes1000027	1	1000000	26,27		170038103,1	170038103,1	80	2,6	2,7;2,6	skill_60721	1	6
8569	170038102	2	starsoulcontent_name_13	talentdes1012028	1	1000000	26,36		170038103,1	170038103,1	80	2,6	2,7;2,6	skill_60721	1	6
8570	170038102	3	starsoulcontent_name_13	talentdes1012029	1	1000000	26,45		170038103,1	170038103,1	80	2,6	2,7;2,6	skill_60721	1	6
8571	170038102	4	starsoulcontent_name_13	talentdes1012030	1	1000000	26,54		170038103,1	170038103,1	80	2,6	2,7;2,6	skill_60721	1	6
8572	170038102	5	starsoulcontent_name_13	talentdes1012031	1	1000000	26,63		170038103,1	170038103,1	80	2,6	2,7;2,6	skill_60721	1	6
8573	170038102	6	starsoulcontent_name_13	talentdes1012032	1	1000000	26,72		170038103,1	170038103,1	80	2,6	2,7;2,6	skill_60721	1	6
8574	170038102	7	starsoulcontent_name_13	talentdes1012805	1		26,81		170038103,1	170038103,1	80	2,6	2,7;2,6	skill_60721	1	6
8575	170038103	0	starsoulcontent_name_3	talentdes1012034	1	2000000	4,0		170038099,1	170038099,1	80	2,7	1,7;2,7	skill_60521	1	6
8576	170038103	1	starsoulcontent_name_3	talentdes1012035	1	1000000	4,8		170038099,1	170038099,1	80	2,7	1,7;2,7	skill_60521	1	6
8577	170038103	2	starsoulcontent_name_3	talentdes1012036	1	1000000	4,11		170038099,1	170038099,1	80	2,7	1,7;2,7	skill_60521	1	6
8578	170038103	3	starsoulcontent_name_3	talentdes1012037	1	1000000	4,14		170038099,1	170038099,1	80	2,7	1,7;2,7	skill_60521	1	6
8579	170038103	4	starsoulcontent_name_3	talentdes1012038	1	1000000	4,17		170038099,1	170038099,1	80	2,7	1,7;2,7	skill_60521	1	6
8580	170038103	5	starsoulcontent_name_3	talentdes102109	1	1000000	4,20		170038099,1	170038099,1	80	2,7	1,7;2,7	skill_60521	1	6
8581	170038103	6	starsoulcontent_name_3	talentdes102102	1	1000000	4,23		170038099,1	170038099,1	80	2,7	1,7;2,7	skill_60521	1	6
8582	170038103	7	starsoulcontent_name_3	talentdes1021007	1		4,26		170038099,1	170038099,1	80	2,7	1,7;2,7	skill_60521	1	6
8583	170038104	0	ItemName_107000051301	talentdes1021008	2	item107000051301;15;6000000			170038096,1	170038096,1	80	1,3	1,2;1,3	#N/A	1	6
8584	170038104	1	ItemName_107000051301	talentdes1021009	2				170038096,1	170038096,1	80	1,3	1,2;1,3	#N/A	1	6
8585	170038105	0	ItemName_107000051201	talentdes1021801	2	item107000051201;15;6000000			170038097,1	170038097,1	80	1,4	1,5;1,4	#N/A	1	6
8586	170038105	1	ItemName_107000051201	talentdes102103	2				170038097,1	170038097,1	80	1,4	1,5;1,4	#N/A	1	6
8587	170038106	0	ItemName_107000051303	talentdes102104	2	item107000051303;15;6000000			170038101,1	170038101,1	80	2,2	2,1;2,2	#N/A	1	6
8588	170038106	1	ItemName_107000051303	talentdes1021002	2				170038101,1	170038101,1	80	2,2	2,1;2,2	#N/A	1	6
8589	170038107	0	ItemName_107000052203	talentdes1021005	2	item107000052203;15;6000000			170038108,1	170038108,1	80	2,3	2,4;2,3	#N/A	1	6
8590	170038107	1	ItemName_107000052203	talentdes1021010	2				170038108,1	170038108,1	80	2,3	2,4;2,3	#N/A	1	6
8591	170038108	0	ItemName_107000052102	talentdes1021012	2	item107000052102;15;6000000			170038109,1	170038109,1	80	2,4	2,5;2,4	#N/A	1	6
8592	170038108	1	ItemName_107000052102	talentdes1021014	2				170038109,1	170038109,1	80	2,4	2,5;2,4	#N/A	1	6
8593	170038109	0	ItemName_107000053201	talentdes102106	2	item107000053201;15;6000000			170038102,1	170038102,1	80	2,5	2,6;2,5	#N/A	1	6
8594	170038109	1	ItemName_107000053201	talentdes1021004	2				170038102,1	170038102,1	80	2,5	2,6;2,5	#N/A	1	6
8595	170038110	0	ItemName_107000053302	talentdes1021013	2	item107000053302;15;6000000			170038103,1	170038103,1	80	2,8	2,7;2,8	#N/A	1	6
8596	170038110	1	ItemName_107000053302	talentdes1021011	2				170038103,1	170038103,1	80	2,8	2,7;2,8	#N/A	1	6
8597	170039001	0	starsoulcontent_name_1	talentdes101101	1	15000		1,0;3,0	1		70	0,0	0,0;0,0	skill_60481	1	6
8598	170039001	1	starsoulcontent_name_1	talentdes101104	1			1,300;3,30	1		70	0,0	0,0;0,0	skill_60481	1	6
8599	170039002	0	starsoulcontent_name_4	talentdes1011008	1	15000	1,0		170039001,1	170039001,1	70	1,3	0,0;1,4	skill_60561	1	6
8600	170039002	1	starsoulcontent_name_4	talentdes1011009	1		1,80		170039001,1	170039001,1	70	1,3	0,0;1,4	skill_60561	1	6
8601	170039003	0	starsoulcontent_name_2	talentdes1011801	1	15000	3,0		170039002,1	170039002,1	70	1,4	1,3;1,4	skill_60441	1	6
8602	170039003	1	starsoulcontent_name_2	talentdes101106	1		3,8		170039002,1	170039002,1	70	1,4	1,3;1,4	skill_60441	1	6
8603	170039004	0	starsoulcontent_name_3	talentdes101102	1	15000	4,0		170039001,1	170039001,1	70	1,7	0,0;1,7	skill_60521	1	6
8604	170039004	1	starsoulcontent_name_3	talentdes1011002	1		4,8		170039001,1	170039001,1	70	1,7	0,0;1,7	skill_60521	1	6
8605	170039005	0	starsoulcontent_name_1	talentdes1011005	1	40000		1,0;3,0	2		70	0,0	0,0;0,0	skill_60481	1	6
8606	170039005	1	starsoulcontent_name_1	talentdes1011010	1			1,400;3,40	2		70	0,0	0,0;0,0	skill_60481	1	6
8607	170039006	0	starsoulcontent_name_4	talentdes1011012	1	40000	1,0		170039005,1	170039005,1	70	1,5	0,0;1,5	skill_60561	1	6
8608	170039006	1	starsoulcontent_name_4	talentdes1011014	1		1,80		170039005,1	170039005,1	70	1,5	0,0;1,5	skill_60561	1	6
8609	170039007	0	starsoulcontent_name_11	talentdes101105	1	40000	22,0		170039005,1	170039005,1	70	1,8	0,0;2,8	skill_400601	1	6
8610	170039007	1	starsoulcontent_name_11	talentdes1011004	1		22,27		170039005,1	170039005,1	70	1,8	0,0;2,8	skill_400601	1	6
8611	170039008	0	starsoulcontent_name_2	talentdes1011013	1	120000	3,0		170039007,1	170039007,1	70	2,8	1,8;2,8	skill_60441	1	6
8612	170039008	1	starsoulcontent_name_2	talentdes1011011	1		3,16		170039007,1	170039007,1	70	2,8	1,8;2,8	skill_60441	1	6
8613	170039009	0	starsoulcontent_name_1	talentdes101103	1	60000		1,0;3,0	3		70	0,0	0,0;0,0	skill_60481	1	6
8614	170039009	1	starsoulcontent_name_1	talentdes101108	1			1,500;3,50	3		70	0,0	0,0;0,0	skill_60481	1	6
8615	170039010	0	starsoulcontent_name_11	talentdes1011003	1	60000	22,0		170039009,1	170039009,1	70	1,1	0,0;1,8	skill_400601	1	6
8616	170039010	1	starsoulcontent_name_11	talentdes1011802	1	30000	22,27		170039009,1	170039009,1	70	1,1	0,0;1,8	skill_400601	1	6
8617	170039010	2	starsoulcontent_name_11	talentdes1011006	1		22,36		170039009,1	170039009,1	70	1,1	0,0;1,8	skill_400601	1	6
8618	170039011	0	starsoulcontent_name_4	talentdes1011015	1	60000	1,0		170039009,1	170039009,1	70	1,4	0,0;2,4	skill_60561	1	6
8619	170039011	1	starsoulcontent_name_4	talentdes1011016	1	30000	1,80		170039009,1	170039009,1	70	1,4	0,0;2,4	skill_60561	1	6
8620	170039011	2	starsoulcontent_name_4	talentdes101107	1		1,110		170039009,1	170039009,1	70	1,4	0,0;2,4	skill_60561	1	6
8621	170039012	0	starsoulcontent_name_2	talentdes1011017	1	60000	3,0		170039013,1	170039013,1	70	1,7	1,8;2,7	skill_60441	1	6
8622	170039012	1	starsoulcontent_name_2	talentdes1011018	1	30000	3,8		170039013,1	170039013,1	70	1,7	1,8;2,7	skill_60441	1	6
8623	170039012	2	starsoulcontent_name_2	talentdes1011019	1		3,11		170039013,1	170039013,1	70	1,7	1,8;2,7	skill_60441	1	6
8624	170039013	0	starsoulcontent_name_10	talentdes101109	1	60000	25,0		170039010,1	170039010,1	70	1,8	1,1;1,7	skill_400506	1	6
8625	170039013	1	starsoulcontent_name_10	talentdes101110	1	30000	25,27		170039010,1	170039010,1	70	1,8	1,1;1,7	skill_400506	1	6
8626	170039013	2	starsoulcontent_name_10	talentdes1011020	1		25,36		170039010,1	170039010,1	70	1,8	1,1;1,7	skill_400506	1	6
8627	170039014	0	starsoulcontent_name_3	talentdes1011803	1	60000	4,0		170039012,1	170039012,1	70	2,7	1,7;2,7	skill_60521	1	6
8628	170039014	1	starsoulcontent_name_3	talentdes1011021	1	30000	4,8		170039012,1	170039012,1	70	2,7	1,7;2,7	skill_60521	1	6
8629	170039014	2	starsoulcontent_name_3	talentdes1000022	1		4,11		170039012,1	170039012,1	70	2,7	1,7;2,7	skill_60521	1	6
8630	170039015	0	ItemName_107000020101	talentdes1000023	2	item107000020101;6;180000		1,0;3,0	170039011,1	170039011,1	70	2,4	1,4;2,4	#N/A	1	6
8631	170039015	1	ItemName_107000020101	talentdes101111	2				170039011,1	170039011,1	70	2,4	1,4;2,4	#N/A	1	6
8632	170039016	0	starsoulcontent_name_1	talentdes1000024	1	105000		1,0;3,0	4		70	0,0	0,0;0,0	skill_60481	1	6
8633	170039016	1	starsoulcontent_name_1	talentdes1000025	1			1,600;3,60	4		70	0,0	0,0;0,0	skill_60481	1	6
8634	170039017	0	starsoulcontent_name_3	talentdes10001001	1	105000	4,0		170039016,1	170039016,1	70	1,1	0,0;1,8	skill_60521	1	6
8635	170039017	1	starsoulcontent_name_3	talentdes10001002	1	52500	4,8		170039016,1	170039016,1	70	1,1	0,0;1,8	skill_60521	1	6
8636	170039017	2	starsoulcontent_name_3	talentdes10001003	1		4,11		170039016,1	170039016,1	70	1,1	0,0;1,8	skill_60521	1	6
8637	170039018	0	starsoulcontent_name_4	talentdes1000026	1	105000	1,0		170039016,1	170039016,1	70	1,3	0,0;2,3	skill_60561	1	6
8638	170039018	1	starsoulcontent_name_4	talentdes1000804	1	52500	1,80		170039016,1	170039016,1	70	1,3	0,0;2,3	skill_60561	1	6
8639	170039018	2	starsoulcontent_name_4	talentdes1000027	1		1,110		170039016,1	170039016,1	70	1,3	0,0;2,3	skill_60561	1	6
8640	170039019	0	starsoulcontent_name_2	talentdes1011028	1	105000	3,0		170039016,1	170039016,1	70	1,5	0,0;2,5	skill_60441	1	6
8641	170039019	1	starsoulcontent_name_2	talentdes1011029	1	52500	3,8		170039016,1	170039016,1	70	1,5	0,0;2,5	skill_60441	1	6
8642	170039019	2	starsoulcontent_name_2	talentdes1011030	1		3,11		170039016,1	170039016,1	70	1,5	0,0;2,5	skill_60441	1	6
8643	170039020	0	starsoulcontent_name_8	talentdes1011031	1	105000	21,0		170039021,1	170039021,1	70	1,7	1,8;2,7	skill_400504	1	6
8644	170039020	1	starsoulcontent_name_8	talentdes1011032	1	52500	21,27		170039021,1	170039021,1	70	1,7	1,8;2,7	skill_400504	1	6
8645	170039020	2	starsoulcontent_name_8	talentdes1011805	1		21,36		170039021,1	170039021,1	70	1,7	1,8;2,7	skill_400504	1	6
8646	170039021	0	starsoulcontent_name_2	talentdes1011034	1	105000	3,0		170039017,1	170039017,1	70	1,8	1,1;1,7	skill_60441	1	6
8647	170039021	1	starsoulcontent_name_2	talentdes1011035	1	52500	3,8		170039017,1	170039017,1	70	1,8	1,1;1,7	skill_60441	1	6
8648	170039021	2	starsoulcontent_name_2	talentdes1011036	1		3,11		170039017,1	170039017,1	70	1,8	1,1;1,7	skill_60441	1	6
8649	170039022	0	starsoulcontent_name_11	talentdes1011037	1	105000	22,0		170039018,1	170039018,1	70	2,3	1,3;2,2	skill_400601	1	6
8650	170039022	1	starsoulcontent_name_11	talentdes1011038	1	52500	22,27		170039018,1	170039018,1	70	2,3	1,3;2,2	skill_400601	1	6
8651	170039022	2	starsoulcontent_name_11	talentdes101204	1		22,36		170039018,1	170039018,1	70	2,3	1,3;2,2	skill_400601	1	6
8652	170039023	0	starsoulcontent_name_3	talentdes101208	1	105000	4,0		170039020,1	170039020,1	70	2,7	1,7;2,7	skill_60521	1	6
8653	170039023	1	starsoulcontent_name_3	talentdes1012007	1	52500	4,8		170039020,1	170039020,1	70	2,7	1,7;2,7	skill_60521	1	6
8654	170039023	2	starsoulcontent_name_3	talentdes1012008	1		4,11		170039020,1	170039020,1	70	2,7	1,7;2,7	skill_60521	1	6
8655	170039024	0	ItemName_107000030303	talentdes1012009	2	item107000030303;9;315000		1,0	170039022,1	170039022,1	70	2,2	2,3;2,2	#N/A	1	6
8656	170039024	1	ItemName_107000030303	talentdes1012801	2				170039022,1	170039022,1	70	2,2	2,3;2,2	#N/A	1	6
8657	170039025	0	ItemName_107000030101	talentdes101202	2	item107000030101;9;315000		1,0;3,0	170039019,1	170039019,1	70	2,5	1,5;2,5	#N/A	1	6
8658	170039025	1	ItemName_107000030101	talentdes101206	2				170039019,1	170039019,1	70	2,5	1,5;2,5	#N/A	1	6
8659	170039026	0	starsoulcontent_name_1	talentdes1012002	1	240000		1,0;3,0	5		70	0,0	0,0;0,0	skill_60481	1	6
8660	170039026	1	starsoulcontent_name_1	talentdes1012005	1			1,800;3,80	5		70	0,0	0,0;0,0	skill_60481	1	6
8661	170039027	0	starsoulcontent_name_3	talentdes1012010	1	240000	4,0		170039026,1	170039026,1	70	1,1	0,0;1,2	skill_60521	1	6
8662	170039027	1	starsoulcontent_name_3	talentdes1012012	1	120000	4,8		170039026,1	170039026,1	70	1,1	0,0;1,2	skill_60521	1	6
8663	170039027	2	starsoulcontent_name_3	talentdes1012014	1	120000	4,11		170039026,1	170039026,1	70	1,1	0,0;1,2	skill_60521	1	6
8664	170039027	3	starsoulcontent_name_3	talentdes101205	1		4,14		170039026,1	170039026,1	70	1,1	0,0;1,2	skill_60521	1	6
8665	170039028	0	starsoulcontent_name_4	talentdes1012004	1	240000	1,0		170039026,1	170039026,1	70	1,5	0,0;2,5	skill_60561	1	6
8666	170039028	1	starsoulcontent_name_4	talentdes1012013	1	120000	1,80		170039026,1	170039026,1	70	1,5	0,0;2,5	skill_60561	1	6
8667	170039028	2	starsoulcontent_name_4	talentdes1012011	1	120000	1,110		170039026,1	170039026,1	70	1,5	0,0;2,5	skill_60561	1	6
8668	170039028	3	starsoulcontent_name_4	talentdes101207	1		1,140		170039026,1	170039026,1	70	1,5	0,0;2,5	skill_60561	1	6
8669	170039029	0	starsoulcontent_name_2	talentdes101209	1	240000	3,0		170039030,1	170039030,1	70	1,6	1,7;2,6	skill_60441	1	6
8670	170039029	1	starsoulcontent_name_2	talentdes1012003	1	120000	3,8		170039030,1	170039030,1	70	1,6	1,7;2,6	skill_60441	1	6
8671	170039029	2	starsoulcontent_name_2	talentdes1012802	1	120000	3,11		170039030,1	170039030,1	70	1,6	1,7;2,6	skill_60441	1	6
8672	170039029	3	starsoulcontent_name_2	talentdes1012006	1		3,14		170039030,1	170039030,1	70	1,6	1,7;2,6	skill_60441	1	6
8673	170039030	0	starsoulcontent_name_12	talentdes1012015	1	240000	24,0		170039026,1	170039026,1	70	1,7	0,0;1,6	skill_400109	1	6
8674	170039030	1	starsoulcontent_name_12	talentdes1012016	1	120000	24,27		170039026,1	170039026,1	70	1,7	0,0;1,6	skill_400109	1	6
8675	170039030	2	starsoulcontent_name_12	talentdes101203	1	120000	24,36		170039026,1	170039026,1	70	1,7	0,0;1,6	skill_400109	1	6
8676	170039030	3	starsoulcontent_name_12	talentdes1012017	1		24,45		170039026,1	170039026,1	70	1,7	0,0;1,6	skill_400109	1	6
8677	170039031	0	starsoulcontent_name_13	talentdes1012018	1	240000	26,0		170039033,1	170039033,1	70	2,2	1,2;2,2	skill_60721	1	6
8678	170039031	1	starsoulcontent_name_13	talentdes1012019	1	120000	26,27		170039033,1	170039033,1	70	2,2	1,2;2,2	skill_60721	1	6
8679	170039031	2	starsoulcontent_name_13	talentdes101210	1	120000	26,36		170039033,1	170039033,1	70	2,2	1,2;2,2	skill_60721	1	6
8680	170039031	3	starsoulcontent_name_13	talentdes101201	1		26,45		170039033,1	170039033,1	70	2,2	1,2;2,2	skill_60721	1	6
8681	170039032	0	starsoulcontent_name_2	talentdes1012020	1	240000	3,0		170039029,1	170039029,1	70	2,6	1,6;2,7	skill_60441	1	6
8682	170039032	1	starsoulcontent_name_2	talentdes1012803	1	120000	3,8		170039029,1	170039029,1	70	2,6	1,6;2,7	skill_60441	1	6
8683	170039032	2	starsoulcontent_name_2	talentdes1012021	1	120000	3,11		170039029,1	170039029,1	70	2,6	1,6;2,7	skill_60441	1	6
8684	170039032	3	starsoulcontent_name_2	talentdes1000022	1		3,14		170039029,1	170039029,1	70	2,6	1,6;2,7	skill_60441	1	6
8685	170039033	0	ItemName_107000030301	talentdes1000023	2	item107000030301;9;720000		1,0;3,0	170039027,1	170039027,1	70	1,2	1,1;2,2	#N/A	1	6
8686	170039033	1	ItemName_107000030301	talentdes101211	2				170039027,1	170039027,1	70	1,2	1,1;2,2	#N/A	1	6
8687	170039034	0	ItemName_107000041101	talentdes1000024	2	item107000041101;12;720000		1,0;3,0	170039028,1	170039028,1	70	2,5	1,5;2,5	#N/A	1	6
8688	170039034	1	ItemName_107000041101	talentdes1000025	2				170039028,1	170039028,1	70	2,5	1,5;2,5	#N/A	1	6
8689	170039035	0	ItemName_107000041201	talentdes10001001	2	item107000041201;12;720000		1,0;3,0	170039032,1	170039032,1	70	2,7	2,6;2,7	#N/A	1	6
8690	170039035	1	ItemName_107000041201	talentdes10001002	2				170039032,1	170039032,1	70	2,7	2,6;2,7	#N/A	1	6
8691	170039036	0	starsoulcontent_name_1	talentdes10001003	1	450000		1,0;3,0	6		70	0,0	0,0;0,0	skill_60481	1	6
8692	170039036	1	starsoulcontent_name_1	talentdes1000026	1			1,1000;3,100	6		70	0,0	0,0;0,0	skill_60481	1	6
