流水	纹章ID	类别	品质	进阶等级	分解返还材料(不包含觉醒材料）	属性值	物品等级	物品等级描述	默认孔数	最多锁属性数量	底图	插槽坐标	未鉴定纹章ID	觉醒最大孔位数量
780	item171001040502	badge_10405	5	29	item8171000101061,1057;item171000101012,300;item171000101032,10	1,13230;4,675;33,675;11,450	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
781	item171001040502	badge_10405	5	30	item8171000101061,1120;item171000101012,300;item171000101032,10	1,13500;4,702;33,702;11,468	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
782	item171001040503	badge_10405	5	0	item8171000101061,100;item171000101012,300;item171000101032,10	1,4800;4,480;33,480;11,320	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
783	item171001040503	badge_10405	5	1	item8171000101061,105;item171000101012,300;item171000101032,10	1,5040;4,480;33,480;11,320	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
784	item171001040503	badge_10405	5	2	item8171000101061,112;item171000101012,300;item171000101032,10	1,5280;4,480;33,480;11,320	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
785	item171001040503	badge_10405	5	3	item8171000101061,121;item171000101012,300;item171000101032,10	1,5520;4,480;33,480;11,320	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
786	item171001040503	badge_10405	5	4	item8171000101061,132;item171000101012,300;item171000101032,10	1,5760;4,480;33,480;11,320	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
787	item171001040503	badge_10405	5	5	item8171000101061,145;item171000101012,300;item171000101032,10	1,6000;4,504;33,504;11,336	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
788	item171001040503	badge_10405	5	6	item8171000101061,160;item171000101012,300;item171000101032,10	1,6240;4,504;33,504;11,336	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
789	item171001040503	badge_10405	5	7	item8171000101061,177;item171000101012,300;item171000101032,10	1,6480;4,504;33,504;11,336	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
790	item171001040503	badge_10405	5	8	item8171000101061,196;item171000101012,300;item171000101032,10	1,6720;4,504;33,504;11,336	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
791	item171001040503	badge_10405	5	9	item8171000101061,217;item171000101012,300;item171000101032,10	1,6960;4,504;33,504;11,336	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
792	item171001040503	badge_10405	5	10	item8171000101061,240;item171000101012,300;item171000101032,10	1,7200;4,528;33,528;11,352	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
793	item171001040503	badge_10405	5	11	item8171000101061,265;item171000101012,300;item171000101032,10	1,7440;4,528;33,528;11,352	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
794	item171001040503	badge_10405	5	12	item8171000101061,292;item171000101012,300;item171000101032,10	1,7680;4,528;33,528;11,352	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
795	item171001040503	badge_10405	5	13	item8171000101061,321;item171000101012,300;item171000101032,10	1,7920;4,528;33,528;11,352	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
796	item171001040503	badge_10405	5	14	item8171000101061,352;item171000101012,300;item171000101032,10	1,8160;4,528;33,528;11,352	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
797	item171001040503	badge_10405	5	15	item8171000101061,385;item171000101012,300;item171000101032,10	1,8400;4,552;33,552;11,368	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
798	item171001040503	badge_10405	5	16	item8171000101061,420;item171000101012,300;item171000101032,10	1,8640;4,552;33,552;11,368	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
799	item171001040503	badge_10405	5	17	item8171000101061,457;item171000101012,300;item171000101032,10	1,8880;4,552;33,552;11,368	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
800	item171001040503	badge_10405	5	18	item8171000101061,496;item171000101012,300;item171000101032,10	1,9120;4,552;33,552;11,368	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
801	item171001040503	badge_10405	5	19	item8171000101061,537;item171000101012,300;item171000101032,10	1,9360;4,552;33,552;11,368	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
802	item171001040503	badge_10405	5	20	item8171000101061,580;item171000101012,300;item171000101032,10	1,9600;4,576;33,576;11,384	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
803	item171001040503	badge_10405	5	21	item8171000101061,625;item171000101012,300;item171000101032,10	1,9840;4,576;33,576;11,384	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
804	item171001040503	badge_10405	5	22	item8171000101061,672;item171000101012,300;item171000101032,10	1,10080;4,576;33,576;11,384	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
805	item171001040503	badge_10405	5	23	item8171000101061,721;item171000101012,300;item171000101032,10	1,10320;4,576;33,576;11,384	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
806	item171001040503	badge_10405	5	24	item8171000101061,772;item171000101012,300;item171000101032,10	1,10560;4,576;33,576;11,384	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
807	item171001040503	badge_10405	5	25	item8171000101061,825;item171000101012,300;item171000101032,10	1,10800;4,600;33,600;11,400	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
808	item171001040503	badge_10405	5	26	item8171000101061,880;item171000101012,300;item171000101032,10	1,11040;4,600;33,600;11,400	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
809	item171001040503	badge_10405	5	27	item8171000101061,937;item171000101012,300;item171000101032,10	1,11280;4,600;33,600;11,400	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
810	item171001040503	badge_10405	5	28	item8171000101061,996;item171000101012,300;item171000101032,10	1,11520;4,600;33,600;11,400	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
811	item171001040503	badge_10405	5	29	item8171000101061,1057;item171000101012,300;item171000101032,10	1,11760;4,600;33,600;11,400	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
812	item171001040503	badge_10405	5	30	item8171000101061,1120;item171000101012,300;item171000101032,10	1,12000;4,624;33,624;11,416	1008	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080503	3
813	item171001040701	badge_10407	5	0	item8171000101061,100;item171000101012,300;item171000101032,10	1,9600;3,1500;12,600;184,700;185,800	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
814	item171001040701	badge_10407	5	1	item8171000101061,105;item171000101012,300;item171000101032,10	1,9888;3,1500;12,600;184,700;185,800	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
815	item171001040701	badge_10407	5	2	item8171000101061,112;item171000101012,300;item171000101032,10	1,10176;3,1500;12,600;184,700;185,800	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
816	item171001040701	badge_10407	5	3	item8171000101061,121;item171000101012,300;item171000101032,10	1,10464;3,1500;12,600;184,700;185,800	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
817	item171001040701	badge_10407	5	4	item8171000101061,132;item171000101012,300;item171000101032,10	1,10752;3,1500;12,600;184,700;185,800	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
818	item171001040701	badge_10407	5	5	item8171000101061,145;item171000101012,300;item171000101032,10	1,11040;3,1545;12,618;184,721;185,824	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
819	item171001040701	badge_10407	5	6	item8171000101061,160;item171000101012,300;item171000101032,10	1,11328;3,1545;12,618;184,721;185,824	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
820	item171001040701	badge_10407	5	7	item8171000101061,177;item171000101012,300;item171000101032,10	1,11616;3,1545;12,618;184,721;185,824	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
821	item171001040701	badge_10407	5	8	item8171000101061,196;item171000101012,300;item171000101032,10	1,11904;3,1545;12,618;184,721;185,824	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
822	item171001040701	badge_10407	5	9	item8171000101061,217;item171000101012,300;item171000101032,10	1,12192;3,1545;12,618;184,721;185,824	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
823	item171001040701	badge_10407	5	10	item8171000101061,240;item171000101012,300;item171000101032,10	1,12480;3,1590;12,636;184,742;185,848	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
824	item171001040701	badge_10407	5	11	item8171000101061,265;item171000101012,300;item171000101032,10	1,12768;3,1590;12,636;184,742;185,848	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
825	item171001040701	badge_10407	5	12	item8171000101061,292;item171000101012,300;item171000101032,10	1,13056;3,1590;12,636;184,742;185,848	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
826	item171001040701	badge_10407	5	13	item8171000101061,321;item171000101012,300;item171000101032,10	1,13344;3,1590;12,636;184,742;185,848	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
827	item171001040701	badge_10407	5	14	item8171000101061,352;item171000101012,300;item171000101032,10	1,13632;3,1590;12,636;184,742;185,848	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
828	item171001040701	badge_10407	5	15	item8171000101061,385;item171000101012,300;item171000101032,10	1,13920;3,1635;12,654;184,763;185,872	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
829	item171001040701	badge_10407	5	16	item8171000101061,420;item171000101012,300;item171000101032,10	1,14208;3,1635;12,654;184,763;185,872	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
830	item171001040701	badge_10407	5	17	item8171000101061,457;item171000101012,300;item171000101032,10	1,14496;3,1635;12,654;184,763;185,872	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
831	item171001040701	badge_10407	5	18	item8171000101061,496;item171000101012,300;item171000101032,10	1,14784;3,1635;12,654;184,763;185,872	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
832	item171001040701	badge_10407	5	19	item8171000101061,537;item171000101012,300;item171000101032,10	1,15072;3,1635;12,654;184,763;185,872	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
833	item171001040701	badge_10407	5	20	item8171000101061,580;item171000101012,300;item171000101032,10	1,15360;3,1680;12,672;184,784;185,896	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
834	item171001040701	badge_10407	5	21	item8171000101061,625;item171000101012,300;item171000101032,10	1,15648;3,1680;12,672;184,784;185,896	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
835	item171001040701	badge_10407	5	22	item8171000101061,672;item171000101012,300;item171000101032,10	1,15936;3,1680;12,672;184,784;185,896	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
836	item171001040701	badge_10407	5	23	item8171000101061,721;item171000101012,300;item171000101032,10	1,16224;3,1680;12,672;184,784;185,896	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
837	item171001040701	badge_10407	5	24	item8171000101061,772;item171000101012,300;item171000101032,10	1,16512;3,1680;12,672;184,784;185,896	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
838	item171001040701	badge_10407	5	25	item8171000101061,825;item171000101012,300;item171000101032,10	1,16800;3,1725;12,690;184,805;185,920	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
839	item171001040701	badge_10407	5	26	item8171000101061,880;item171000101012,300;item171000101032,10	1,17088;3,1725;12,690;184,805;185,920	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
840	item171001040701	badge_10407	5	27	item8171000101061,937;item171000101012,300;item171000101032,10	1,17376;3,1725;12,690;184,805;185,920	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
841	item171001040701	badge_10407	5	28	item8171000101061,996;item171000101012,300;item171000101032,10	1,17664;3,1725;12,690;184,805;185,920	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
842	item171001040701	badge_10407	5	29	item8171000101061,1057;item171000101012,300;item171000101032,10	1,17952;3,1725;12,690;184,805;185,920	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
843	item171001040701	badge_10407	5	30	item8171000101061,1120;item171000101012,300;item171000101032,10	1,18240;3,1770;12,708;184,826;185,944	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080701	3
844	item171001040801	badge_10408	5	0	item8171000101061,100;item171000101012,300;item171000101032,10	1,12000;3,2000;31,600;51,750;34,1000	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080801	3
845	item171001040801	badge_10408	5	1	item8171000101061,105;item171000101012,300;item171000101032,10	1,12360;3,2000;31,600;51,750;34,1000	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080801	3
846	item171001040801	badge_10408	5	2	item8171000101061,112;item171000101012,300;item171000101032,10	1,12720;3,2000;31,600;51,750;34,1000	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080801	3
847	item171001040801	badge_10408	5	3	item8171000101061,121;item171000101012,300;item171000101032,10	1,13080;3,2000;31,600;51,750;34,1000	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080801	3
848	item171001040801	badge_10408	5	4	item8171000101061,132;item171000101012,300;item171000101032,10	1,13440;3,2000;31,600;51,750;34,1000	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080801	3
849	item171001040801	badge_10408	5	5	item8171000101061,145;item171000101012,300;item171000101032,10	1,13800;3,2060;31,618;51,772;34,1030	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080801	3
850	item171001040801	badge_10408	5	6	item8171000101061,160;item171000101012,300;item171000101032,10	1,14160;3,2060;31,618;51,772;34,1030	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080801	3
