特色属性ID	六维1	六维2	六维3	六维4	六维5	六维6	属性id	六维1显示	六维2显示	六维3显示	六维4显示	六维5显示	六维6显示	特色属性语言包	特色属性参数	觉醒属性语言包	觉醒属性参数	战力评分
5030027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5030	5,6			400
5030028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5030	5,6			400
5030029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5030	6,8			450
5030030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5030	6,8			450
5030031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5030	6,8			450
5030032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5030	6,8			450
5030033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5030	6,8			450
5030034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5030	6,8			450
5030035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5030	6,8			450
5030036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5030	8			500
5030037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5030	8	AwakeLang5030	12	1000
5031001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5031	2,3			250
5031002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5031	2,3			250
5031003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5031	2,3			250
5031004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5031	2,3			250
5031005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5031	2,3			250
5031006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5031	2,3			250
5031007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5031	2,3			250
5031008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5031	3,4			300
5031009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5031	3,4			300
5031010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5031	3,4			300
5031011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5031	3,4			300
5031012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5031	3,4			300
5031013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5031	3,4			300
5031014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5031	3,4			300
5031015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5031	4,5			350
5031016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5031	4,5			350
5031017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5031	4,5			350
5031018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5031	4,5			350
5031019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5031	4,5			350
5031020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5031	4,5			350
5031021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5031	4,5			350
5031022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5031	5,6			400
5031023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5031	5,6			400
5031024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5031	5,6			400
5031025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5031	5,6			400
5031026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5031	5,6			400
5031027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5031	5,6			400
5031028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5031	5,6			400
5031029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5031	6,8			450
5031030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5031	6,8			450
5031031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5031	6,8			450
5031032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5031	6,8			450
5031033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5031	6,8			450
5031034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5031	6,8			450
5031035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5031	6,8			450
5031036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5031	8			500
5031037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5031	8	AwakeLang5031	12	1000
5032001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5032	2.5,3			250
5032002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5032	2.5,3			250
5032003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5032	2.5,3			250
5032004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5032	2.5,3			250
5032005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5032	2.5,3			250
5032006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5032	2.5,3			250
5032007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5032	2.5,3			250
5032008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5032	3,3.5			300
5032009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5032	3,3.5			300
5032010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5032	3,3.5			300
5032011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5032	3,3.5			300
5032012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5032	3,3.5			300
5032013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5032	3,3.5			300
5032014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5032	3,3.5			300
5032015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5032	3.5,4			350
5032016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5032	3.5,4			350
5032017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5032	3.5,4			350
5032018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5032	3.5,4			350
5032019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5032	3.5,4			350
5032020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5032	3.5,4			350
5032021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5032	3.5,4			350
5032022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5032	4,4.5			400
5032023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5032	4,4.5			400
5032024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5032	4,4.5			400
5032025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5032	4,4.5			400
5032026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5032	4,4.5			400
5032027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5032	4,4.5			400
5032028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5032	4,4.5			400
5032029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5032	4.5,5			450
5032030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5032	4.5,5			450
5032031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5032	4.5,5			450
5032032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5032	4.5,5			450
5032033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5032	4.5,5			450
5032034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5032	4.5,5			450
5032035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5032	4.5,5			450
5032036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5032	5			500
5032037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5032	5	AwakeLang5032	10	1000
5033001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5033	2.5,3			250
5033002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5033	2.5,3			250
5033003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5033	2.5,3			250
5033004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5033	2.5,3			250
5033005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5033	2.5,3			250
5033006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5033	2.5,3			250
5033007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5033	2.5,3			250
5033008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5033	3,3.5			300
5033009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5033	3,3.5			300
5033010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5033	3,3.5			300
5033011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5033	3,3.5			300
5033012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5033	3,3.5			300
5033013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5033	3,3.5			300
5033014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5033	3,3.5			300
5033015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5033	3.5,4			350
5033016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5033	3.5,4			350
5033017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5033	3.5,4			350
5033018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5033	3.5,4			350
5033019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5033	3.5,4			350
5033020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5033	3.5,4			350
5033021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5033	3.5,4			350
5033022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5033	4,4.5			400
5033023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5033	4,4.5			400
5033024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5033	4,4.5			400
5033025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5033	4,4.5			400
5033026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5033	4,4.5			400
5033027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5033	4,4.5			400
5033028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5033	4,4.5			400
5033029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5033	4.5,5			450
5033030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5033	4.5,5			450
5033031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5033	4.5,5			450
5033032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5033	4.5,5			450
5033033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5033	4.5,5			450
5033034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5033	4.5,5			450
5033035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5033	4.5,5			450
5033036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5033	5			500
5033037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5033	5	AwakeLang5033	10	1000
5034001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5034	2.5,3			250
5034002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5034	2.5,3			250
5034003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5034	2.5,3			250
5034004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5034	2.5,3			250
5034005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5034	2.5,3			250
5034006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5034	2.5,3			250
5034007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5034	2.5,3			250
5034008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5034	3,3.5			300
5034009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5034	3,3.5			300
5034010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5034	3,3.5			300
5034011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5034	3,3.5			300
5034012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5034	3,3.5			300
5034013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5034	3,3.5			300
5034014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5034	3,3.5			300
5034015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5034	3.5,4			350
5034016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5034	3.5,4			350
5034017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5034	3.5,4			350
5034018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5034	3.5,4			350
5034019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5034	3.5,4			350
5034020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5034	3.5,4			350
5034021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5034	3.5,4			350
5034022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5034	4,4.5			400
5034023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5034	4,4.5			400
5034024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5034	4,4.5			400
5034025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5034	4,4.5			400
5034026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5034	4,4.5			400
5034027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5034	4,4.5			400
5034028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5034	4,4.5			400
5034029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5034	4.5,5			450
5034030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5034	4.5,5			450
5034031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5034	4.5,5			450
5034032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5034	4.5,5			450
5034033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5034	4.5,5			450
5034034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5034	4.5,5			450
5034035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5034	4.5,5			450
5034036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5034	5			500
5034037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5034	5	AwakeLang5034	10	1000
5035001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5035	2,3			250
5035002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5035	2,3			250
5035003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5035	2,3			250
5035004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5035	2,3			250
5035005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5035	2,3			250
5035006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5035	2,3			250
5035007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5035	2,3			250
5035008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5035	3,4			300
5035009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5035	3,4			300
5035010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5035	3,4			300
5035011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5035	3,4			300
5035012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5035	3,4			300
5035013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5035	3,4			300
5035014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5035	3,4			300
5035015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5035	4,5			350
5035016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5035	4,5			350
5035017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5035	4,5			350
5035018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5035	4,5			350
5035019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5035	4,5			350
5035020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5035	4,5			350
5035021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5035	4,5			350
5035022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5035	5,6			400
5035023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5035	5,6			400
5035024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5035	5,6			400
5035025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5035	5,6			400
5035026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5035	5,6			400
5035027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5035	5,6			400
5035028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5035	5,6			400
5035029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5035	6,8			450
5035030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5035	6,8			450
5035031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5035	6,8			450
5035032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5035	6,8			450
5035033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5035	6,8			450
5035034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5035	6,8			450
5035035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5035	6,8			450
5035036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5035	8			500
5035037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5035	8	AwakeLang5035	12	1000
5036001	32	32	32	32	32	32	31,200	32	32	32	32	32	32	CharacteristicLang5036	2,3			250
5036002	40	32	32	32	32	32	31,200	40	32	32	32	32	32	CharacteristicLang5036	2,3			250
5036003	40	40	32	32	32	32	31,200	40	40	32	32	32	32	CharacteristicLang5036	2,3			250
5036004	40	40	40	32	32	32	31,200	40	40	40	32	32	32	CharacteristicLang5036	2,3			250
5036005	40	40	40	40	32	32	31,200	40	40	40	40	32	32	CharacteristicLang5036	2,3			250
5036006	40	40	40	40	40	32	31,200	40	40	40	40	40	32	CharacteristicLang5036	2,3			250
5036007	40	40	40	40	40	40	31,200	40	40	40	40	40	40	CharacteristicLang5036	2,3			250
5036008	46	46	46	46	46	46	31,300	46	46	46	46	46	46	CharacteristicLang5036	3,4			300
5036009	55	46	46	46	46	46	31,300	55	46	46	46	46	46	CharacteristicLang5036	3,4			300
5036010	55	55	46	46	46	46	31,300	55	55	46	46	46	46	CharacteristicLang5036	3,4			300
5036011	55	55	55	46	46	46	31,300	55	55	55	46	46	46	CharacteristicLang5036	3,4			300
5036012	55	55	55	55	46	46	31,300	55	55	55	55	46	46	CharacteristicLang5036	3,4			300
5036013	55	55	55	55	55	46	31,300	55	55	55	55	55	46	CharacteristicLang5036	3,4			300
5036014	55	55	55	55	55	55	31,300	55	55	55	55	55	55	CharacteristicLang5036	3,4			300
5036015	63	63	63	63	63	63	31,400	63	63	63	63	63	63	CharacteristicLang5036	4,5			350
5036016	73	63	63	63	63	63	31,400	73	63	63	63	63	63	CharacteristicLang5036	4,5			350
5036017	73	73	63	63	63	63	31,400	73	73	63	63	63	63	CharacteristicLang5036	4,5			350
5036018	73	73	73	63	63	63	31,400	73	73	73	63	63	63	CharacteristicLang5036	4,5			350
5036019	73	73	73	73	63	63	31,400	73	73	73	73	63	63	CharacteristicLang5036	4,5			350
5036020	73	73	73	73	73	63	31,400	73	73	73	73	73	63	CharacteristicLang5036	4,5			350
5036021	73	73	73	73	73	73	31,400	73	73	73	73	73	73	CharacteristicLang5036	4,5			350
5036022	83	83	83	83	83	83	31,500	83	83	83	83	83	83	CharacteristicLang5036	5,6			400
5036023	94	83	83	83	83	83	31,500	94	83	83	83	83	83	CharacteristicLang5036	5,6			400
5036024	94	94	83	83	83	83	31,500	94	94	83	83	83	83	CharacteristicLang5036	5,6			400
5036025	94	94	94	83	83	83	31,500	94	94	94	83	83	83	CharacteristicLang5036	5,6			400
5036026	94	94	94	94	83	83	31,500	94	94	94	94	83	83	CharacteristicLang5036	5,6			400
5036027	94	94	94	94	94	83	31,500	94	94	94	94	94	83	CharacteristicLang5036	5,6			400
5036028	94	94	94	94	94	94	31,500	94	94	94	94	94	94	CharacteristicLang5036	5,6			400
5036029	106	106	106	106	106	106	31,600	106	106	106	106	106	106	CharacteristicLang5036	6,8			450
5036030	118	106	106	106	106	106	31,600	118	106	106	106	106	106	CharacteristicLang5036	6,8			450
5036031	118	118	106	106	106	106	31,600	118	118	106	106	106	106	CharacteristicLang5036	6,8			450
5036032	118	118	118	106	106	106	31,600	118	118	118	106	106	106	CharacteristicLang5036	6,8			450
5036033	118	118	118	118	106	106	31,600	118	118	118	118	106	106	CharacteristicLang5036	6,8			450
5036034	118	118	118	118	118	106	31,600	118	118	118	118	118	106	CharacteristicLang5036	6,8			450
5036035	118	118	118	118	118	118	31,600	118	118	118	118	118	118	CharacteristicLang5036	6,8			450
5036036	132	132	132	132	132	132	31,800	132	132	132	132	132	132	CharacteristicLangMax5036	8			500
5036037	182	182	182	182	182	182	31,1200	182	182	182	182	182	182	CharacteristicLangMax5036	8	AwakeLang5036	12	1000
5037001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5037	100,120			250
5037002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5037	100,120			250
5037003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5037	100,120			250
5037004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5037	100,120			250
5037005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5037	100,120			250
5037006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5037	100,120			250
5037007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5037	100,120			250
5037008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5037	120,140			300
5037009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5037	120,140			300
5037010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5037	120,140			300
5037011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5037	120,140			300
5037012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5037	120,140			300
